	;Ц
0x7290	0xc1eb	;ި
0x7291	0xc1ea	;ާ
0x7292	0xa581	;
0x7293	0xc590	;
0x7295	0xc58f	;
0x7296	0xa582	;
0x7297	0xc58e	;
0x7298	0xc89c	;s
0x729a	0xc89d	;t
0x729b	0xa784	;
0x729d	0xcbc4	;Y
0x729e	0xcbc5	;Z
0x72a1	0xd29d	;r
0x72a2	0xacc9	;}
0x72a3	0xd29c	;q
0x72a4	0xd29b	;p
0x72a5	0xd299	;n
0x72a6	0xd29a	;o
0x72a7	0xadf5	;
0x72a8	0xd451	;l
0x72a9	0xd678	;
0x72aa	0xd836	;
0x72ac	0x9379	;
0x72ae	0xb085	;ɥ
0x72af	0x93e6	;
0x72b0	0xb086	;ɦ
0x72b4	0xb0e2	;C
0x72b5	0xb0e3	;D
0x72ba	0xb1e5	;f
0x72bd	0xb1e1	;b
0x72bf	0xb1e0	;a
0x72c0	0x97ec	;
0x72c1	0xb1e4	;e
0x72c2	0x9639	;g
0x72c3	0xb1e2	;c
0x72c4	0x9638	;f
0x72c5	0xb1e6	;g
0x72c6	0xb1e3	;d
0x72c9	0xb3a0	;_
0x72ca	0xb59f	;Ͼ
0x72cb	0xb39e	;]
0x72cc	0xb3a5	;d
0x72ce	0x97ed	;
0x72d0	0x97f0	;
0x72d1	0xb3a6	;e
0x72d2	0xb3a2	;a
0x72d4	0xb3a3	;b
0x72d6	0xb39d	;\
0x72d7	0x97ef	;
0x72d8	0xb39f	;^
0x72d9	0x97ee	;
0x72da	0xb3a4	;c
0x72dc	0xb3a1	;`
0x72df	0xb5a3	;
0x72e0	0x99bf	;
0x72e1	0x99c0	;
0x72e3	0xb5a6	;
0x72e4	0xb5a0	;Ͽ
0x72e6	0xb5a5	;
0x72e8	0xb5a1	;
0x72e9	0x99be	;
0x72ea	0xb5a4	;
0x72eb	0xb5a2	;
0x72f3	0xb7e8	;Ҩ
0x72f4	0xb7e5	;ҥ
0x72f6	0xb7e7	;ҧ
0x72f7	0x9bda	;X
0x72f8	0x9bd9	;W
0x72f9	0x9bd7	;U
0x72fa	0xb7e4	;Ҥ
0x72fb	0xb7e9	;ҩ
0x72fc	0x9bd6	;T
0x72fd	0x9bd8	;V
0x72fe	0xb7e6	;Ҧ
0x72ff	0xbb42	;g
0x7300	0xb7e3	;ң
0x7301	0xb7ea	;Ҫ
0x7307	0xbb36	;b
0x7308	0xbb41	;f
0x730a	0xbb39	;e
0x730b	0xbe93	;n
0x730c	0xbe9e	;y
0x730f	0xbb43	;h
0x7311	0xbb37	;c
0x7312	0xbe92	;m
0x7313	0x9e9a	;t
0x7316	0x9e99	;s
0x7317	0xbb35	;a
0x7318	0xbb38	;d
0x7319	0x9e9b	;u
0x731b	0x9e98	;r
0x731c	0x9e97	;q
0x731d	0xbb34	;`
0x731e	0xbb44	;i
0x7322	0xbe95	;p
0x7323	0xbe9c	;w
0x7325	0xa0d9	;T
0x7326	0xbe9b	;v
0x7327	0xbe98	;s
0x7329	0xa0db	;V
0x732d	0xbe9a	;u
0x7330	0xbe94	;o
0x7331	0xbe96	;q
0x7332	0xbe99	;t
0x7333	0xbe97	;r
0x7334	0xa0da	;U
0x7335	0xbe9d	;x
0x7336	0xa0d8	;S
0x7337	0xa336	;
0x733a	0xc1f0	;ޭ
0x733b	0xc1ef	;ެ
0x733c	0xc1ed	;ު
0x733e	0xa339	;
0x733f	0xa338	;
0x7340	0xc1f1	;ޮ
0x7342	0xc1ee	;ޫ
0x7343	0xc591	;
0x7344	0xa583	;
0x7345	0xa337	;
0x7349	0xc1f3	;ް
0x734a	0xc1f2	;ޯ
0x734c	0xc594	;
0x734d	0xc592	;
0x734e	0xa785	;
0x7350	0xa584	;
0x7351	0xc593	;
0x7352	0xc89f	;v
0x7357	0xa786	;
0x7358	0xc89e	;u
0x7359	0xc8a7	;~
0x735a	0xc8a6	;}
0x735b	0xc8a4	;{
0x735d	0xc8a3	;z
0x735e	0xc8a0	;w
0x735f	0xc8a1	;x
0x7360	0xc8a2	;y
0x7361	0xc8a5	;|
0x7362	0xc8a8	;
0x7365	0xcbca	;_
0x7366	0xcbc7	;\
0x7367	0xcbc8	;]
0x7368	0xa957	;W
0x7369	0xcbc6	;[
0x736a	0xcbcc	;a
0x736b	0xcbcb	;`
0x736c	0xcbc9	;^
0x736e	0xce6c	;d
0x736f	0xce6d	;e
0x7370	0xaabb	;
0x7372	0xaabc	;
0x7373	0xce6b	;c
0x7375	0xabe4	;y
0x7376	0xd0ab	;
0x7377	0xabe3	;x
0x7378	0xacca	;~
0x737a	0xaccb	;á
0x737b	0xad99	;m
0x737c	0xd453	;n
0x737d	0xd452	;m
0x737e	0xd58c	;
0x737f	0xd679	;
0x7380	0xae87	;z
0x7381	0xd74d	;
0x7382	0xd74c	;
0x7383	0xd74e	;
0x7384	0x93e7	;
0x7385	0xb5a7	;
0x7386	0x9bdb	;Y
0x7387	0x9e9c	;v
0x7388	0xbb45	;j
0x7389	0x93e8	;
0x738a	0xb087	;ɧ
0x738b	0x937a	;
0x738e	0xb0e4	;E
0x7392	0xb1eb	;l
0x7393	0xb1e9	;j
0x7394	0xb1ea	;k
0x7395	0xb1e7	;h
0x7396	0x9641	;h
0x7397	0xb1e8	;i
0x739d	0xb3ae	;m
0x739f	0x97f3	;
0x73a0	0xb3ac	;k
0x73a1	0xb3a8	;g
0x73a2	0xb3ab	;j
0x73a4	0xb3a7	;f
0x73a5	0x97f5	;
0x73a6	0xb3aa	;i
0x73a8	0x97f2	;
0x73a9	0x97f1	;
0x73ab	0x97f4	;
0x73ac	0xb3ad	;l
0x73ad	0xb3a9	;h
0x73b2	0x99c4	;
0x73b3	0x99c7	;
0x73b4	0xb5af	;
0x73b5	0xb5ae	;
0x73b6	0xb5ad	;
0x73b7	0x99c1	;
0x73b8	0xb5b6	;
0x73b9	0xb5ac	;
0x73bb	0x99c3	;
0x73bc	0xb7ef	;ү
0x73be	0xb5b3	;
0x73bf	0xb5b1	;
0x73c0	0x99c6	;
0x73c2	0xb5a9	;
0x73c3	0xb5b4	;
0x73c5	0xb5ab	;
0x73c6	0xb5b5	;
0x73c7	0xb5b2	;
0x73c8	0xb5aa	;
0x73ca	0x99c2	;
0x73cb	0xb5b7	;
0x73cc	0xb5a8	;
0x73cd	0x99c5	;
0x73d2	0xb7f4	;Ҵ
0x73d3	0xb7eb	;ҫ
0x73d4	0xb7f6	;Ҷ
0x73d6	0xb7ee	;Ү
0x73d7	0xb7f9	;ҹ
0x73d8	0xb7fa	;Һ
0x73d9	0xb7ec	;Ҭ
0x73da	0xb7f8	;Ҹ
0x73db	0xb7f5	;ҵ
0x73dc	0xb7f3	;ҳ
0x73dd	0xb7f7	;ҷ
0x73de	0x9be1	;_
0x73e0	0x9bdf	;]
0x73e3	0xb7f1	;ұ
0x73e5	0xb7ed	;ҭ
0x73e7	0xb7f0	;Ұ
0x73e8	0xb7fb	;һ
0x73e9	0xb7f2	;Ҳ
0x73ea	0x9be0	;^
0x73eb	0xb5b0	;
0x73ed	0x9bdc	;Z
0x73ee	0x9bde	;\
0x73f4	0xbb53	;x
0x73f5	0xbb48	;m
0x73f6	0xbb46	;k
0x73f8	0xbb47	;l
0x73fa	0xbb4e	;s
0x73fc	0xbb4f	;t
0x73fd	0xbb4b	;p
0x73fe	0x9ea1	;{
0x73ff	0xbb50	;u
0x7400	0xbb4d	;r
0x7401	0xbb4a	;o
0x7403	0x9e9f	;y
0x7404	0xbb49	;n
0x7405	0x9e9d	;w
0x7406	0x9ea0	;z
0x7407	0xbb4c	;q
0x7408	0xbb54	;y
0x7409	0x9bdd	;[
0x740a	0x9e9e	;x
0x740b	0xbb52	;w
0x740c	0xbb51	;v
0x740d	0x9ea2	;|
0x7416	0xbea3	;~
0x741a	0xbea4	;ڡ
0x741b	0xa0e5	;`
0x741d	0xbeaa	;ڧ
0x7420	0xbeac	;ک
0x7421	0xbea5	;ڢ
0x7422	0xa0df	;Z
0x7423	0xbea9	;ڦ
0x7424	0xbea8	;ڥ
0x7425	0xa0e0	;[
0x7426	0xa0e6	;a
0x7428	0xa0e7	;b
0x7429	0xbeab	;ڨ
0x742a	0xa0dd	;X
0x742b	0xbea2	;}
0x742c	0xbea0	;{
0x742d	0xbea6	;ڣ
0x742e	0xbe9f	;z
0x742f	0xa0e4	;_
0x7430	0xbea1	;|
0x7431	0xbea7	;ڤ
0x7432	0xbead	;ڪ
0x7433	0xa0de	;Y
0x7434	0xa0e3	;^
0x7435	0xa0e1	;\
0x7436	0xa0e2	;]
0x743a	0xa0dc	;W
0x743f	0xa347	;
0x7440	0xc1fa	;޷
0x7441	0xa346	;
0x7442	0xc230	;޻
0x7444	0xc1f4	;ޱ
0x7446	0xc231	;޼
0x744a	0xc1f5	;޲
0x744b	0xc1f6	;޳
0x744d	0xc232	;޽
0x744e	0xc1fd	;޺
0x744f	0xc1fb	;޸
0x7450	0xc1fc	;޹
0x7451	0xc1f8	;޵
0x7452	0xc1f7	;޴
0x7454	0xc233	;޾
0x7455	0xa343	;
0x7457	0xc1f9	;޶
0x7459	0xa348	;
0x745a	0xa342	;
0x745b	0xa349	;
0x745c	0xa34a	;
0x745e	0xa345	;
0x745f	0xa344	;
0x7462	0xc595	;
0x7463	0xa586	;
0x7464	0xa585	;
0x7467	0xc59a	;
0x7469	0xa787	;
0x746a	0xa587	;
0x746d	0xa589	;
0x746e	0xc59b	;
0x746f	0xa341	;
0x7470	0xa588	;
0x7471	0xc597	;
0x7472	0xc599	;
0x7473	0xc596	;
0x7475	0xc598	;
0x7479	0xc8b2	;
0x747c	0xc8b1	;
0x747d	0xc8ae	;
0x747e	0xa78a	;@
0x747f	0xcbcd	;b
0x7480	0xa78b	;A
0x7481	0xc8ad	;
0x7483	0xa789	;
0x7485	0xc8af	;
0x7486	0xc8ac	;
0x7487	0xc8a9	;
0x7488	0xc8b0	;
0x7489	0xc8aa	;
0x748a	0xc8ab	;
0x748b	0xa788	;
0x7490	0xce71	;i
0x7492	0xcbd1	;f
0x7494	0xcbd0	;e
0x7495	0xcbd2	;g
0x7497	0xce6e	;f
0x7498	0xa95a	;Z
0x749a	0xcbce	;c
0x749c	0xa958	;X
0x749e	0xa962	;\
0x749f	0xa961	;[
0x74a0	0xcbcf	;d
0x74a1	0xcbd3	;h
0x74a3	0xa959	;Y
0x74a5	0xce75	;m
0x74a6	0xaabf	;
0x74a7	0xabe5	;z
0x74a8	0xaac0	;
0x74a9	0xaabd	;
0x74aa	0xce72	;j
0x74ab	0xce70	;h
0x74ad	0xce73	;k
0x74af	0xce76	;n
0x74b0	0xaabe	;
0x74b1	0xce74	;l
0x74b2	0xce6f	;g
0x74b5	0xd0ae	;B
0x74b6	0xd0b1	;E
0x74b7	0xd2a0	;u
0x74b8	0xd0ac	;@
0x74ba	0xd454	;o
0x74bb	0xd0b2	;F
0x74bd	0xaccc	;â
0x74be	0xd0b0	;D
0x74bf	0xabe6	;{
0x74c0	0xd0ad	;A
0x74c1	0xd0af	;C
0x74c2	0xd0b3	;G
0x74c3	0xd2a1	;v
0x74c5	0xd29f	;t
0x74ca	0xaccd	;ã
0x74cb	0xd29e	;s
0x74cf	0xad9a	;n
0x74d4	0xadf7	;
0x74d5	0xd680	;
0x74d6	0xadf6	;
0x74d7	0xd682	;
0x74d8	0xd67a	;
0x74d9	0xd681	;
0x74da	0xaebb	;
0x74db	0xd7bf	;
0x74dc	0x93e9	;
0x74dd	0xb3af	;n
0x74de	0xb7fc	;Ҽ
0x74df	0xb7fd	;ҽ
0x74e0	0x9ea3	;}
0x74e1	0xc234	;޿
0x74e2	0xa963	;]
0x74e3	0xacce	;ä
0x74e4	0xae88	;{
0x74e5	0xd7c0	;
0x74e6	0x93ea	;
0x74e8	0xb3b0	;o
0x74e9	0x8231	;`
0x74ec	0xb5b8	;
0x74ee	0xb5b9	;
0x74f4	0xb830	;Ҿ
0x74f5	0xb831	;ҿ
0x74f6	0x9ea4	;~
0x74f7	0x9ea5	;
0x74fb	0xbeae	;ګ
0x74fd	0xc237	;
0x74fe	0xc236	;
0x74ff	0xc235	;
0x7500	0xc59c	;
0x7502	0xc59d	;
0x7503	0xc59e	;
0x7504	0xa58a	;
0x7507	0xc8b4	;
0x7508	0xc8b3	;
0x750b	0xcbd4	;i
0x750c	0xa964	;^
0x750d	0xa965	;_
0x750f	0xce7a	;r
0x7510	0xce77	;o
0x7511	0xce78	;p
0x7512	0xce79	;q
0x7513	0xd0b5	;I
0x7514	0xd0b4	;H
0x7515	0xabe7	;|
0x7516	0xd2a2	;w
0x7517	0xd58d	;
0x7518	0x93eb	;
0x751a	0x99c8	;
0x751c	0x9ea6	;
0x751d	0xc238	;
0x751f	0x93ec	;
0x7521	0xb832	;
0x7522	0x9ea7	;
0x7525	0xa0e8	;c
0x7526	0xa0e9	;d
0x7528	0x93ed	;
0x7529	0x93ee	;
0x752a	0xb0e5	;F
0x752b	0x9643	;j
0x752c	0x9642	;i
0x752d	0x99c9	;
0x752e	0xb5ba	;
0x752f	0xbeaf	;ڬ
0x7530	0x93ef	;
0x7531	0x93f0	;
0x7532	0x93f1	;
0x7533	0x93f2	;
0x7537	0x9644	;k
0x7538	0x9645	;l
0x7539	0xb1ed	;n
0x753a	0xb1ec	;m
0x753d	0x97f6	;
0x753e	0xb3b3	;r
0x753f	0xb3b1	;p
0x7540	0xb3b2	;q
0x7547	0xb5bb	;
0x7548	0xb5bc	;
0x754b	0x99cd	;
0x754c	0x99cb	;
0x754e	0x99cc	;
0x754f	0x99ca	;
0x7554	0x9be2	;`
0x7559	0x9be6	;d
0x755a	0x9be5	;c
0x755b	0xb833	;
0x755c	0x9be4	;b
0x755d	0x9be3	;a
0x755f	0xb834	;
0x7562	0x9eaa	;
0x7563	0xbb56	;{
0x7564	0xbb55	;z
0x7565	0x9ea8	;
0x7566	0x9ea9	;
0x756a	0xa0eb	;f
0x756b	0xa0ea	;e
0x756c	0xbeb1	;ڮ
0x756f	0xbeb0	;ڭ
0x7570	0x9eab	;
0x7576	0xa34b	;
0x7577	0xc241	;
0x7578	0xa34c	;
0x7579	0xc239	;
0x757d	0xc59f	;
0x757e	0xc8b5	;
0x757f	0xa78c	;B
0x7580	0xcbd5	;j
0x7584	0xce80	;s
0x7586	0xacd0	;æ
0x7587	0xaccf	;å
0x758a	0xae89	;|
0x758b	0x93f3	;
0x758c	0xb3b4	;s
0x758f	0x9eac	;
0x7590	0xc5a0	;
0x7591	0xa58b	;
0x7592	0x84a8	;?x
0x7594	0xb1ee	;o
0x7595	0xb1ef	;p
0x7598	0xb3b5	;t
0x7599	0x97f8	;
0x759a	0x97f9	;
0x759d	0x97f7	;
0x75a2	0x99d1	;
0x75a3	0x99d2	;
0x75a4	0x99cf	;
0x75a5	0x99d0	;
0x75a7	0xb5bd	;
0x75aa	0xb5be	;
0x75ab	0x99ce	;
0x75b0	0xb835	;
0x75b2	0x9bea	;h
0x75b3	0x9beb	;i
0x75b5	0x9eaf	;
0x75b6	0xb842	;
0x75b8	0x9bf0	;n
0x75b9	0x9bee	;l
0x75ba	0xb843	;
0x75bb	0xb837	;
0x75bc	0x9bed	;k
0x75bd	0x9bec	;j
0x75be	0x9be7	;e
0x75bf	0xb841	;
0x75c0	0xb839	;
0x75c1	0xb836	;
0x75c2	0x9bef	;m
0x75c4	0xb838	;
0x75c5	0x9be8	;f
0x75c7	0x9be9	;g
0x75ca	0x9eb0	;
0x75cb	0xbb5a	;֡
0x75cc	0xbb61	;֢
0x75cd	0x9eb1	;
0x75ce	0xbb57	;|
0x75cf	0xbb59	;~
0x75d0	0xbb63	;֤
0x75d1	0xbb62	;֣
0x75d2	0xbb58	;}
0x75d4	0x9ead	;
0x75d5	0x9eae	;
0x75d7	0xbeb9	;ڶ
0x75d8	0xa0f0	;k
0x75d9	0xa0ef	;j
0x75da	0xbeb3	;ڰ
0x75db	0xa0ed	;h
0x75dd	0xbeb6	;ڳ
0x75de	0xa0f1	;l
0x75df	0xbeb7	;ڴ
0x75e0	0xa0f2	;m
0x75e1	0xbeb4	;ڱ
0x75e2	0xa0ec	;g
0x75e3	0xa0ee	;i
0x75e4	0xbeb8	;ڵ
0x75e6	0xbeb5	;ڲ
0x75e7	0xbeb2	;گ
0x75ed	0xc24e	;
0x75ef	0xc243	;
0x75f0	0xa34e	;
0x75f1	0xa351	;
0x75f2	0xa350	;
0x75f3	0xa355	;
0x75f4	0xa354	;
0x75f5	0xc24f	;
0x75f6	0xc24d	;
0x75f7	0xc246	;
0x75f8	0xc24a	;
0x75f9	0xc249	;
0x75fa	0xa352	;
0x75fb	0xc24c	;
0x75fc	0xc248	;
0x75fd	0xc250	;
0x75fe	0xc247	;
0x75ff	0xa353	;
0x7600	0xa34d	;
0x7601	0xa34f	;
0x7603	0xc245	;
0x7608	0xc5a2	;
0x7609	0xa58f	;
0x760a	0xc5a6	;
0x760b	0xa58e	;
0x760c	0xc5a3	;
0x760d	0xa58d	;
0x760f	0xc244	;
0x7610	0xc24b	;
0x7611	0xc5a5	;
0x7613	0xa590	;
0x7614	0xc5a7	;
0x7615	0xc5a4	;
0x7616	0xc5a1	;
0x7619	0xc8b8	;
0x761a	0xc8bc	;
0x761b	0xc8be	;
0x761c	0xc8ba	;
0x761d	0xc8b9	;
0x761e	0xc8b7	;
0x761f	0xa78f	;E
0x7620	0xa78d	;C
0x7621	0xa792	;H
0x7622	0xa793	;I
0x7623	0xc8bb	;
0x7624	0xa790	;F
0x7625	0xc8b6	;
0x7626	0xa791	;G
0x7627	0xa58c	;
0x7628	0xc8bd	;
0x7629	0xa78e	;D
0x762d	0xcbd7	;l
0x762f	0xcbd6	;k
0x7630	0xcbde	;s
0x7631	0xcbd8	;m
0x7632	0xcbdd	;r
0x7633	0xcbda	;o
0x7634	0xa966	;`
0x7635	0xcbdc	;q
0x7638	0xa967	;a
0x763a	0xa968	;b
0x763c	0xcbdb	;p
0x763d	0xcbd9	;n
0x7642	0xaac2	;
0x7643	0xce81	;t
0x7646	0xaac1	;
0x7647	0xce84	;w
0x7648	0xce82	;u
0x7649	0xce83	;v
0x764c	0xaac3	;
0x7650	0xd0b9	;M
0x7652	0xabea	;¡
0x7653	0xd0ba	;N
0x7656	0xabe8	;}
0x7657	0xd0bb	;O
0x7658	0xabe9	;~
0x7659	0xd0b8	;L
0x765a	0xd0bc	;P
0x765c	0xd0b6	;J
0x765f	0xacd1	;ç
0x7660	0xd2a3	;x
0x7661	0xacd2	;è
0x7662	0xad9b	;o
0x7664	0xd0b7	;K
0x7665	0xad9c	;p
0x7669	0xadf8	;
0x766a	0xd58e	;
0x766c	0xae8b	;~
0x766d	0xd683	;
0x766e	0xae8a	;}
0x7670	0xd74f	;
0x7671	0xaee0	;
0x7672	0xaee1	;
0x7675	0xd8b9	;
0x7676	0x84a9	;?x
0x7678	0x99d3	;
0x7679	0xb5bf	;
0x767b	0xa0f3	;n
0x767c	0xa0f4	;o
0x767d	0x93f4	;
0x767e	0x94ca	;
0x767f	0xb0e6	;G
0x7681	0xb1f0	;q
0x7682	0x9646	;m
0x7684	0x97fa	;
0x7686	0x99d4	;
0x7687	0x99d5	;
0x7688	0x99d6	;
0x7689	0xbb65	;֦
0x768a	0xb844	;
0x768b	0x9bf1	;o
0x768e	0x9eb2	;
0x768f	0xbb64	;֥
0x7692	0xbebb	;ڸ
0x7693	0xa0f6	;q
0x7695	0xbeba	;ڷ
0x7696	0xa0f5	;p
0x7699	0xc251	;
0x769a	0xa794	;J
0x769b	0xc8c2	;
0x769c	0xc8bf	;
0x769d	0xc8c0	;
0x769e	0xc8c1	;
0x76a4	0xce85	;x
0x76a6	0xd0bd	;Q
0x76aa	0xd456	;q
0x76ab	0xd455	;p
0x76ad	0xd684	;
0x76ae	0x93f5	;
0x76af	0xb3b6	;u
0x76b0	0x9bf2	;p
0x76b4	0xa0f7	;r
0x76b5	0xc252	;
0x76b8	0xc5a8	;
0x76ba	0xa795	;K
0x76bb	0xcbdf	;t
0x76bd	0xd0be	;R
0x76be	0xd457	;r
0x76bf	0x93f6	;
0x76c2	0x97fb	;
0x76c3	0x99d9	;
0x76c4	0xb5c0	;
0x76c5	0x99da	;
0x76c6	0x99d8	;
0x76c8	0x99d7	;
0x76c9	0xb845	;
0x76ca	0x9bf3	;q
0x76cd	0x9bf4	;r
0x76ce	0x9bf5	;s
0x76d2	0x9eb4	;
0x76d3	0xbb66	;֧
0x76d4	0x9eb3	;
0x76da	0xbebc	;ڹ
0x76db	0x9eb5	;
0x76dc	0xa0f8	;s
0x76dd	0xc253	;
0x76de	0xa356	;
0x76df	0xa357	;
0x76e1	0xa591	;
0x76e3	0xa592	;
0x76e4	0xa796	;L
0x76e5	0xa96a	;d
0x76e6	0xcbe0	;u
0x76e7	0xa969	;c
0x76e9	0xce86	;y
0x76ea	0xaac4	;
0x76ec	0xd0bf	;S
0x76ed	0xd458	;s
0x76ee	0x93f7	;
0x76ef	0x9647	;n
0x76f0	0xb3b9	;x
0x76f1	0xb3b8	;w
0x76f2	0x97fc	;
0x76f3	0xb3b7	;v
0x76f4	0x97fd	;
0x76f5	0xb3ba	;y
0x76f7	0xb5c6	;
0x76f8	0x99dd	;
0x76f9	0x99dc	;
0x76fa	0xb5c8	;
0x76fb	0xb5c7	;
0x76fc	0x99e1	;
0x76fe	0x99e0	;
0x7701	0x99db	;
0x7703	0xb5c2	;
0x7704	0xb5c3	;
0x7705	0xb5c4	;
0x7707	0x99e2	;
0x7708	0xb5c1	;
0x7709	0x99de	;
0x770a	0xb5c5	;
0x770b	0x99df	;
0x7710	0xb848	;
0x7711	0xb84c	;
0x7712	0xb84a	;
0x7713	0xb849	;
0x7715	0xb84d	;
0x7719	0xb84e	;
0x771a	0xb84f	;
0x771b	0xb847	;
0x771d	0xb846	;
0x771f	0x9bf7	;u
0x7720	0x9bf8	;v
0x7722	0xb850	;
0x7723	0xb84b	;
0x7725	0xbb6f	;ְ
0x7727	0xb851	;
0x7728	0x9bf9	;w
0x7729	0x9bf6	;t
0x772d	0xbb69	;֪
0x772f	0xbb68	;֩
0x7731	0xbb6a	;֫
0x7732	0xbb6b	;֬
0x7733	0xbb6d	;֮
0x7734	0xbb6c	;֭
0x7735	0xbb71	;ֲ
0x7736	0x9eb9	;
0x7737	0x9eb6	;
0x7738	0x9eba	;
0x7739	0xbb67	;֨
0x773a	0x9ebb	;
0x773b	0xbb70	;ֱ
0x773c	0x9eb8	;
0x773d	0xbb6e	;֯
0x773e	0x9eb7	;
0x7744	0xbebf	;ڼ
0x7745	0xbec1	;ھ
0x7746	0xbebd	;ں
0x7747	0xbebe	;ڻ
0x774a	0xbec2	;ڿ
0x774b	0xbec4	;
0x774c	0xbec5	;
0x774d	0xbec0	;ڽ
0x774e	0xbec3	;
0x774f	0xa0f9	;t
0x7752	0xc257	;
0x7754	0xc262	;
0x7755	0xc254	;
0x7756	0xc258	;
0x7759	0xc263	;
0x775a	0xc259	;
0x775b	0xa358	;
0x775c	0xa366	;C
0x775e	0xa361	;
0x775f	0xc255	;
0x7760	0xc256	;
0x7761	0xa596	;
0x7762	0xa369	;F
0x7763	0xa362	;
0x7765	0xa367	;D
0x7766	0xa35a	;
0x7767	0xc261	;
0x7768	0xa368	;E
0x7769	0xc25a	;
0x776a	0xa364	;A
0x776b	0xa359	;
0x776c	0xa365	;B
0x776d	0xc264	;
0x776e	0xc5ad	;
0x776f	0xc5af	;
0x7779	0xa363	;@
0x777c	0xc5aa	;
0x777d	0xa594	;
0x777e	0xc5b0	;
0x777f	0xa595	;
0x7780	0xc5ae	;
0x7781	0xc5a9	;
0x7782	0xc5ac	;
0x7783	0xc5b1	;
0x7784	0xa593	;
0x7785	0xc5ab	;
0x7787	0xa798	;N
0x7788	0xc8c6	;
0x7789	0xc8c5	;
0x778b	0xa79b	;Q
0x778c	0xa799	;O
0x778d	0xc8c3	;
0x778e	0xa797	;M
0x778f	0xc8c4	;
0x7791	0xa79a	;P
0x7795	0xcbe8	;}
0x7797	0xcbea	;
0x7799	0xcbe9	;~
0x779a	0xcbe1	;v
0x779b	0xcbe5	;z
0x779c	0xcbe4	;y
0x779d	0xcbe2	;w
0x779e	0xa96c	;f
0x779f	0xa96d	;g
0x77a0	0xa96b	;e
0x77a1	0xcbe3	;x
0x77a2	0xcbe6	;{
0x77a3	0xcbe7	;|
0x77a5	0xa96e	;h
0x77a7	0xaac9	;@
0x77a8	0xce8e	;
0x77aa	0xaac6	;
0x77ab	0xce88	;{
0x77ac	0xaac8	;
0x77ad	0xaaca	;A
0x77b0	0xaac7	;
0x77b1	0xce8d	;
0x77b2	0xce89	;|
0x77b3	0xaac5	;
0x77b4	0xce8c	;
0x77b5	0xce87	;z
0x77b6	0xce8b	;~
0x77b7	0xce8a	;}
0x77ba	0xd0c1	;U
0x77bb	0xabed	;¤
0x77bc	0xabee	;¥
0x77bd	0xabeb	;¢
0x77bf	0xabec	;£
0x77c2	0xd0c0	;T
0x77c4	0xd2a6	;{
0x77c7	0xacd3	;é
0x77c9	0xd2a4	;y
0x77ca	0xd2a5	;z
0x77cc	0xd459	;t
0x77cd	0xd462	;w
0x77ce	0xd45a	;u
0x77cf	0xd461	;v
0x77d0	0xd58f	;
0x77d3	0xadf9	;
0x77d4	0xd750	;
0x77d5	0xd7c1	;
0x77d7	0xaee2	;
0x77d8	0xd837	;
0x77d9	0xd838	;
0x77da	0xaf49	;f
0x77db	0x93f8	;
0x77dc	0x99e3	;
0x77de	0xbec6	;
0x77e0	0xc265	;
0x77e2	0x93f9	;
0x77e3	0x9648	;o
0x77e5	0x9830	;
0x77e7	0xb5c9	;
0x77e8	0xb5ca	;
0x77e9	0x9bfa	;x
0x77ec	0xbec7	;
0x77ed	0xa0fa	;u
0x77ee	0xa36a	;G
0x77ef	0xaacb	;B
0x77f0	0xce8f	;
0x77f1	0xd2a7	;|
0x77f2	0xd463	;x
0x77f3	0x93fa	;
0x77f7	0xb3c0	;͡
0x77f8	0xb3bb	;z
0x77f9	0xb3bd	;|
0x77fa	0xb3bf	;~
0x77fb	0xb3be	;}
0x77fc	0xb3bc	;{
0x77fd	0x9831	;
0x7802	0x99e4	;
0x7803	0xb5d3	;
0x7805	0xb5ce	;
0x7806	0xb5cb	;
0x7809	0xb5d2	;
0x780c	0x99e6	;
0x780d	0x99e7	;
0x780e	0xb5d1	;
0x780f	0xb5d0	;
0x7810	0xb5cf	;
0x7811	0xb5cc	;
0x7812	0xb5cd	;
0x7813	0xb5d4	;
0x7814	0x99e5	;
0x781d	0x9c30	;|
0x781f	0x9c36	;
0x7820	0x9c35	;
0x7821	0xb85a	;
0x7822	0xb854	;
0x7823	0xb852	;
0x7825	0x9c33	;
0x7826	0xbb78	;ֹ
0x7827	0x9bfc	;z
0x7828	0xb857	;
0x7829	0xb861	;
0x782a	0xb863	;
0x782b	0xb859	;
0x782c	0xb853	;
0x782d	0x9c34	;
0x782e	0xb858	;
0x782f	0xb856	;
0x7830	0x9bfb	;y
0x7831	0xb864	;
0x7832	0x9c37	;
0x7833	0xb862	;
0x7834	0x9c31	;}
0x7835	0xb855	;
0x7837	0x9c32	;~
0x7838	0x9bfd	;{
0x7843	0x9ebd	;
0x7845	0xbb79	;ֺ
0x7848	0xbb72	;ֳ
0x7849	0xbb74	;ֵ
0x784a	0xbb76	;ַ
0x784c	0xbb77	;ָ
0x784d	0xbb75	;ֶ
0x784e	0x9ebe	;
0x7850	0xbb7a	;ֻ
0x7852	0xbb73	;ִ
0x785c	0xbecb	;
0x785d	0xa0fb	;v
0x785e	0xbed3	;
0x7860	0xbec8	;
0x7862	0xbed4	;
0x7864	0xbec9	;
0x7865	0xbeca	;
0x7868	0xbed2	;
0x7869	0xbed1	;
0x786a	0xbece	;
