	;Ц
0x6d10	0xb58e	;ϭ
0x6d11	0xb579	;{
0x6d12	0xb571	;s
0x6d16	0xb7c6	;d
0x6d17	0x99a2	;~
0x6d18	0xb583	;Ϣ
0x6d19	0xb576	;x
0x6d1a	0xb578	;z
0x6d1b	0x99a7	;
0x6d1d	0xb580	;}
0x6d1e	0x99a1	;}
0x6d1f	0xb56e	;p
0x6d20	0xb589	;Ϩ
0x6d22	0xb58c	;ϫ
0x6d25	0x999e	;z
0x6d27	0x99aa	;
0x6d28	0xb56b	;m
0x6d29	0x99ac	;
0x6d2a	0x999c	;x
0x6d2b	0x99b0	;
0x6d2c	0xb58a	;ϩ
0x6d2d	0xb56d	;o
0x6d2e	0x99ad	;
0x6d2f	0xb7c0	;^
0x6d30	0xb389	;H
0x6d31	0x99a0	;|
0x6d32	0x999b	;w
0x6d33	0xb574	;v
0x6d34	0xb56c	;n
0x6d35	0x99ae	;
0x6d36	0x99a6	;
0x6d37	0xb584	;ϣ
0x6d38	0x99ab	;
0x6d39	0x99a9	;
0x6d3a	0xb577	;y
0x6d3b	0x99a3	;
0x6d3c	0xb56f	;q
0x6d3d	0x99a4	;
0x6d3e	0x99a5	;
0x6d3f	0xb570	;r
0x6d40	0xb587	;Ϧ
0x6d41	0x999d	;y
0x6d42	0xb581	;~
0x6d58	0xb7ae	;L
0x6d59	0x9bc0	;
0x6d5a	0x9bc5	;C
0x6d5e	0xb7b7	;U
0x6d5f	0xb7bd	;[
0x6d60	0xb7b9	;W
0x6d61	0xb7ac	;J
0x6d62	0xb7af	;M
0x6d63	0xb7a8	;F
0x6d64	0xb7a9	;G
0x6d65	0x9bcc	;J
0x6d66	0x9bbd	;
0x6d67	0xb7b8	;V
0x6d68	0xb7c1	;_
0x6d69	0x9bc7	;E
0x6d6a	0x9bb9	;
0x6d6c	0x9bc2	;@
0x6d6d	0xb7b0	;N
0x6d6e	0x9bc4	;B
0x6d6f	0xb7b1	;O
0x6d70	0xb7bb	;Y
0x6d74	0x9bc6	;D
0x6d75	0xb7ca	;h
0x6d76	0xb7aa	;H
0x6d77	0x9bbf	;
0x6d78	0x9bbe	;
0x6d79	0x9bca	;H
0x6d7a	0xb7a7	;E
0x6d7b	0xb7c8	;f
0x6d7c	0xb7bc	;Z
0x6d7d	0xb7c9	;g
0x6d7e	0xb7c3	;a
0x6d7f	0xb7b5	;S
0x6d80	0xb7c4	;b
0x6d82	0xb7be	;\
0x6d83	0xb7c7	;e
0x6d84	0xb7c5	;c
0x6d85	0x9bcb	;I
0x6d86	0xb7b6	;T
0x6d87	0x9bbc	;
0x6d88	0x9bbb	;
0x6d89	0x9bc3	;A
0x6d8a	0x9bc9	;G
0x6d8b	0xb7c2	;`
0x6d8c	0x9bc8	;F
0x6d8d	0xb7b3	;Q
0x6d8e	0x9e64	;C
0x6d90	0xb7cb	;i
0x6d91	0xb7b2	;P
0x6d92	0xb7ad	;K
0x6d93	0x9bc1	;
0x6d94	0x9bcd	;K
0x6d95	0x9bba	;
0x6d97	0xb7ba	;X
0x6d98	0xb7bf	;]
0x6daa	0x9e8b	;e
0x6dab	0xbac4	;
0x6dac	0xbac8	;
0x6dae	0x9e73	;R
0x6daf	0x9e71	;P
0x6db2	0x9e68	;G
0x6db3	0xbac6	;
0x6db4	0xbac5	;
0x6db5	0x9e81	;[
0x6db7	0xbacb	;
0x6db8	0x9e76	;U
0x6dba	0xbadd	;
0x6dbb	0xbae9	;G
0x6dbc	0x9e65	;D
0x6dbd	0xbada	;
0x6dbe	0xbad3	;
0x6dbf	0x9e8d	;g
0x6dc0	0xbac3	;
0x6dc2	0xbadf	;
0x6dc4	0x9e8a	;d
0x6dc5	0x9e79	;X
0x6dc6	0x9e89	;c
0x6dc7	0x9e6f	;N
0x6dc8	0xbacf	;
0x6dc9	0xbae1	;
0x6dca	0xbad9	;
0x6dcb	0x9e70	;O
0x6dcc	0x9e6a	;I
0x6dcd	0xbae7	;E
0x6dcf	0xbae0	;
0x6dd0	0xbae2	;@
0x6dd1	0x9e72	;Q
0x6dd2	0x9e7a	;Y
0x6dd3	0xbae4	;B
0x6dd4	0xbacd	;
0x6dd5	0xbade	;
0x6dd6	0xbad2	;
0x6dd7	0xbae6	;D
0x6dd8	0x9e84	;^
0x6dd9	0x9e67	;F
0x6dda	0x9e82	;\
0x6ddb	0xbad7	;
0x6ddc	0xbad5	;
0x6ddd	0xbad6	;
0x6dde	0x9e74	;S
0x6ddf	0xbad1	;
0x6de0	0xbad0	;
0x6de1	0x9e69	;H
0x6de2	0xbaca	;
0x6de3	0xbae8	;F
0x6de4	0x9e6b	;J
0x6de5	0xbad4	;
0x6de6	0x9e8e	;h
0x6de8	0x9e88	;b
0x6de9	0xbac9	;
0x6dea	0x9e85	;_
0x6deb	0x9e83	;]
0x6dec	0x9e8c	;f
0x6ded	0xbadb	;
0x6dee	0x9e87	;a
0x6def	0xb7b4	;R
0x6df0	0xbadc	;
0x6df1	0x9e86	;`
0x6df2	0xbae3	;A
0x6df3	0x9e66	;E
0x6df4	0xbad8	;
0x6df5	0x9e78	;W
0x6df6	0xbacc	;
0x6df7	0x9e77	;V
0x6df9	0x9e75	;T
0x6dfa	0x9e6d	;L
0x6dfb	0x9e6c	;K
0x6dfc	0xbe42	;
0x6dfd	0xbae5	;C
0x6e00	0xbace	;
0x6e03	0xbe57	;
0x6e05	0x9e6e	;M
0x6e19	0xa0c6	;A
0x6e1a	0x9e80	;Z
0x6e1b	0xa0b4	;
0x6e1c	0xbe51	;
0x6e1d	0xa0c2	;
0x6e1f	0xbe45	;
0x6e20	0xa0b1	;
0x6e21	0xa0ad	;
0x6e22	0xbe69	;I
0x6e23	0xa0b3	;
0x6e24	0xa0b7	;
0x6e25	0xa0b2	;
0x6e26	0xa0bb	;
0x6e27	0xbe6d	;M
0x6e28	0xbe64	;D
0x6e2b	0xbe4c	;
0x6e2c	0xa0c0	;
0x6e2d	0xa0ba	;
0x6e2e	0xbe58	;
0x6e2f	0xa0aa	;
0x6e30	0xbe6a	;J
0x6e31	0xbe63	;C
0x6e32	0xa0ae	;
0x6e33	0xbe52	;
0x6e34	0xa0bd	;
0x6e35	0xbe75	;U
0x6e36	0xbe76	;V
0x6e38	0xa0ab	;
0x6e39	0xbe68	;H
0x6e3a	0xa0bf	;
0x6e3b	0xbe56	;
0x6e3c	0xbe48	;
0x6e3d	0xbe49	;
0x6e3e	0xa0c3	;
0x6e3f	0xbe4d	;
0x6e40	0xbe54	;
0x6e41	0xbe4e	;
0x6e43	0xa0c1	;
0x6e44	0xa0c9	;D
0x6e45	0xbe4a	;
0x6e46	0xbe43	;
0x6e47	0xbe44	;
0x6e49	0xbe46	;
0x6e4a	0xa0b0	;
0x6e4b	0xbe53	;
0x6e4d	0xa0be	;
0x6e4e	0xa0c7	;B
0x6e51	0xbe55	;
0x6e52	0xbe73	;S
0x6e53	0xbe6b	;K
0x6e54	0xa0ac	;
0x6e55	0xbe71	;Q
0x6e56	0xa0b8	;
0x6e58	0xa0b6	;
0x6e5a	0xbe77	;W
0x6e5b	0xa0b5	;
0x6e5c	0xbe61	;A
0x6e5d	0xbe4f	;
0x6e5e	0xbe59	;
0x6e5f	0xa0cc	;G
0x6e60	0xbe65	;E
0x6e61	0xbe62	;B
0x6e62	0xbe4b	;
0x6e63	0xa0c8	;C
0x6e64	0xbe6f	;O
0x6e65	0xbe6c	;L
0x6e66	0xbe74	;T
0x6e67	0xa0af	;
0x6e68	0xbe5a	;@
0x6e69	0xa0cb	;F
0x6e6b	0xbe67	;G
0x6e6e	0xa0b9	;
0x6e6f	0xa0bc	;
0x6e71	0xbe66	;F
0x6e72	0xa0ca	;E
0x6e73	0xbe50	;
0x6e74	0xbac7	;
0x6e77	0xbe70	;P
0x6e78	0xbe6e	;N
0x6e79	0xbe72	;R
0x6e88	0xbe47	;
0x6e89	0xa0c5	;@
0x6e8d	0xc1c6	;a
0x6e8e	0xc1c5	;`
0x6e8f	0xc1ab	;F
0x6e90	0xa2e2	;
0x6e92	0xc1c4	;_
0x6e93	0xc1ae	;I
0x6e94	0xc1af	;J
0x6e96	0xa2ec	;
0x6e97	0xc1cd	;h
0x6e98	0xa2e7	;
0x6e99	0xc1c3	;^
0x6e9b	0xc1a8	;C
0x6e9c	0xa2ed	;
0x6e9d	0xa2e3	;
0x6e9e	0xc1b7	;R
0x6e9f	0xc1ad	;H
0x6ea0	0xc1b0	;K
0x6ea1	0xc1c8	;c
0x6ea2	0xa2dd	;
0x6ea3	0xc1cf	;j
0x6ea4	0xc1c7	;b
0x6ea5	0xa2e6	;
0x6ea6	0xc1bc	;W
0x6ea7	0xa2f1	;
0x6eaa	0xa2f0	;
0x6eab	0xa2ea	;
0x6eae	0xc1ce	;i
0x6eaf	0xa2de	;
0x6eb0	0xc1ba	;U
0x6eb1	0xc1b1	;L
0x6eb2	0xc1be	;Y
0x6eb3	0xc1ca	;e
0x6eb4	0xa2f2	;
0x6eb6	0xa2e0	;
0x6eb7	0xc1b9	;T
0x6eb9	0xc1b2	;M
0x6eba	0xa2e9	;
0x6ebc	0xa2e8	;
0x6ebd	0xc1b5	;P
0x6ebe	0xc1bf	;Z
0x6ebf	0xc1c9	;d
0x6ec0	0xc1ac	;G
0x6ec1	0xc1b6	;Q
0x6ec2	0xa2e1	;
0x6ec3	0xc1c0	;[
0x6ec4	0xa2ee	;
0x6ec5	0xa2e5	;
0x6ec6	0xc1b3	;N
0x6ec7	0xa2e4	;
0x6ec8	0xc1aa	;E
0x6ec9	0xc1b8	;S
0x6eca	0xc1cc	;g
0x6ecb	0xa0c4	;
0x6ecc	0xa573	;
0x6ecd	0xc1bb	;V
0x6ece	0xc54a	;l
0x6ecf	0xc1bd	;X
0x6ed0	0xc1cb	;f
0x6ed1	0xa2eb	;
0x6ed2	0xc1b4	;O
0x6ed3	0xa2df	;
0x6ed4	0xa2ef	;
0x6ed5	0xa776	;
0x6ed6	0xc1a9	;D
0x6ed8	0xc1c2	;]
0x6edc	0xc1c1	;\
0x6eeb	0xc56c	;
0x6eec	0xa570	;
0x6eed	0xc561	;}
0x6eee	0xc566	;
0x6eef	0xa565	;
0x6ef1	0xc54c	;n
0x6ef2	0xa572	;
0x6ef4	0xa556	;w
0x6ef5	0xc54b	;m
0x6ef6	0xc572	;
0x6ef7	0xa574	;
0x6ef8	0xc54f	;q
0x6ef9	0xc565	;
0x6efb	0xc551	;s
0x6efc	0xc575	;
0x6efd	0xc571	;
0x6efe	0xa554	;u
0x6eff	0xa564	;
0x6f00	0xc877	;S
0x6f01	0xa571	;
0x6f02	0xa562	;}
0x6f03	0xc54d	;o
0x6f05	0xc570	;
0x6f06	0xa566	;
0x6f07	0xc56d	;
0x6f08	0xc57a	;
0x6f09	0xc553	;u
0x6f0a	0xc562	;~
0x6f0d	0xc578	;
0x6f0e	0xc56e	;
0x6f0f	0xa561	;|
0x6f12	0xc55a	;|
0x6f13	0xa555	;v
0x6f14	0xa553	;t
0x6f15	0xa56b	;
0x6f18	0xc558	;z
0x6f19	0xc555	;w
0x6f1a	0xc556	;x
0x6f1c	0xc574	;
0x6f1e	0xc579	;
0x6f1f	0xc577	;
0x6f20	0xa559	;z
0x6f21	0xc580	;
0x6f22	0xa563	;~
0x6f23	0xa56a	;
0x6f25	0xc54e	;p
0x6f26	0xc859	;
0x6f27	0xc557	;y
0x6f29	0xa557	;x
0x6f2a	0xa56f	;
0x6f2b	0xa56c	;
0x6f2c	0xa55a	;{
0x6f2d	0xc567	;
0x6f2e	0xc552	;t
0x6f2f	0xa56d	;
0x6f30	0xc569	;
0x6f31	0xa567	;
0x6f32	0xa569	;
0x6f33	0xa552	;s
0x6f35	0xc56b	;
0x6f36	0xc563	;
0x6f37	0xc550	;r
0x6f38	0xa568	;
0x6f39	0xc573	;
0x6f3a	0xc576	;
0x6f3b	0xc559	;{
0x6f3c	0xc56a	;
0x6f3e	0xa558	;y
0x6f3f	0xa765	;
0x6f40	0xc568	;
0x6f41	0xc858	;
0x6f43	0xc56f	;
0x6f4e	0xc554	;v
0x6f4f	0xc868	;D
0x6f50	0xc872	;N
0x6f51	0xa768	;
0x6f52	0xc871	;M
0x6f53	0xc882	;Y
0x6f54	0xa76a	;
0x6f55	0xc86f	;K
0x6f57	0xc873	;O
0x6f58	0xa775	;
0x6f5a	0xc86a	;F
0x6f5b	0xa76d	;
0x6f5d	0xc876	;R
0x6f5e	0xcb9c	;
0x6f5f	0xa779	;
0x6f60	0xa778	;
0x6f61	0xc878	;T
0x6f62	0xc867	;C
0x6f63	0xc887	;^
0x6f64	0xa773	;
0x6f66	0xa769	;
0x6f67	0xc880	;W
0x6f69	0xc884	;[
0x6f6a	0xc889	;`
0x6f6b	0xc879	;U
0x6f6c	0xc86d	;I
0x6f6d	0xa76c	;
0x6f6e	0xa76f	;
0x6f6f	0xa777	;
0x6f70	0xa772	;
0x6f72	0xc870	;L
0x6f73	0xc564	;
0x6f76	0xc86c	;H
0x6f77	0xc888	;_
0x6f78	0xa76e	;
0x6f7a	0xa771	;
0x6f7b	0xc88a	;a
0x6f7c	0xa766	;
0x6f7d	0xc87a	;V
0x6f7e	0xc85a	;
0x6f7f	0xc885	;\
0x6f80	0xaaa9	;
0x6f82	0xc86e	;J
0x6f84	0xa767	;
0x6f85	0xc869	;E
0x6f86	0xa76b	;
0x6f87	0xc861	;
0x6f88	0xa56e	;
0x6f89	0xc865	;A
0x6f8b	0xc883	;Z
0x6f8c	0xc866	;B
0x6f8d	0xc864	;@
0x6f8e	0xa770	;
0x6f90	0xc881	;X
0x6f92	0xc863	;
0x6f93	0xc875	;Q
0x6f94	0xc874	;P
0x6f95	0xc886	;]
0x6f96	0xc86b	;G
0x6f97	0xa774	;
0x6f9e	0xcb9f	;
0x6fa0	0xa949	;I
0x6fa1	0xa938	;
0x6fa2	0xcbab	;@
0x6fa3	0xcb97	;
0x6fa4	0xa941	;A
0x6fa5	0xcba3	;
0x6fa6	0xa948	;H
0x6fa7	0xa943	;C
0x6fa8	0xcba1	;
0x6fa9	0xce51	;O
0x6faa	0xcba7	;
0x6fab	0xcbad	;B
0x6fac	0xcba6	;
0x6fad	0xcb95	;
0x6fae	0xcba4	;
0x6faf	0xcbaf	;D
0x6fb0	0xcbb1	;F
0x6fb1	0xa937	;
0x6fb2	0xcbb0	;E
0x6fb3	0xa944	;D
0x6fb4	0xa94a	;J
0x6fb6	0xa947	;G
0x6fb8	0xcbaa	;
0x6fb9	0xa946	;F
0x6fba	0xcba5	;
0x6fbc	0xcb99	;
0x6fbd	0xcb9e	;
0x6fbf	0xcba9	;
0x6fc0	0xa945	;E
0x6fc1	0xa942	;B
0x6fc2	0xa936	;
0x6fc3	0xa939	;@
0x6fc4	0xcb9d	;
0x6fc6	0xc862	;
0x6fc7	0xcb98	;
0x6fc8	0xcb9b	;
0x6fc9	0xcbac	;A
0x6fca	0xcba0	;
0x6fcb	0xcb96	;
0x6fcc	0xce50	;N
0x6fcd	0xcbae	;C
0x6fce	0xcb9a	;
0x6fcf	0xcba8	;
0x6fd4	0xce53	;Q
0x6fd5	0xaaad	;
0x6fd8	0xaaa1	;
0x6fdb	0xaaa5	;
0x6fdc	0xce55	;S
0x6fdd	0xce61	;Y
0x6fde	0xce59	;W
0x6fdf	0xaaa3	;
0x6fe0	0xaaa4	;
0x6fe1	0xaaab	;
0x6fe2	0xce62	;Z
0x6fe3	0xce54	;R
0x6fe4	0xaaa6	;
0x6fe6	0xce58	;V
0x6fe7	0xce57	;U
0x6fe8	0xce63	;[
0x6fe9	0xaaac	;
0x6feb	0xaaa7	;
0x6fec	0xaaaa	;
0x6fed	0xce56	;T
0x6fee	0xaaae	;
0x6fef	0xaaa8	;
0x6ff0	0xaaaf	;
0x6ff1	0xaaa2	;
0x6ff2	0xce5a	;X
0x6ff4	0xce52	;P
0x6ff7	0xd0a4	;
0x6ffa	0xabdc	;q
0x6ffb	0xd0a1	;
0x6ffc	0xd0a3	;
0x6ffe	0xabda	;o
0x6fff	0xd09f	;
0x7000	0xd0a0	;
0x7001	0xd09b	;
0x7004	0xcba2	;
0x7005	0xd09c	;
0x7006	0xabdb	;p
0x7007	0xd098	;
0x7009	0xabd8	;m
0x700a	0xd0a5	;
0x700b	0xabd9	;n
0x700c	0xd099	;
0x700d	0xd09a	;
0x700e	0xd09e	;
0x700f	0xabde	;s
0x7011	0xabdd	;r
0x7014	0xd09d	;
0x7015	0xacc4	;x
0x7016	0xd28b	;_
0x7017	0xd291	;e
0x7018	0xacc5	;y
0x7019	0xd288	;\
0x701a	0xacc2	;v
0x701b	0xacbf	;s
0x701c	0xd293	;g
0x701d	0xacc3	;w
0x701f	0xacc0	;t
0x7020	0xd28a	;^
0x7021	0xd28d	;a
0x7022	0xd28e	;b
0x7023	0xd28f	;c
0x7024	0xd292	;f
0x7026	0xd0a2	;
0x7027	0xd289	;]
0x7028	0xacc1	;u
0x7029	0xd290	;d
0x702a	0xd44a	;h
0x702b	0xd28c	;`
0x702f	0xd441	;]
0x7030	0xad96	;j
0x7031	0xd444	;`
0x7032	0xad97	;k
0x7033	0xd44d	;h
0x7034	0xd443	;_
0x7035	0xd439	;\
0x7037	0xd442	;^
0x7038	0xd446	;b
0x7039	0xd449	;e
0x703a	0xd448	;d
0x703b	0xd44c	;g
0x703c	0xd438	;[
0x703e	0xad95	;i
0x703f	0xd447	;c
0x7040	0xd44b	;f
0x7041	0xd44e	;i
0x7042	0xd445	;a
0x7043	0xd582	;
0x7044	0xd583	;
0x7045	0xd587	;
0x7046	0xd588	;
0x7048	0xd585	;
0x7049	0xd586	;
0x704a	0xd584	;
0x704c	0xadf3	;
0x7051	0xae85	;x
0x7052	0xd675	;
0x7055	0xd672	;
0x7056	0xd673	;
0x7057	0xd674	;
0x7058	0xae86	;y
0x705a	0xd74a	;
0x705b	0xd749	;
0x705d	0xd7bc	;
0x705e	0xaedf	;
0x705f	0xd7ba	;
0x7060	0xd7bd	;
0x7061	0xd7bb	;
0x7062	0xd834	;
0x7063	0xaf33	;W
0x7064	0xaf48	;e
0x7065	0xd892	;
0x7066	0xd877	;l
0x7068	0xd891	;
0x7069	0xd8bd	;
0x706a	0xd8be	;
0x706b	0x9372	;
0x7070	0x94c7	;
0x7071	0xb0e0	;A
0x7074	0xb1dd	;^
0x7076	0x9631	;_
0x7078	0x9634	;b
0x707a	0xb1de	;_
0x707c	0x9632	;`
0x707d	0x9633	;a
0x7082	0xb399	;X
0x7083	0xb39b	;Z
0x7084	0xb396	;U
0x7085	0xb393	;R
0x7086	0xb395	;T
0x708a	0x97e4	;
0x708e	0x97e2	;
0x7091	0xb397	;V
0x7092	0x97e3	;
0x7093	0xb394	;S
0x7094	0xb391	;P
0x7095	0x97e1	;
0x7096	0xb398	;W
0x7098	0xb392	;Q
0x7099	0x97e5	;
0x709a	0xb39a	;Y
0x709f	0xb590	;ϯ
0x70a1	0xb594	;ϳ
0x70a4	0x99b9	;
0x70a9	0xb597	;϶
0x70ab	0x99b1	;
0x70ac	0x99b4	;
0x70ad	0x99b6	;
0x70ae	0x99b8	;
0x70af	0x99b5	;
0x70b0	0xb593	;ϲ
0x70b1	0xb592	;ϱ
0x70b3	0x99b3	;
0x70b4	0xb595	;ϴ
0x70b5	0xb596	;ϵ
0x70b7	0xb58f	;Ϯ
0x70b8	0x99b7	;
0x70ba	0x99b2	;
0x70be	0xb591	;ϰ
0x70c5	0xb7d9	;w
0x70c6	0xb7da	;x
0x70c7	0xb7db	;y
0x70c8	0x9bd2	;P
0x70ca	0x9bce	;L
0x70cb	0xb7d0	;n
0x70cd	0xb7d8	;v
0x70ce	0xb7dd	;{
0x70cf	0x9bd3	;Q
0x70d1	0xb7ce	;l
0x70d2	0xb7d4	;r
0x70d3	0xb7cd	;k
0x70d4	0xb7d7	;u
0x70d7	0xb7d3	;q
0x70d8	0x9bcf	;M
0x70d9	0x9bd1	;O
0x70da	0xb7dc	;z
0x70dc	0xb7cc	;j
0x70dd	0xb7cf	;m
0x70de	0xb7d5	;s
0x70e0	0xb7d6	;t
0x70e1	0xb7de	;|
0x70e2	0xb7d2	;p
0x70e4	0x9bd0	;N
0x70ef	0x9e93	;m
0x70f0	0xbaf0	;N
0x70f3	0xbaf2	;P
0x70f4	0xbaee	;L
0x70f6	0xbafa	;X
0x70f7	0xbaec	;J
0x70f8	0xbaf9	;W
0x70f9	0x9e8f	;i
0x70fa	0xbaea	;H
0x70fb	0xbe80	;[
0x70fc	0xbaf4	;R
0x70fd	0x9e92	;l
0x70ff	0xbaf5	;S
0x7100	0xbaf8	;V
0x7102	0xbafc	;Z
0x7104	0xbaf1	;O
0x7106	0xbaf6	;T
0x7109	0x9e90	;j
0x710a	0x9e91	;k
0x710b	0xbafb	;Y
0x710c	0xbaef	;M
0x710d	0xbaeb	;I
0x710e	0xbafd	;[
0x7110	0xbaf3	;Q
0x7113	0xbaf7	;U
0x7117	0xbaed	;K
0x7119	0xa0cd	;H
0x711a	0xa0ce	;I
0x711b	0xbe8a	;e
0x711c	0xa0d4	;O
0x711e	0xbe79	;Y
0x711f	0xbe87	;b
0x7120	0xbe78	;X
0x7121	0xa0d1	;L
0x7122	0xbe85	;`
0x7123	0xbe83	;^
0x7125	0xbe84	;_
0x7126	0xa0cf	;J
0x7128	0xbe88	;c
0x712e	0xbe81	;\
0x712f	0xbe7a	;Z
0x7130	0xa0d0	;K
0x7131	0xbe82	;]
0x7132	0xbe86	;a
0x7136	0xa0d2	;M
0x713a	0xbe89	;d
0x7141	0xc1d5	;p
0x7142	0xc1dc	;w
0x7143	0xc1de	;y
0x7144	0xc1e4	;ޡ
0x7146	0xa331	;
0x7147	0xc1d0	;k
0x7149	0xa2f7	;
0x714b	0xc1df	;z
0x714c	0xa2fc	;
0x714d	0xc1e5	;ޢ
0x714e	0xa2f3	;
0x7150	0xc1e2	;}
0x7152	0xc1d2	;m
0x7153	0xc1e3	;~
0x7154	0xc1d1	;l
0x7156	0xa333	;
0x7158	0xc1dd	;x
0x7159	0xa2f4	;
0x715a	0xc1e6	;ޣ
0x715c	0xa2f9	;
0x715d	0xc1d6	;q
0x715e	0xa330	;
0x715f	0xc1e1	;|
0x7160	0xc1d4	;o
0x7161	0xc1db	;v
0x7162	0xc1d7	;r
0x7163	0xc1d3	;n
0x7164	0xa2f6	;
0x7165	0xa2fd	;
0x7166	0xa2fb	;
0x7167	0xa2f8	;
0x7168	0xa332	;
0x7169	0xa2f5	;
0x716a	0xc1da	;u
0x716c	0xa2fa	;
0x716e	0xa0d3	;N
0x7170	0xc1e0	;{
0x7172	0xc1d8	;s
0x7178	0xc1d9	;t
0x717b	0xc588	;
0x717d	0xa577	;
0x7180	0xc584	;
0x7181	0xc58a	;
0x7182	0xc586	;
0x7184	0xa579	;
0x7185	0xc585	;
0x7186	0xc589	;
0x7187	0xc581	;
0x7189	0xc583	;
0x718a	0xa578	;
0x718f	0xc587	;
0x7190	0xc582	;
0x7192	0xa57a	;
0x7194	0xa575	;
0x7197	0xc58b	;
0x7199	0xa576	;
0x719a	0xc890	;g
0x719b	0xc88d	;d
0x719c	0xc899	;p
0x719d	0xc893	;j
0x719e	0xc895	;l
0x719f	0xa77a	;
0x71a0	0xc88f	;f
0x71a1	0xc897	;n
0x71a4	0xc896	;m
0x71a5	0xc894	;k
0x71a7	0xc89a	;q
0x71a8	0xa782	;
0x71a9	0xc891	;h
0x71aa	0xc898	;o
0x71ac	0xa780	;
0x71af	0xc88c	;c
0x71b0	0xc88e	;e
0x71b1	0xa781	;
0x71b2	0xc88b	;b
0x71b3	0xc89b	;r
0x71b5	0xc892	;i
0x71b8	0xcbb5	;J
0x71b9	0xa951	;Q
0x71bc	0xcbc0	;U
0x71bd	0xcbbe	;S
0x71be	0xa94b	;K
0x71bf	0xcbb4	;I
0x71c0	0xcbb7	;L
0x71c1	0xcbb8	;M
0x71c2	0xcbb3	;H
0x71c3	0xa955	;U
0x71c4	0xa956	;V
0x71c5	0xcbb2	;G
0x71c6	0xcbc1	;V
0x71c7	0xcbbc	;Q
0x71c8	0xa94f	;O
0x71c9	0xa94c	;L
0x71ca	0xcbbb	;P
0x71cb	0xcbb9	;N
0x71ce	0xa952	;R
0x71cf	0xcbbd	;R
0x71d0	0xa94d	;M
0x71d2	0xa94e	;N
0x71d4	0xcbba	;O
0x71d5	0xa950	;P
0x71d6	0xcbb6	;K
0x71d8	0xcbbf	;T
0x71d9	0xa953	;S
0x71da	0xcbc2	;W
0x71db	0xcbc3	;X
0x71dc	0xa954	;T
0x71df	0xaab1	;
0x71e0	0xaab8	;
0x71e1	0xce64	;\
0x71e2	0xce6a	;b
0x71e4	0xce68	;`
0x71e5	0xaab4	;
0x71e6	0xaab3	;
0x71e7	0xaab0	;
0x71e8	0xce66	;^
0x71ec	0xaab6	;
0x71ed	0xaab5	;
0x71ee	0xaab2	;
0x71f0	0xce69	;a
0x71f1	0xce65	;]
0x71f2	0xce67	;_
0x71f4	0xaab7	;
0x71f8	0xabe2	;w
0x71f9	0xd0a8	;
0x71fb	0xabdf	;t
0x71fc	0xabe0	;u
0x71fd	0xd0aa	;
0x71fe	0xabe1	;v
0x71ff	0xd0a7	;
0x7201	0xd0a6	;
0x7202	0xd297	;l
0x7203	0xd0a9	;
0x7205	0xd298	;m
0x7206	0xacc6	;z
0x7207	0xd296	;k
0x720a	0xd295	;j
0x720c	0xd294	;i
0x720d	0xacc7	;{
0x7210	0xad98	;l
0x7213	0xd44f	;j
0x7214	0xd450	;k
0x7219	0xd58b	;
0x721a	0xd58a	;
0x721b	0xadf4	;
0x721d	0xd589	;
0x721e	0xd676	;
0x721f	0xd677	;
0x7222	0xd74b	;
0x7223	0xd7be	;
0x7226	0xd835	;
0x7227	0xd8ab	;
0x7228	0xaf62	;y
0x7229	0xd8bf	;
0x722a	0x9373	;
0x722c	0x97e6	;
0x722d	0x97e7	;
0x7230	0x99ba	;
0x7235	0xaab9	;
0x7236	0x9374	;
0x7238	0x97e8	;
0x7239	0x9bd4	;R
0x723a	0xa334	;
0x723b	0x9375	;
0x723d	0x9e94	;n
0x723e	0xa580	;
0x723f	0xb058	;b
0x7241	0xb598	;Ϸ
0x7242	0xb7df	;}
0x7244	0xc58c	;
0x7246	0xaaba	;
0x7247	0x9376	;
0x7248	0x97e9	;
0x7249	0xb599	;ϸ
0x724a	0xb59a	;Ϲ
0x724b	0xbe8b	;f
0x724c	0xa0d5	;P
0x724f	0xc1e7	;ޤ
0x7252	0xa335	;
0x7253	0xc58d	;
0x7256	0xa783	;
0x7258	0xacc8	;|
0x7259	0x9377	;
0x725a	0xbe8c	;g
0x725b	0x9378	;
0x725d	0x94c9	;
0x725e	0xb0e1	;B
0x725f	0x94c8	;
0x7260	0x9637	;e
0x7261	0x9636	;d
0x7262	0x9635	;c
0x7263	0xb1df	;`
0x7267	0x97ea	;
0x7269	0x97eb	;
0x726a	0xb39c	;[
0x726c	0xb59b	;Ϻ
0x726e	0xb59e	;Ͻ
0x726f	0x99bc	;
0x7270	0xb59c	;ϻ
0x7272	0x99bb	;
0x7273	0xb59d	;ϼ
0x7274	0x99bd	;
0x7276	0xb7e2	;Ң
0x7277	0xb7e1	;ҡ
0x7278	0xb7e0	;~
0x7279	0x9bd5	;S
0x727b	0xbb31	;]
0x727c	0xbb32	;^
0x727d	0x9e95	;o
0x727e	0xbb30	;\
0x727f	0xbb33	;_
0x7280	0xa0d7	;R
0x7281	0x9e96	;p
0x7284	0xa0d6	;Q
0x7285	0xbe90	;k
0x7286	0xbe8f	;j
0x7288	0xbe8d	;h
0x7289	0xbe8e	;i
0x728b	0xbe91	;l
0x728c	0xc1e9	;ަ
0x728d	0xc1e8	;ޥ
0x728e	0xc1ec	;ީ
