3B 0x0300 0x0001 0x8100    ; CJK Ideograph
0xF76D 0x0200 0x0001 0x0000    ; Private Use
0xF76E 0x0200 0x0001 0x0000    ; Private Use
0xF76F 0x0200 0x0001 0x0000    ; Private Use
0xF770 0x0200 0x0001 0x0000    ; Private Use
0xF771 0x0200 0x0001 0x0000    ; Private Use
0xF772 0x0200 0x0001 0x0000    ; Private Use
0xF773 0x0200 0x0001 0x0000    ; Private Use
0xF774 0x0200 0x0001 0x0000    ; Private Use
0xF775 0x0200 0x0001 0x0000    ; Private Use
0xF776 0x0200 0x0001 0x0000    ; Private Use
0xF777 0x0200 0x0001 0x0000    ; Private Use
0xF778 0x0200 0x0001 0x0000    ; Private Use
0xF779 0x0200 0x0001 0x0000    ; Private Use
0xF77A 0x0200 0x0001 0x0000    ; Private Use
0xF77B 0x0200 0x0001 0x0000    ; Private Use
0xF77C 0x0200 0x0001 0x0000    ; Private Use
0xF77D 0x0200 0x0001 0x0000    ; Private Use
0xF77E 0x0200 0x0001 0x0000    ; Private Use
0xF77F 0x0200 0x0001 0x0000    ; Private Use
0xF780 0x0200 0x0001 0x0000    ; Private Use
0xF781 0x0200 0x0001 0x0000    ; Private Use
0xF782 0x0200 0x0001 0x0000    ; Private Use
0xF783 0x0200 0x0001 0x0000    ; Private Use
0xF784 0x0200 0x0001 0x0000    ; Private Use
0xF785 0x0200 0x0001 0x0000    ; Private Use
0xF786 0x0200 0x0001 0x0000    ; Private Use
0xF787 0x0200 0x0001 0x0000    ; Private Use
0xF788 0x0200 0x0001 0x0000    ; Private Use
0xF789 0x0200 0x0001 0x0000    ; Private Use
0xF78A 0x0200 0x0001 0x0000    ; Private Use
0xF78B 0x0200 0x0001 0x0000    ; Private Use
0xF78C 0x0200 0x0001 0x0000    ; Private Use
0xF78D 0x0200 0x0001 0x0000    ; Private Use
0xF78E 0x0200 0x0001 0x0000    ; Private Use
0xF78F 0x0200 0x0001 0x0000    ; Private Use
0xF790 0x0200 0x0001 0x0000    ; Private Use
0xF791 0x0200 0x0001 0x0000    ; Private Use
0xF792 0x0200 0x0001 0x0000    ; Private Use
0xF793 0x0200 0x0001 0x0000    ; Private Use
0xF794 0x0200 0x0001 0x0000    ; Private Use
0xF795 0x0200 0x0001 0x0000    ; Private Use
0xF796 0x0200 0x0001 0x0000    ; Private Use
0xF797 0x0200 0x0001 0x0000    ; Private Use
0xF798 0x0200 0x0001 0x0000    ; Private Use
0xF799 0x0200 0x0001 0x0000    ; Private Use
0xF79A 0x0200 0x0001 0x0000    ; Private Use
0xF79B 0x0200 0x0001 0x0000    ; Private Use
0xF79C 0x0200 0x0001 0x0000    ; Private Use
0xF79D 0x0200 0x0001 0x0000    ; Private Use
0xF79E 0x0200 0x0001 0x0000    ; Private Use
0xF79F 0x0200 0x0001 0x0000    ; Private Use
0xF7A0 0x0200 0x0001 0x0000    ; Private Use
0xF7A1 0x0200 0x0001 0x0000    ; Private Use
0xF7A2 0x0200 0x0001 0x0000    ; Private Use
0xF7A3 0x0200 0x0001 0x0000    ; Private Use
0xF7A4 0x0200 0x0001 0x0000    ; Private Use
0xF7A5 0x0200 0x0001 0x0000    ; Private Use
0xF7A6 0x0200 0x0001 0x0000    ; Private Use
0xF7A7 0x0200 0x0001 0x0000    ; Private Use
0xF7A8 0x0200 0x0001 0x0000    ; Private Use
0xF7A9 0x0200 0x0001 0x0000    ; Private Use
0xF7AA 0x0200 0x0001 0x0000    ; Private Use
0xF7AB 0x0200 0x0001 0x0000    ; Private Use
0xF7AC 0x0200 0x0001 0x0000    ; Private Use
0xF7AD 0x0200 0x0001 0x0000    ; Private Use
0xF7AE 0x0200 0x0001 0x0000    ; Private Use
0xF7AF 0x0200 0x0001 0x0000    ; Private Use
0xF7B0 0x0200 0x0001 0x0000    ; Private Use
0xF7B1 0x0200 0x0001 0x0000    ; Private Use
0xF7B2 0x0200 0x0001 0x0000    ; Private Use
0xF7B3 0x0200 0x0001 0x0000    ; Private Use
0xF7B4 0x0200 0x0001 0x0000    ; Private Use
0xF7B5 0x0200 0x0001 0x0000    ; Private Use
0xF7B6 0x0200 0x0001 0x0000    ; Private Use
0xF7B7 0x0200 0x0001 0x0000    ; Private Use
0xF7B8 0x0200 0x0001 0x0000    ; Private Use
0xF7B9 0x0200 0x0001 0x0000    ; Private Use
0xF7BA 0x0200 0x0001 0x0000    ; Private Use
0xF7BB 0x0200 0x0001 0x0000    ; Private Use
0xF7BC 0x0200 0x0001 0x0000    ; Private Use
0xF7BD 0x0200 0x0001 0x0000    ; Private Use
0xF7BE 0x0200 0x0001 0x0000    ; Private Use
0xF7BF 0x0200 0x0001 0x0000    ; Private Use
0xF7C0 0x0200 0x0001 0x0000    ; Private Use
0xF7C1 0x0200 0x0001 0x0000    ; Private Use
0xF7C2 0x0200 0x0001 0x0000    ; Private Use
0xF7C3 0x0200 0x0001 0x0000    ; Private Use
0xF7C4 0x0200 0x0001 0x0000    ; Private Use
0xF7C5 0x0200 0x0001 0x0000    ; Private Use
0xF7C6 0x0200 0x0001 0x0000    ; Private Use
0xF7C7 0x0200 0x0001 0x0000    ; Private Use
0xF7C8 0x0200 0x0001 0x0000    ; Private Use
0xF7C9 0x0200 0x0001 0x0000    ; Private Use
0xF7CA 0x0200 0x0001 0x0000    ; Private Use
0xF7CB 0x0200 0x0001 0x0000    ; Private Use
0xF7CC 0x0200 0x0001 0x0000    ; Private Use
0xF7CD 0x0200 0x0001 0x0000    ; Private Use
0xF7CE 0x0200 0x0001 0x0000    ; Private Use
0xF7CF 0x0200 0x0001 0x0000    ; Private Use
0xF7D0 0x0200 0x0001 0x0000    ; Private Use
0xF7D1 0x0200 0x0001 0x0000    ; Private Use
0xF7D2 0x0200 0x0001 0x0000    ; Private Use
0xF7D3 0x0200 0x0001 0x0000    ; Private Use
0xF7D4 0x0200 0x0001 0x0000    ; Private Use
0xF7D5 0x0200 0x0001 0x0000    ; Private Use
0xF7D6 0x0200 0x0001 0x0000    ; Private Use
0xF7D7 0x0200 0x0001 0x0000    ; Private Use
0xF7D8 0x0200 0x0001 0x0000    ; Private Use
0xF7D9 0x0200 0x0001 0x0000    ; Private Use
0xF7DA 0x0200 0x0001 0x0000    ; Private Use
0xF7DB 0x0200 0x0001 0x0000    ; Private Use
0xF7DC 0x0200 0x0001 0x0000    ; Private Use
0xF7DD 0x0200 0x0001 0x0000    ; Private Use
0xF7DE 0x0200 0x0001 0x0000    ; Private Use
0xF7DF 0x0200 0x0001 0x0000    ; Private Use
0xF7E0 0x0200 0x0001 0x0000    ; Private Use
0xF7E1 0x0200 0x0001 0x0000    ; Private Use
0xF7E2 0x0200 0x0001 0x0000    ; Private Use
0xF7E3 0x0200 0x0001 0x0000    ; Private Use
0xF7E4 0x0200 0x0001 0x0000    ; Private Use
0xF7E5 0x0200 0x0001 0x0000    ; Private Use
0xF7E6 0x0200 0x0001 0x0000    ; Private Use
0xF7E7 0x0200 0x0001 0x0000    ; Private Use
0xF7E8 0x0200 0x0001 0x0000    ; Private Use
0xF7E9 0x0200 0x0001 0x0000    ; Private Use
0xF7EA 0x0200 0x0001 0x0000    ; Private Use
0xF7EB 0x0200 0x0001 0x0000    ; Private Use
0xF7EC 0x0200 0x0001 0x0000    ; Private Use
0xF7ED 0x0200 0x0001 0x0000    ; Private Use
0xF7EE 0x0200 0x0001 0x0000    ; Private Use
0xF7EF 0x0200 0x0001 0x0000    ; Private Use
0xF7F0 0x0200 0x0001 0x0000    ; Private Use
0xF7F1 0x0200 0x0001 0x0000    ; Private Use
0xF7F2 0x0200 0x0001 0x0000    ; Private Use
0xF7F3 0x0200 0x0001 0x0000    ; Private Use
0xF7F4 0x0200 0x0001 0x0000    ; Private Use
0xF7F5 0x0200 0x0001 0x0000    ; Private Use
0xF7F6 0x0200 0x0001 0x0000    ; Private Use
0xF7F7 0x0200 0x0001 0x0000    ; Private Use
0xF7F8 0x0200 0x0001 0x0000    ; Private Use
0xF7F9 0x0200 0x0001 0x0000    ; Private Use
0xF7FA 0x0200 0x0001 0x0000    ; Private Use
0xF7FB 0x0200 0x0001 0x0000    ; Private Use
0xF7FC 0x0200 0x0001 0x0000    ; Private Use
0xF7FD 0x0200 0x0001 0x0000    ; Private Use
0xF7FE 0x0200 0x0001 0x0000    ; Private Use
0xF7FF 0x0200 0x0001 0x0000    ; Private Use
0xF800 0x0200 0x0001 0x0000    ; Private Use
0xF801 0x0200 0x0001 0x0000    ; Private Use
0xF802 0x0200 0x0001 0x0000    ; Private Use
0xF803 0x0200 0x0001 0x0000    ; Private Use
0xF804 0x0200 0x0001 0x0000    ; Private Use
0xF805 0x0200 0x0001 0x0000    ; Private Use
0xF806 0x0200 0x0001 0x0000    ; Private Use
0xF807 0x0200 0x0001 0x0000    ; Private Use
0xF808 0x0200 0x0001 0x0000    ; Private Use
0xF809 0x0200 0x0001 0x0000    ; Private Use
0xF80A 0x0200 0x0001 0x0000    ; Private Use
0xF80B 0x0200 0x0001 0x0000    ; Private Use
0xF80C 0x0200 0x0001 0x0000    ; Private Use
0xF80D 0x0200 0x0001 0x0000    ; Private Use
0xF80E 0x0200 0x0001 0x0000    ; Private Use
0xF80F 0x0200 0x0001 0x0000    ; Private Use
0xF810 0x0200 0x0001 0x0000    ; Private Use
0xF811 0x0200 0x0001 0x0000    ; Private Use
0xF812 0x0200 0x0001 0x0000    ; Private Use
0xF813 0x0200 0x0001 0x0000    ; Private Use
0xF814 0x0200 0x0001 0x0000    ; Private Use
0xF815 0x0200 0x0001 0x0000    ; Private Use
0xF816 0x0200 0x0001 0x0000    ; Private Use
0xF817 0x0200 0x0001 0x0000    ; Private Use
0xF818 0x0200 0x0001 0x0000    ; Private Use
0xF819 0x0200 0x0001 0x0000    ; Private Use
0xF81A 0x0200 0x0001 0x0000    ; Private Use
0xF81B 0x0200 0x0001 0x0000    ; Private Use
0xF81C 0x0200 0x0001 0x0000    ; Private Use
0xF81D 0x0200 0x0001 0x0000    ; Private Use
0xF81E 0x0200 0x0001 0x0000    ; Private Use
0xF81F 0x0200 0x0001 0x0000    ; Private Use
0xF820 0x0200 0x0001 0x0000    ; Private Use
0xF821 0x0200 0x0001 0x0000    ; Private Use
0xF822 0x0200 0x0001 0x0000    ; Private Use
0xF823 0x0200 0x0001 0x0000    ; Private Use
0xF824 0x0200 0x0001 0x0000    ; Private Use
0xF825 0x0200 0x0001 0x0000    ; Private Use
0xF826 0x0200 0x0001 0x0000    ; Private Use
0xF827 0x0200 0x0001 0x0000    ; Private Use
0xF828 0x0200 0x0001 0x0000    ; Private Use
0xF829 0x0200 0x0001 0x0000    ; Private Use
0xF82A 0x0200 0x0001 0x0000    ; Private Use
0xF82B 0x0200 0x0001 0x0000    ; Private Use
0xF82C 0x0200 0x0001 0x0000    ; Private Use
0xF82D 0x0200 0x0001 0x0000    ; Private Use
0xF82E 0x0200 0x0001 0x0000    ; Private Use
0xF82F 0x0200 0x0001 0x0000    ; Private Use
0xF830 0x0200 0x0001 0x0000    ; Private Use
0xF831 0x0200 0x0001 0x0000    ; Private Use
0xF832 0x0200 0x0001 0x0000    ; Private Use
0xF833 0x0200 0x0001 0x0000    ; Private Use
0xF834 0x0200 0x0001 0x0000    ; Private Use
0xF835 0x0200 0x0001 0x0000    ; Private Use
0xF836 0x0200 0x0001 0x0000    ; Private Use
0xF837 0x0200 0x0001 0x0000    ; Private Use
0xF838 0x0200 0x0001 0x0000    ; Private Use
0xF839 0x0200 0x0001 0x0000    ; Private Use
0xF83A 0x0200 0x0001 0x0000    ; Private Use
0xF83B 0x0200 0x0001 0x0000    ; Private Use
0xF83C 0x0200 0x0001 0x0000    ; Private Use
0xF83D 0x0200 0x0001 0x0000    ; Private Use
0xF83E 0x0200 0x0001 0x0000    ; Private Use
0xF83F 0x0200 0x0001 0x0000    ; Private Use
0xF840 0x0200 0x0001 0x0000    ; Private Use
0xF841 0x0200 0x0001 0x0000    ; Private Use
0xF842 0x0200 0x0001 0x0000    ; Private Use
0xF843 0x0200 0x0001 0x0000    ; Private Use
0xF844 0x0200 0x0001 0x0000    ; Private Use
0xF845 0x0200 0x0001 0x0000    ; Private Use
0xF846 0x0200 0x0001 0x0000    ; Private Use
0xF847 0x0200 0x0001 0x0000    ; Private Use
0xF848 0x0200 0x0001 0x0000    ; Private Use
0xF849 0x0200 0x0001 0x0000    ; Private Use
0xF84A 0x0200 0x0001 0x0000    ; Private Use
0xF84B 0x0200 0x0001 0x0000    ; Private Use
0xF84C 0x0200 0x0001 0x0000    ; Private Use
0xF84D 0x0200 0x0001 0x0000    ; Private Use
0xF84E 0x0200 0x0001 0x0000    ; Private Use
0xF84F 0x0200 0x0001 0x0000    ; Private Use
0xF850 0x0200 0x0001 0x0000    ; Private Use
0xF851 0x0200 0x0001 0x0000    ; Private Use
0xF852 0x0200 0x0001 0x0000    ; Private Use
0xF853 0x0200 0x0001 0x0000    ; Private Use
0xF854 0x0200 0x0001 0x0000    ; Private Use
0xF855 0x0200 0x0001 0x0000    ; Private Use
0xF856 0x0200 0x0001 0x0000    ; Private Use
0xF857 0x0200 0x0001 0x0000    ; Private Use
0xF858 0x0200 0x0001 0x0000    ; Private Use
0xF859 0x0200 0x0001 0x0000    ; Private Use
0xF85A 0x0200 0x0001 0x0000    ; Private Use
0xF85B 0x0200 0x0001 0x0000    ; Private Use
0xF85C 0x0200 0x0001 0x0000    ; Private Use
0xF85D 0x0200 0x0001 0x0000    ; Private Use
0xF85E 0x0200 0x0001 0x0000    ; Private Use
0xF85F 0x0200 0x0001 0x0000    ; Private Use
0xF860 0x0200 0x0001 0x0000    ; Private Use
0xF861 0x0200 0x0001 0x0000    ; Private Use
0xF862 0x0200 0x0001 0x0000    ; Private Use
0xF863 0x0200 0x0001 0x0000    ; Private Use
0xF864 0x0200 0x0001 0x0000    ; Private Use
0xF865 0x0200 0x0001 0x0000    ; Private Use
0xF866 0x0200 0x0001 0x0000    ; Private Use
0xF867 0x0200 0x0001 0x0000    ; Private Use
0xF868 0x0200 0x0001 0x0000    ; Private Use
0xF869 0x0200 0x0001 0x0000    ; Private Use
0xF86A 0x0200 0x0001 0x0000    ; Private Use
0xF86B 0x0200 0x0001 0x0000    ; Private Use
0xF86C 0x0200 0x0001 0x0000    ; Private Use
0xF86D 0x0200 0x0001 0x0000    ; Private Use
0xF86E 0x0200 0x0001 0x0000    ; Private Use
0xF86F 0x0200 0x0001 0x0000    ; Private Use
0xF870 0x0200 0x0001 0x0000    ; Private Use
0xF871 0x0200 0x0001 0x0000    ; Private Use
0xF872 0x0200 0x0001 0x0000    ; Private Use
0xF873 0x0200 0x0001 0x0000    ; Private Use
0xF874 0x0200 0x0001 0x0000    ; Private Use
0xF875 0x0200 0x0001 0x0000    ; Private Use
0xF876 0x0200 0x0001 0x0000    ; Private Use
0xF877 0x0200 0x0001 0x0000    ; Private Use
0xF878 0x0200 0x0001 0x0000    ; Private Use
0xF879 0x0200 0x0001 0x0000    ; Private Use
0xF87A 0x0200 0x0001 0x0000    ; Private Use
0xF87B 0x0200 0x0001 0x0000    ; Private Use
0xF87C 0x0200 0x0001 0x0000    ; Private Use
0xF87D 0x0200 0x0001 0x0000    ; Private Use
0xF87E 0x0200 0x0001 0x0000    ; Private Use
0xF87F 0x0200 0x0001 0x0000    ; Private Use
0xF880 0x0200 0x0001 0x0000    ; Private Use
0xF881 0x0200 0x0001 0x0000    ; Private Use
0xF882 0x0200 0x0001 0x0000    ; Private Use
0xF883 0x0200 0x0001 0x0000    ; Private Use
0xF884 0x0200 0x0001 0x0000    ; Private Use
0xF885 0x0200 0x0001 0x0000    ; Private Use
0xF886 0x0200 0x0001 0x0000    ; Private Use
0xF887 0x0200 0x0001 0x0000    ; Private Use
0xF888 0x0200 0x0001 0x0000    ; Private Use
0xF889 0x0200 0x0001 0x0000    ; Private Use
0xF88A 0x0200 0x0001 0x0000    ; Private Use
0xF88B 0x0200 0x0001 0x0000    ; Private Use
0xF88C 0x0200 0x0001 0x0000    ; Private Use
0xF88D 0x0200 0x0001 0x0000    ; Private Use
0xF88E 0x0200 0x0001 0x0000    ; Private Use
0xF88F 0x0200 0x0001 0x0000    ; Private Use
0xF890 0x0200 0x0001 0x0000    ; Private Use
0xF891 0x0200 0x0001 0x0000    ; Private Use
0xF892 0x0200 0x0001 0x0000    ; Private Use
0xF893 0x0200 0x0001 0x0000    ; Private Use
0xF894 0x0200 0x0001 0x0000    ; Private Use
0xF895 0x0200 0x0001 0x0000    ; Private Use
0xF896 0x0200 0x0001 0x0000    ; Private Use
0xF897 0x0200 0x0001 0x0000    ; Private Use
0xF898 0x0200 0x0001 0x0000    ; Private Use
0xF899 0x0200 0x0001 0x0000    ; Private Use
0xF89A 0x0200 0x0001 0x0000    ; Private Use
0xF89B 0x0200 0x0001 0x0000    ; Private Use
0xF89C 0x0200 0x0001 0x0000    ; Private Use
0xF89D 0x0200 0x0001 0x0000    ; Private Use
0xF89E 0x0200 0x0001 0x0000    ; Private Use
0xF89F 0x0200 0x0001 0x0000    ; Private Use
0xF8A0 0x0200 0x0001 0x0000    ; Private Use
0xF8A1 0x0200 0x0001 0x0000    ; Private Use
0xF8A2 0x0200 0x0001 0x0000    ; Private Use
0xF8A3 0x0200 0x0001 0x0000    ; Private Use
0xF8A4 0x0200 0x0001 0x0000    ; Private Use
0xF8A5 0x0200 0x0001 0x0000    ; Private Use
0xF8A6 0x0200 0x0001 0x0000    ; Private Use
0xF8A7 0x0200 0x0001 0x0000    ; Private Use
0xF8A8 0x0200 0x0001 0x0000    ; Private Use
0xF8A9 0x0200 0x0001 0x0000    ; Private Use
0xF8AA 0x0200 0x0001 0x0000    ; Private Use
0xF8AB 0x0200 0x0001 0x0000    ; Private Use
0xF8AC 0x0200 0x0001 0x0000    ; Private Use
0xF8AD 0x0200 0x0001 0x0000    ; Private Use
0xF8AE 0x0200 0x0001 0x0000    ; Private Use
0xF8AF 0x0200 0x0001 0x0000    ; Private Use
0xF8B0 0x0200 0x0001 0x0000    ; Private Use
0xF8B1 0x0200 0x0001 0x0000    ; Private Use
0xF8B2 0x0200 0x0001 0x0000    ; Private Use
0xF8B3 0x0200 0x0001 0x0000    ; Private Use
0xF8B4 0x0200 0x0001 0x0000    ; Private Use
0xF8B5 0x0200 0x0001 0x0000    ; Private Use
0xF8B6 0x0200 0x0001 0x0000    ; Private Use
0xF8B7 0x0200 0x0001 0x0000    ; Private Use
0xF8B8 0x0200 0x0001 0x0000    ; Private Use
0xF8B9 0x0200 0x0001 0x0000    ; Private Use
0xF8BA 0x0200 0x0001 0x0000    ; Private Use
0xF8BB 0x0200 0x0001 0x0000    ; Private Use
0xF8BC 0x0200 0x0001 0x0000    ; Private Use
0xF8BD 0x0200 0x0001 0x0000    ; Private Use
0xF8BE 0x0200 0x0001 0x0000    ; Private Use
0xF8BF 0x0200 0x0001 0x0000    ; Private Use
0xF8C0 0x0200 0x0001 0x0000    ; Private Use
0xF8C1 0x0200 0x0001 0x0000    ; Private Use
0xF8C2 0x0200 0x0001 0x0000    ; Private Use
0xF8C3 0x0200 0x0001 0x0000    ; Private Use
0xF8C4 0x0200 0x0001 0x0000    ; Private Use
0xF8C5 0x0200 0x0001 0x0000    ; Private Use
0xF8C6 0x0200 0x0001 0x0000    ; Private Use
0xF8C7 0x0200 0x0001 0x0000    ; Private Use
0xF8C8 0x0200 0x0001 0x0000    ; Private Use
0xF8C9 0x0200 0x0001 0x0000    ; Private Use
0xF8CA 0x0200 0x0001 0x0000    ; Private Use
0xF8CB 0x0200 0x0001 0x0000    ; Private Use
0xF8CC 0x0200 0x0001 0x0000    ; Private Use
0xF8CD 0x0200 0x0001 0x0000    ; Private Use
0xF8CE 0x0200 0x0001 0x0000    ; Private Use
0xF8CF 0x0200 0x0001 0x0000    ; Private Use
0xF8D0 0x0200 0x0001 0x0000    ; Private Use
0xF8D1 0x0200 0x0001 0x0000    ; Private Use
0xF8D2 0x0200 0x0001 0x0000    ; Private Use
0xF8D3 0x0200 0x0001 0x0000    ; Private Use
0xF8D4 0x0200 0x0001 0x0000    ; Private Use
0xF8D5 0x0200 0x0001 0x0000    ; Private Use
0xF8D6 0x0200 0x0001 0x0000    ; Private Use
0xF8D7 0x0200 0x0001 0x0000    ; Private Use
0xF8D8 0x0200 0x0001 0x0000    ; Private Use
0xF8D9 0x0200 0x0001 0x0000    ; Private Use
0xF8DA 0x0200 0x0001 0x0000    ; Private Use
0xF8DB 0x0200 0x0001 0x0000    ; Private Use
0xF8DC 0x0200 0x0001 0x0000    ; Private Use
0xF8DD 0x0200 0x0001 0x0000    ; Private Use
0xF8DE 0x0200 0x0001 0x0000    ; Private Use
0xF8DF 0x0200 0x0001 0x0000    ; Private Use
0xF8E0 0x0200 0x0001 0x0000    ; Private Use
0xF8E1 0x0200 0x0001 0x0000    ; Private Use
0xF8E2 0x0200 0x0001 0x0000    ; Private Use
0xF8E3 0x0200 0x0001 0x0000    ; Private Use
0xF8E4 0x0200 0x0001 0x0000    ; Private Use
0xF8E5 0x0200 0x0001 0x0000    ; Private Use
0xF8E6 0x0200 0x0001 0x0000    ; Private Use
0xF8E7 0x0200 0x0001 0x0000    ; Private Use
0xF8E8 0x0200 0x0001 0x0000    ; Private Use
0xF8E9 0x0200 0x0001 0x0000    ; Private Use
0xF8EA 0x0200 0x0001 0x0000    ; Private Use
0xF8EB 0x0200 0x0001 0x0000    ; Private Use
0xF8EC 0x0200 0x0001 0x0000    ; Private Use
0xF8ED 0x0200 0x0001 0x0000    ; Private Use
0xF8EE 0x0200 0x0001 0x0000    ; Private Use
0xF8EF 0x0200 0x0001 0x0000    ; Private Use
0xF8F0 0x0200 0x0001 0x0000    ; Private Use
0xF8F1 0x0200 0x0001 0x0000    ; Private Use
0xF8F2 0x0200 0x0001 0x0000    ; Private Use
0xF8F3 0x0200 0x0001 0x0000    ; Private Use
0xF8F4 0x0200 0x0001 0x0000    ; Private Use
0xF8F5 0x0200 0x0001 0x0000    ; Private Use
0xF8F6 0x0200 0x0001 0x0000    ; Private Use
0xF8F7 0x0200 0x0001 0x0000    ; Private Use
0xF8F8 0x0200 0x0001 0x0000    ; Private Use
0xF8F9 0x0200 0x0001 0x0000    ; Private Use
0xF8FA 0x0200 0x0001 0x0000    ; Private Use
0xF8FB 0x0200 0x0001 0x0000    ; Private Use
0xF8FC 0x0200 0x0001 0x0000    ; Private Use
0xF8FD 0x0200 0x0001 0x0000    ; Private Use
0xF8FE 0x0200 0x0001 0x0000    ; Private Use
0xF8FF 0x0200 0x0001 0x0000    ; <Private Use, Last>
0xF900 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F900
0xF901 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F901
0xF902 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F902
0xF903 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F903
0xF904 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F904
0xF905 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F905
0xF906 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F906
0xF907 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F907
0xF908 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F908
0xF909 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F909
0xF90A 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F90A
0xF90B 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F90B
0xF90C 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F90C
0xF90D 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F90D
0xF90E 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F90E
0xF90F 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F90F
0xF910 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F910
0xF911 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F911
0xF912 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F912
0xF913 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F913
0xF914 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F914
0xF915 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F915
0xF916 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F916
0xF917 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F917
0xF918 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F918
0xF919 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F919
0xF91A 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F91A
0xF91B 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F91B
0xF91C 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F91C
0xF91D 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F91D
0xF91E 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F91E
0xF91F 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F91F
0xF920 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F920
0xF921 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F921
0xF922 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F922
0xF923 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F923
0xF924 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F924
0xF925 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F925
0xF926 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F926
0xF927 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F927
0xF928 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F928
0xF929 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F929
0xF92A 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F92A
0xF92B 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F92B
0xF92C 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F92C
0xF92D 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F92D
0xF92E 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F92E
0xF92F 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F92F
0xF930 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F930
0xF931 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F931
0xF932 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F932
0xF933 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F933
0xF934 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F934
0xF935 0x0300 0x0001 0x8100    ; CJK COMPATIBILITY IDEOGRAPH-F935
