1	;Fullwidth Solidus
0xaa	0x9b70	;
0xab	0x9b68	;
0xac	0x9b64	;
0xad	0x9b6c	;
0xae	0x9cfc	;
0xaf	0x9cfa	;
0xb0	0x9cfd	;
0xb1	0x9cff	;
0xb2	0x9cf7	;
0xb3	0x9d07	;
0xb4	0x9d00	;
0xb5	0x9cf9	;
0xb6	0x9cfb	;
0xb7	0x9d08	;
0xb8	0x9d05	;
0xb9	0x9d04	;
0xba	0x9e83	;
0xbb	0x9ed3	;
0xbc	0x9f0f	;
0xbd	0x9f10	;
0xbe	0x511c	;
0xbf	0x5113	;
0xc0	0x5117	;
0xc1	0x511a	;
0xc2	0x5111	;
0xc3	0x51de	;
0xc4	0x5334	;
0xc5	0x53e1	;
0xc6	0x5670	;
0xc7	0x5660	;
0xc8	0x566e	;
0xc9	0x5673	;@
0xca	0x5666	;A
0xcb	0x5663	;B
0xcc	0x566d	;C
0xcd	0x5672	;D
0xce	0x565e	;E
0xcf	0x5677	;F
0xd0	0x571c	;G
0xd1	0x571b	;H
0xd2	0x58c8	;I
0xd3	0x58bd	;J
0xd4	0x58c9	;K
0xd5	0x58bf	;L
0xd6	0x58ba	;M
0xd7	0x58c2	;N
0xd8	0x58bc	;O
0xd9	0x58c6	;P
0xda	0x5b17	;Q
0xdb	0x5b19	;R
0xdc	0x5b1b	;S
0xdd	0x5b21	;T
0xde	0x5b14	;U
0xdf	0x5b13	;V
0xe0	0x5b10	;W
0xe1	0x5b16	;X
0xe2	0x5b28	;Y
0xe3	0x5b1a	;Z
0xe4	0x5b20	;[
0xe5	0x5b1e	;\
0xe6	0x5bef	;]
0xe7	0x5dac	;^
0xe8	0x5db1	;_
0xe9	0x5da9	;`
0xea	0x5da7	;a
0xeb	0x5db5	;b
0xec	0x5db0	;c
0xed	0x5dae	;d
0xee	0x5daa	;e
0xef	0x5da8	;f
0xf0	0x5db2	;g
0xf1	0x5dad	;h
0xf2	0x5daf	;i
0xf3	0x5db4	;j
0xf4	0x5e67	;k
0xf5	0x5e68	;l
0xf6	0x5e66	;m
0xf7	0x5e6f	;n
0xf8	0x5ee9	;o
0xf9	0x5ee7	;p
0xfa	0x5ee6	;q
0xfb	0x5ee8	;r
0xfc	0x5ee5	;s

DBCSTABLE 188           ;LeadByte = 0xc4

0x40	0x5f4b	;t
0x41	0x5fbc	;u
0x42	0x619d	;v
0x43	0x61a8	;w
0x44	0x6196	;x
0x45	0x61c5	;y
0x46	0x61b4	;z
0x47	0x61c6	;{
0x48	0x61c1	;|
0x49	0x61cc	;}
0x4a	0x61ba	;~
0x4b	0x61bf	;
0x4c	0x61b8	;
0x4d	0x618c	;
0x4e	0x64d7	;
0x4f	0x64d6	;
0x50	0x64d0	;
0x51	0x64cf	;
0x52	0x64c9	;
0x53	0x64bd	;
0x54	0x6489	;
0x55	0x64c3	;
0x56	0x64db	;
0x57	0x64f3	;
0x58	0x64d9	;
0x59	0x6533	;
0x5a	0x657f	;
0x5b	0x657c	;
0x5c	0x65a2	;
0x5d	0x66c8	;
0x5e	0x66be	;
0x5f	0x66c0	;
0x60	0x66ca	;
0x61	0x66cb	;
0x62	0x66cf	;
0x63	0x66bd	;
0x64	0x66bb	;
0x65	0x66ba	;
0x66	0x66cc	;
0x67	0x6723	;
0x68	0x6a34	;
0x69	0x6a66	;
0x6a	0x6a49	;
0x6b	0x6a67	;
0x6c	0x6a32	;
0x6d	0x6a68	;
0x6e	0x6a3e	;
0x6f	0x6a5d	;
0x70	0x6a6d	;
0x71	0x6a76	;
0x72	0x6a5b	;
0x73	0x6a51	;
0x74	0x6a28	;
0x75	0x6a5a	;
0x76	0x6a3b	;
0x77	0x6a3f	;
0x78	0x6a41	;
0x79	0x6a6a	;
0x7a	0x6a64	;
0x7b	0x6a50	;
0x7c	0x6a4f	;
0x7d	0x6a54	;
0x7e	0x6a6f	;
0x80	0x6a69	;
0x81	0x6a60	;
0x82	0x6a3c	;
0x83	0x6a5e	;
0x84	0x6a56	;
0x85	0x6a55	;
0x86	0x6a4d	;
0x87	0x6a4e	;
0x88	0x6a46	;
0x89	0x6b55	;
0x8a	0x6b54	;
0x8b	0x6b56	;
0x8c	0x6ba7	;
0x8d	0x6baa	;
0x8e	0x6bab	;
0x8f	0x6bc8	;
0x90	0x6bc7	;
0x91	0x6c04	;
0x92	0x6c03	;
0x93	0x6c06	;
0x94	0x6fad	;
0x95	0x6fcb	;
0x96	0x6fa3	;
0x97	0x6fc7	;
0x98	0x6fbc	;
0x99	0x6fce	;
0x9a	0x6fc8	;
0x9b	0x6f5e	;
0x9c	0x6fc4	;
0x9d	0x6fbd	;
0x9e	0x6f9e	;
0x9f	0x6fca	;
0xa0	0x6fa8	;
0xa1	0x7004	;
0xa2	0x6fa5	;
0xa3	0x6fae	;
0xa4	0x6fba	;
0xa5	0x6fac	;
0xa6	0x6faa	;
0xa7	0x6fcf	;
0xa8	0x6fbf	;
0xa9	0x6fb8	;
0xaa	0x6fa2	;@
0xab	0x6fc9	;A
0xac	0x6fab	;B
0xad	0x6fcd	;C
0xae	0x6faf	;D
0xaf	0x6fb2	;E
0xb0	0x6fb0	;F
0xb1	0x71c5	;G
0xb2	0x71c2	;H
0xb3	0x71bf	;I
0xb4	0x71b8	;J
0xb5	0x71d6	;K
0xb6	0x71c0	;L
0xb7	0x71c1	;M
0xb8	0x71cb	;N
0xb9	0x71d4	;O
0xba	0x71ca	;P
0xbb	0x71c7	;Q
0xbc	0x71cf	;R
0xbd	0x71bd	;S
0xbe	0x71d8	;T
0xbf	0x71bc	;U
0xc0	0x71c6	;V
0xc1	0x71da	;W
0xc2	0x71db	;X
0xc3	0x729d	;Y
0xc4	0x729e	;Z
0xc5	0x7369	;[
0xc6	0x7366	;\
0xc7	0x7367	;]
0xc8	0x736c	;^
0xc9	0x7365	;_
0xca	0x736b	;`
0xcb	0x736a	;a
0xcc	0x747f	;b
0xcd	0x749a	;c
0xce	0x74a0	;d
0xcf	0x7494	;e
0xd0	0x7492	;f
0xd1	0x7495	;g
0xd2	0x74a1	;h
0xd3	0x750b	;i
0xd4	0x7580	;j
0xd5	0x762f	;k
0xd6	0x762d	;l
0xd7	0x7631	;m
0xd8	0x763d	;n
0xd9	0x7633	;o
0xda	0x763c	;p
0xdb	0x7635	;q
0xdc	0x7632	;r
0xdd	0x7630	;s
0xde	0x76bb	;t
0xdf	0x76e6	;u
0xe0	0x779a	;v
0xe1	0x779d	;w
0xe2	0x77a1	;x
0xe3	0x779c	;y
0xe4	0x779b	;z
0xe5	0x77a2	;{
0xe6	0x77a3	;|
0xe7	0x7795	;}
0xe8	0x7799	;~
0xe9	0x7797	;
0xea	0x78dd	;
0xeb	0x78e9	;
0xec	0x78e5	;
0xed	0x78ea	;
0xee	0x78de	;
0xef	0x78e3	;
0xf0	0x78db	;
0xf1	0x78e1	;
0xf2	0x78e2	;
0xf3	0x78ed	;
0xf4	0x78df	;
0xf5	0x78e0	;
0xf6	0x79a4	;
0xf7	0x7a44	;
0xf8	0x7a48	;
0xf9	0x7a47	;
0xfa	0x7ab6	;
0xfb	0x7ab8	;
0xfc	0x7ab5	;

DBCSTABLE 188           ;LeadByte = 0xc5

0x40	0x7ab1	;
0x41	0x7ab7	;
0x42	0x7bde	;
0x43	0x7be3	;
0x44	0x7be7	;
0x45	0x7bdd	;
0x46	0x7bd5	;
0x47	0x7be5	;
0x48	0x7bda	;
0x49	0x7be8	;
0x4a	0x7bf9	;
0x4b	0x7bd4	;
0x4c	0x7bea	;
0x4d	0x7be2	;
0x4e	0x7bdc	;
0x4f	0x7beb	;
0x50	0x7bd8	;
0x51	0x7bdf	;
0x52	0x7cd2	;
0x53	0x7cd4	;
0x54	0x7cd7	;
0x55	0x7cd0	;
0x56	0x7cd1	;
0x57	0x7e12	;
0x58	0x7e21	;
0x59	0x7e17	;
0x5a	0x7e0c	;
0x5b	0x7e1f	;
0x5c	0x7e20	;
0x5d	0x7e13	;
0x5e	0x7e0e	;
0x5f	0x7e1c	;
0x60	0x7e15	;
0x61	0x7e1a	;
0x62	0x7e22	;
0x63	0x7e0b	;
0x64	0x7e0f	;
0x65	0x7e16	;
0x66	0x7e0d	;
0x67	0x7e14	;
0x68	0x7e25	;
0x69	0x7e24	;
0x6a	0x7f43	;
0x6b	0x7f7b	;
0x6c	0x7f7c	;
0x6d	0x7f7a	;
0x6e	0x7fb1	;
0x6f	0x7fef	;
0x70	0x802a	;
0x71	0x8029	;
0x72	0x806c	;
0x73	0x81b1	;
0x74	0x81a6	;
0x75	0x81ae	;
0x76	0x81b9	;
0x77	0x81b5	;
0x78	0x81ab	;
0x79	0x81b0	;
0x7a	0x81ac	;
0x7b	0x81b4	;
0x7c	0x81b2	;
0x7d	0x81b7	;
0x7e	0x81a7	;
0x80	0x81f2	;
0x81	0x8255	;
0x82	0x8256	;
0x83	0x8257	;
0x84	0x8556	;
0x85	0x8545	;
0x86	0x856b	;
0x87	0x854d	;
0x88	0x8553	;
0x89	0x8561	;
0x8a	0x8558	;
0x8b	0x8540	;@
0x8c	0x8546	;A
0x8d	0x8564	;B
0x8e	0x8541	;C
0x8f	0x8562	;D
0x90	0x8544	;E
0x91	0x8551	;F
0x92	0x8547	;G
0x93	0x8563	;H
0x94	0x853e	;I
0x95	0x855b	;J
0x96	0x8571	;K
0x97	0x854e	;L
0x98	0x856e	;M
0x99	0x8575	;N
0x9a	0x8555	;O
0x9b	0x8567	;P
0x9c	0x8560	;Q
0x9d	0x858c	;R
0x9e	0x8566	;S
0x9f	0x855d	;T
0xa0	0x8554	;U
0xa1	0x8565	;V
0xa2	0x856c	;W
0xa3	0x8663	;X
0xa4	0x8665	;Y
0xa5	0x8664	;Z
0xa6	0x879b	;[
0xa7	0x878f	;\
0xa8	0x8797	;]
0xa9	0x8793	;^
0xaa	0x8792	;_
0xab	0x8788	;`
0xac	0x8781	;a
0xad	0x8796	;b
0xae	0x8798	;c
0xaf	0x8779	;d
0xb0	0x8787	;e
0xb1	0x87a3	;f
0xb2	0x8785	;g
0xb3	0x8790	;h
0xb4	0x8791	;i
0xb5	0x879d	;j
0xb6	0x8784	;k
0xb7	0x8794	;l
0xb8	0x879c	;m
0xb9	0x879a	;n
0xba	0x8789	;o
0xbb	0x891e	;p
0xbc	0x8926	;q
0xbd	0x8930	;r
0xbe	0x892d	;s
0xbf	0x892e	;t
0xc0	0x8927	;u
0xc1	0x8931	;v
0xc2	0x8922	;w
0xc3	0x8929	;x
0xc4	0x8923	;y
0xc5	0x892f	;z
0xc6	0x892c	;{
0xc7	0x891f	;|
0xc8	0x89f1	;}
0xc9	0x8ae0	;~
0xca	0x8ae2	;
0xcb	0x8af2	;
0xcc	0x8af4	;
0xcd	0x8af5	;
0xce	0x8add	;
0xcf	0x8b14	;
0xd0	0x8ae4	;
0xd1	0x8adf	;
0xd2	0x8af0	;
0xd3	0x8ac8	;
0xd4	0x8ade	;
0xd5	0x8ae1	;
0xd6	0x8ae8	;
0xd7	0x8aff	;
0xd8	0x8aef	;
0xd9	0x8afb	;
0xda	0x8c91	;
0xdb	0x8c92	;
0xdc	0x8c90	;
0xdd	0x8cf5	;
0xde	0x8cee	;
0xdf	0x8cf1	;
0xe0	0x8cf0	;
0xe1	0x8cf3	;
0xe2	0x8d6c	;
0xe3	0x8d6e	;
0xe4	0x8da5	;
0xe5	0x8da7	;
0xe6	0x8e33	;
0xe7	0x8e3e	;
0xe8	0x8e38	;
0xe9	0x8e40	;
0xea	0x8e45	;
0xeb	0x8e36	;
0xec	0x8e3c	;
0xed	0x8e3d	;
0xee	0x8e41	;
0xef	0x8e30	;
0xf0	0x8e3f	;
0xf1	0x8ebd	;
0xf2	0x8f36	;
0xf3	0x8f2e	;
0xf4	0x8f35	;
0xf5	0x8f32	;
0xf6	0x8f39	;
0xf7	0x8f37	;
0xf8	0x8f34	;
0xf9	0x9076	;
0xfa	0x9079	;
0xfb	0x907b	;
0xfc	0x9086	;

DBCSTABLE 188           ;LeadByte = 0xc6

0x40	0x90fa	;
0x41	0x9133	;
0x42	0x9135	;
0x43	0x9136	;
0x44	0x9193	;
0x45	0x9190	;
0x46	0x9191	;
0x47	0x918d	;
0x48	0x918f	;
0x49	0x9327	;
0x4a	0x931e	;
0x4b	0x9308	;
0x4c	0x931f	;
0x4d	0x9306	;
0x4e	0x930f	;
0x4f	0x937a	;
0x50	0x9338	;
0x51	0x933c	;
0x52	0x931b	;
0x53	0x9323	;
0x54	0x9312	;
0x55	0x9301	;
0x56	0x9346	;
0x57	0x932d	;
0x58	0x930e	;
0x59	0x930d	;
0x5a	0x92cb	;
0x5b	0x931d	;
0x5c	0x92fa	;
0x5d	0x9325	;
0x5e	0x9313	;
0x5f	0x92f9	;
0x60	0x92f7	;
0x61	0x9334	;
0x62	0x9302	;
0x63	0x9324	;
0x64	0x92ff	;
0x65	0x9329	;
0x66	0x9339	;
0x67	0x9335	;
0x68	0x932a	;
0x69	0x9314	;
0x6a	0x930c	;
0x6b	0x930b	;@
0x6c	0x92fe	;A
0x6d	0x9309	;B
0x6e	0x9300	;C
0x6f	0x92fb	;D
0x70	0x9316	;E
0x71	0x95bc	;F
0x72	0x95cd	;G
0x73	0x95be	;H
0x74	0x95b9	;I
0x75	0x95ba	;J
0x76	0x95b6	;K
0x77	0x95bf	;L
0x78	0x95b5	;M
0x79	0x95bd	;N
0x7a	0x96a9	;O
0x7b	0x96d4	;P
0x7c	0x970b	;Q
0x7d	0x9712	;R
0x7e	0x9710	;S
0x80	0x9799	;T
0x81	0x9797	;U
0x82	0x9794	;V
0x83	0x97f0	;W
0x84	0x97f8	;X
0x85	0x9835	;Y
0x86	0x982f	;Z
0x87	0x9832	;[
0x88	0x9924	;\
0x89	0x991f	;]
0x8a	0x9927	;^
0x8b	0x9929	;_
0x8c	0x999e	;`
0x8d	0x99ee	;a
0x8e	0x99ec	;b
0x8f	0x99e5	;c
0x90	0x99e4	;d
0x91	0x99f0	;e
0x92	0x99e3	;f
0x93	0x99ea	;g
0x94	0x99e9	;h
0x95	0x99e7	;i
0x96	0x9ab9	;j
0x97	0x9abf	;k
0x98	0x9ab4	;l
0x99	0x9abb	;m
0x9a	0x9af6	;n
0x9b	0x9afa	;o
0x9c	0x9af9	;p
0x9d	0x9af7	;q
0x9e	0x9b33	;r
0x9f	0x9b80	;s
0xa0	0x9b85	;t
0xa1	0x9b87	;u
0xa2	0x9b7c	;v
0xa3	0x9b7e	;w
0xa4	0x9b7b	;x
0xa5	0x9b82	;y
0xa6	0x9b93	;z
0xa7	0x9b92	;{
0xa8	0x9b90	;|
0xa9	0x9b7a	;}
0xaa	0x9b95	;~
0xab	0x9b7d	;
0xac	0x9b88	;
0xad	0x9d25	;
0xae	0x9d17	;
0xaf	0x9d20	;
0xb0	0x9d1e	;
0xb1	0x9d14	;
0xb2	0x9d29	;
0xb3	0x9d1d	;
0xb4	0x9d18	;
0xb5	0x9d22	;
0xb6	0x9d10	;
0xb7	0x9d19	;
0xb8	0x9d1f	;
0xb9	0x9e88	;
0xba	0x9e86	;
0xbb	0x9e87	;
0xbc	0x9eae	;
0xbd	0x9ead	;
0xbe	0x9ed5	;
0xbf	0x9ed6	;
0xc0	0x9efa	;
0xc1	0x9f12	;
0xc2	0x9f3d	;
0xc3	0x5126	;
0xc4	0x5125	;
0xc5	0x5122	;
0xc6	0x5124	;
0xc7	0x5120	;
0xc8	0x5129	;
0xc9	0x52f4	;
0xca	0x5693	;
0xcb	0x568c	;
0xcc	0x568d	;
0xcd	0x5686	;
0xce	0x5684	;
0xcf	0x5683	;
0xd0	0x567e	;
0xd1	0x5682	;
0xd2	0x567f	;
0xd3	0x5681	;
0xd4	0x58d6	;
0xd5	0x58d4	;
0xd6	0x58cf	;
0xd7	0x58d2	;
0xd8	0x5b2d	;
0xd9	0x5b25	;
0xda	0x5b32	;
0xdb	0x5b23	;
0xdc	0x5b2c	;
0xdd	0x5b27	;
0xde	0x5b26	;
0xdf	0x5b2f	;
0xe0	0x5b2e	;
0xe1	0x5b7b	;
0xe2	0x5bf1	;
0xe3	0x5bf2	;
0xe4	0x5db7	;
0xe5	0x5e6c	;
0xe6	0x5e6a	;
0xe7	0x5fbe	;
0xe8	0x5fbb	;
0xe9	0x61c3	;
0xea	0x61b5	;
0xeb	0x61bc	;
0xec	0x61e7	;
0xed	0x61e0	;
0xee	0x61e5	;
0xef	0x61e4	;
0xf0	0x61e8	;
0xf1	0x61de	;
0xf2	0x64ef	;
0xf3	0x64e9	;
0xf4	0x64e3	;
0xf5	0x64eb	;
0xf6	0x64e4	;
0xf7	0x64e8	;
0xf8	0x6581	;
0xf9	0x6580	;
0xfa	0x65b6	;
0xfb	0x65da	;
0xfc	0x66d2	;

DBCSTABLE 188           ;LeadByte = 0xc7

0x40	0x6a8d	;
0x41	0x6a96	;
0x42	0x6a81	;
0x43	0x6aa5	;
0x44	0x6a89	;
0x45	0x6a9f	;
0x46	0x6a9b	;
0x47	0x6aa1	;
0x48	0x6a9e	;
0x49	0x6a87	;
0x4a	0x6a93	;
0x4b	0x6a8e	;
0x4c	0x6a95	;@
0x4d	0x6a83	;A
0x4e	0x6aa8	;B
0x4f	0x6aa4	;C
0x50	0x6a91	;D
0x51	0x6a7f	;E
0x52	0x6aa6	;F
0x53	0x6a9a	;G
0x54	0x6a85	;H
0x55	0x6a8c	;I
0x56	0x6a92	;J
0x57	0x6b5b	;K
0x58	0x6bad	;L
0x59	0x6c09	;M
0x5a	0x6fcc	;N
0x5b	0x6fa9	;O
0x5c	0x6ff4	;P
0x5d	0x6fd4	;Q
0x5e	0x6fe3	;R
0x5f	0x6fdc	;S
0x60	0x6fed	;T
0x61	0x6fe7	;U
0x62	0x6fe6	;V
0x63	0x6fde	;W
0x64	0x6ff2	;X
0x65	0x6fdd	;Y
0x66	0x6fe2	;Z
0x67	0x6fe8	;[
0x68	0x71e1	;\
0x69	0x71f1	;]
0x6a	0x71e8	;^
0x6b	0x71f2	;_
0x6c	0x71e4	;`
0x6d	0x71f0	;a
0x6e	0x71e2	;b
0x6f	0x7373	;c
0x70	0x736e	;d
0x71	0x736f	;e
0x72	0x7497	;f
0x73	0x74b2	;g
0x74	0x74ab	;h
0x75	0x7490	;i
0x76	0x74aa	;j
0x77	0x74ad	;k
0x78	0x74b1	;l
0x79	0x74a5	;m
0x7a	0x74af	;n
0x7b	0x7510	;o
0x7c	0x7511	;p
0x7d	0x7512	;q
0x7e	0x750f	;r
0x80	0x7584	;s
0x81	0x7643	;t
0x82	0x7648	;u
0x83	0x7649	;v
0x84	0x7647	;w
0x85	0x76a4	;x
0x86	0x76e9	;y
0x87	0x77b5	;z
0x88	0x77ab	;{
0x89	0x77b2	;|
0x8a	0x77b7	;}
0x8b	0x77b6	;~
0x8c	0x77b4	;
0x8d	0x77b1	;
0x8e	0x77a8	;
0x8f	0x77f0	;
0x90	0x78f3	;
0x91	0x78fd	;
0x92	0x7902	;
0x93	0x78fb	;
0x94	0x78fc	;
0x95	0x78f2	;
0x96	0x7905	;
0x97	0x78f9	;
0x98	0x78fe	;
0x99	0x7904	;
0x9a	0x79ab	;
0x9b	0x79a8	;
0x9c	0x7a5c	;
0x9d	0x7a5b	;
0x9e	0x7a56	;
0x9f	0x7a58	;
0xa0	0x7a54	;
0xa1	0x7a5a	;
0xa2	0x7abe	;
0xa3	0x7ac0	;
0xa4	0x7ac1	;
0xa5	0x7c05	;
0xa6	0x7c0f	;
0xa7	0x7bf2	;
0xa8	0x7c00	;
0xa9	0x7bff	;
0xaa	0x7bfb	;
0xab	0x7c0e	;
0xac	0x7bf4	;
0xad	0x7c0b	;
0xae	0x7bf3	;
0xaf	0x7c02	;
0xb0	0x7c09	;
0xb1	0x7c03	;
0xb2	0x7c01	;
0xb3	0x7bf8	;
0xb4	0x7bfd	;
0xb5	0x7c06	;
0xb6	0x7bf0	;
0xb7	0x7bf1	;
0xb8	0x7c10	;
0xb9	0x7c0a	;
0xba	0x7ce8	;
0xbb	0x7e2d	;
0xbc	0x7e3c	;
0xbd	0x7e42	;
0xbe	0x7e33	;
0xbf	0x9848	;
0xc0	0x7e38	;
0xc1	0x7e2a	;
0xc2	0x7e49	;
0xc3	0x7e40	;
0xc4	0x7e47	;
0xc5	0x7e29	;
0xc6	0x7e4c	;
0xc7	0x7e30	;
0xc8	0x7e3b	;
0xc9	0x7e36	;
0xca	0x7e44	;
0xcb	0x7e3a	;
0xcc	0x7f45	;
0xcd	0x7f7f	;
0xce	0x7f7e	;
0xcf	0x7f7d	;
0xd0	0x7ff4	;
0xd1	0x7ff2	;
0xd2	0x802c	;
0xd3	0x81bb	;
0xd4	0x81c4	;
0xd5	0x81cc	;
0xd6	0x81ca	;
0xd7	0x81c5	;
0xd8	0x81c7	;
0xd9	0x81bc	;
0xda	0x81e9	;
0xdb	0x825b	;
0xdc	0x825a	;
0xdd	0x825c	;
0xde	0x8583	;
0xdf	0x8580	;
0xe0	0x858f	;
0xe1	0x85a7	;
0xe2	0x8595	;
0xe3	0x85a0	;
0xe4	0x858b	;
0xe5	0x85a3	;
0xe6	0x857b	;
0xe7	0x85a4	;
0xe8	0x859a	;
0xe9	0x859e	;
0xea	0x8577	;@
0xeb	0x857c	;A
0xec	0x8589	;B
0xed	0x85a1	;C
0xee	0x857a	;D
0xef	0x8578	;E
0xf0	0x8557	;F
0xf1	0x858e	;G
0xf2	0x8596	;H
0xf3	0x8586	;I
0xf4	0x858d	;J
0xf5	0x8599	;K
0xf6	0x859d	;L
0xf7	0x8581	;M
0xf8	0x85a2	;N
0xf9	0x8582	;O
0xfa	0x8588	;P
0xfb	0x8585	;Q
0xfc	0x8579	;R

DBCSTABLE 188           ;LeadByte = 0xc8

0x40	0x8576	;S
0x41	0x8598	;T
0x42	0x8590	;U
0x43	0x859f	;V
0x44	0x8668	;W
0x45	0x87be	;X
0x46	0x87aa	;Y
0x47	0x87ad	;Z
0x48	0x87c5	;[
0x49	0x87b0	;\
0x4a	0x87ac	;]
0x4b	0x87b9	;^
0x4c	0x87b5	;_
0x4d	0x87bc	;`
0x4e	0x87ae	;a
0x4f	0x87c9	;b
0x50	0x87c3	;c
0x51	0x87c2	;d
0x52	0x87cc	;e
0x53	0x87b7	;f
0x54	0x87af	;g
0x55	0x87c4	;h
0x56	0x87ca	;i
0x57	0x87b4	;j
0x58	0x87b6	;k
0x59	0x87bf	;l
0x5a	0x87b8	;m
0x5b	0x87bd	;n
0x5c	0x87de	;o
0x5d	0x87b2	;p
0x5e	0x8935	;q
0x5f	0x8933	;r
0x60	0x893c	;s
0x61	0x893e	;t
0x62	0x8941	;u
0x63	0x8952	;v
0x64	0x8937	;w
0x65	0x8942	;x
0x66	0x89ad	;y
0x67	0x89af	;z
0x68	0x89ae	;{
0x69	0x89f2	;|
0x6a	0x89f3	;}
0x6b	0x8b1e	;~
0x6c	0x8b18	;
0x6d	0x8b16	;
0x6e	0x8b11	;
0x6f	0x8b05	;
0x70	0x8b0b	;
0x71	0x8b22	;
0x72	0x8b0f	;
0x73	0x8b12	;
0x74	0x8b15	;
0x75	0x8b07	;
0x76	0x8b0d	;
0x77	0x8b08	;
0x78	0x8b06	;
0x79	0x8b1c	;
0x7a	0x8b13	;
0x7b	0x8b1a	;
0x7c	0x8c4f	;
0x7d	0x8c70	;
0x7e	0x8c72	;
0x80	0x8c71	;
0x81	0x8c6f	;
0x82	0x8c95	;
0x83	0x8c94	;
0x84	0x8cf9	;
0x85	0x8d6f	;
0x86	0x8e4e	;
0x87	0x8e4d	;
0x88	0x8e53	;
0x89	0x8e50	;
0x8a	0x8e4c	;
0x8b	0x8e47	;
0x8c	0x8f43	;
0x8d	0x8f40	;
0x8e	0x9085	;
0x8f	0x907e	;
0x90	0x9138	;
0x91	0x919a	;
0x92	0x91a2	;
0x93	0x919b	;
0x94	0x9199	;
0x95	0x919f	;
0x96	0x91a1	;
0x97	0x919d	;
0x98	0x91a0	;
0x99	0x93a1	;
0x9a	0x9383	;
0x9b	0x93af	;
0x9c	0x9364	;
0x9d	0x9356	;
0x9e	0x9347	;
0x9f	0x937c	;
0xa0	0x9358	;
0xa1	0x935c	;
0xa2	0x9376	;
0xa3	0x9349	;
0xa4	0x9350	;
0xa5	0x9351	;
0xa6	0x9360	;
0xa7	0x936d	;
0xa8	0x938f	;
0xa9	0x934c	;
0xaa	0x936a	;
0xab	0x9379	;
0xac	0x9357	;
0xad	0x9355	;
0xae	0x9352	;
0xaf	0x934f	;
0xb0	0x9371	;
0xb1	0x9377	;
0xb2	0x937b	;
0xb3	0x9361	;
0xb4	0x935e	;
0xb5	0x9363	;
0xb6	0x9367	;
0xb7	0x9380	;
0xb8	0x934e	;
0xb9	0x9359	;
0xba	0x95c7	;
0xbb	0x95c0	;
0xbc	0x95c9	;
0xbd	0x95c3	;
0xbe	0x95c5	;
0xbf	0x95b7	;
0xc0	0x96ae	;
0xc1	0x96b0	;
0xc2	0x96ac	;
0xc3	0x9720	;
0xc4	0x971f	;
0xc5	0x9718	;
0xc6	0x971d	;
0xc7	0x9719	;
0xc8	0x979a	;
0xc9	0x97a1	;
0xca	0x979c	;
0xcb	0x979e	;@
0xcc	0x979d	;A
0xcd	0x97d5	;B
0xce	0x97d4	;C
0xcf	0x97f1	;D
0xd0	0x9841	;E
0xd1	0x9844	;F
0xd2	0x984a	;G
0xd3	0x9849	;H
0xd4	0x9845	;I
0xd5	0x9843	;J
0xd6	0x9925	;K
0xd7	0x992b	;L
0xd8	0x992c	;M
0xd9	0x992a	;N
0xda	0x9933	;O
0xdb	0x9932	;P
0xdc	0x992f	;Q
0xdd	0x992d	;R
0xde	0x9931	;S
0xdf	0x9930	;T
0xe0	0x9998	;U
0xe1	0x99a3	;V
0xe2	0x99a1	;W
0xe3	0x9a02	;X
0xe4	0x99fa	;Y
0xe5	0x99f4	;Z
0xe6	0x99f7	;[
0xe7	0x99f9	;\
0xe8	0x99f8	;]
0xe9	0x99f6	;^
0xea	0x99fb	;_
0xeb	0x99fd	;`
0xec	0x99fe	;a
0xed	0x99fc	;b
0xee	0x9a03	;c
0xef	0x9abe	;d
0xf0	0x9afe	;e
0xf1	0x9afd	;f
0xf2	0x9b01	;g
0xf3	0x9afc	;h
0xf4	0x9b48	;i
0xf5	0x9b9a	;j
0xf6	0x9ba8	;k
0xf7	0x9b9e	;l
0xf8	0x9b9b	;m
0xf9	0x9ba6	;n
0xfa	0x9ba1	;o
0xfb	0x9ba5	;p
0xfc	0x9ba4	;q

DBCSTABLE 188           ;LeadByte = 0xc9

0x40	0x9b86	;r
0x41	0x9ba2	;s
0x42	0x9ba0	;t
0x43	0x9baf	;u
0x44	0x9d33	;v
0x45	0x9d41	;w
0x46	0x9d67	;x
0x47	0x9d36	;y
0x48	0x9d2e	;z
0x49	0x9d2f	;{
0x4a	0x9d31	;|
0x4b	0x9d38	;}
0x4c	0x9d30	;~
0x4d	0x9d45	;
0x4e	0x9d42	;
0x4f	0x9d43	;
0x50	0x9d3e	;
0x51	0x9d37	;
0x52	0x9d40	;
0x53	0x9d3d	;
0x54	0x7ff5	;
0x55	0x9d2d	;
0x56	0x9e8a	;
0x57	0x9e89	;
0x58	0x9e8d	;
0x59	0x9eb0	;
0x5a	0x9ec8	;
0x5b	0x9eda	;
0x5c	0x9efb	;
0x5d	0x9eff	;
0x5e	0x9f24	;
0x5f	0x9f23	;
0x60	0x9f22	;
0x61	0x9f54	;
0x62	0x9fa0	;
0x63	0x5131	;
0x64	0x512d	;
0x65	0x512e	;
0x66	0x5698	;
0x67	0x569c	;
0x68	0x5697	;
0x69	0x569a	;
0x6a	0x569d	;
0x6b	0x5699	;
0x6c	0x5970	;
0x6d	0x5b3c	;
0x6e	0x5c69	;
