1	;Fullwidth Solidus
0x6f	0x5c6a	;
0x70	0x5dc0	;
0x71	0x5e6d	;
0x72	0x5e6e	;
0x73	0x61d8	;
0x74	0x61df	;
0x75	0x61ed	;
0x76	0x61ee	;
0x77	0x61f1	;
0x78	0x61ea	;
0x79	0x61f0	;
0x7a	0x61eb	;
0x7b	0x61d6	;
0x7c	0x61e9	;
0x7d	0x64ff	;
0x7e	0x6504	;
0x80	0x64fd	;
0x81	0x64f8	;
0x82	0x6501	;
0x83	0x6503	;
0x84	0x64fc	;
0x85	0x6594	;
0x86	0x65db	;
0x87	0x66da	;
0x88	0x66db	;
0x89	0x66d8	;
0x8a	0x6ac5	;
0x8b	0x6ab9	;
0x8c	0x6abd	;
0x8d	0x6ae1	;
0x8e	0x6ac6	;
0x8f	0x6aba	;
0x90	0x6ab6	;
0x91	0x6ab7	;
0x92	0x6ac7	;
0x93	0x6ab4	;
0x94	0x6aad	;
0x95	0x6b5e	;
0x96	0x6bc9	;
0x97	0x6c0b	;
0x98	0x7007	;
0x99	0x700c	;
0x9a	0x700d	;
0x9b	0x7001	;
0x9c	0x7005	;
0x9d	0x7014	;
0x9e	0x700e	;
0x9f	0x6fff	;
0xa0	0x7000	;
0xa1	0x6ffb	;
0xa2	0x7026	;
0xa3	0x6ffc	;
0xa4	0x6ff7	;
0xa5	0x700a	;
0xa6	0x7201	;
0xa7	0x71ff	;
0xa8	0x71f9	;
0xa9	0x7203	;
0xaa	0x71fd	;
0xab	0x7376	;
0xac	0x74b8	;@
0xad	0x74c0	;A
0xae	0x74b5	;B
0xaf	0x74c1	;C
0xb0	0x74be	;D
0xb1	0x74b6	;E
0xb2	0x74bb	;F
0xb3	0x74c2	;G
0xb4	0x7514	;H
0xb5	0x7513	;I
0xb6	0x765c	;J
0xb7	0x7664	;K
0xb8	0x7659	;L
0xb9	0x7650	;M
0xba	0x7653	;N
0xbb	0x7657	;O
0xbc	0x765a	;P
0xbd	0x76a6	;Q
0xbe	0x76bd	;R
0xbf	0x76ec	;S
0xc0	0x77c2	;T
0xc1	0x77ba	;U
0xc2	0x78ff	;V
0xc3	0x790c	;W
0xc4	0x7913	;X
0xc5	0x7914	;Y
0xc6	0x7909	;Z
0xc7	0x7910	;[
0xc8	0x7912	;\
0xc9	0x7911	;]
0xca	0x79ad	;^
0xcb	0x79ac	;_
0xcc	0x7a5f	;`
0xcd	0x7c1c	;a
0xce	0x7c29	;b
0xcf	0x7c19	;c
0xd0	0x7c20	;d
0xd1	0x7c1f	;e
0xd2	0x7c2d	;f
0xd3	0x7c1d	;g
0xd4	0x7c26	;h
0xd5	0x7c28	;i
0xd6	0x7c22	;j
0xd7	0x7c25	;k
0xd8	0x7c30	;l
0xd9	0x7e5c	;m
0xda	0x7e50	;n
0xdb	0x7e56	;o
0xdc	0x7e63	;p
0xdd	0x7e58	;q
0xde	0x7e62	;r
0xdf	0x7e5f	;s
0xe0	0x7e51	;t
0xe1	0x7e60	;u
0xe2	0x7e57	;v
0xe3	0x7e53	;w
0xe4	0x7fb5	;x
0xe5	0x7fb3	;y
0xe6	0x7ff7	;z
0xe7	0x7ff8	;{
0xe8	0x8075	;|
0xe9	0x81d1	;}
0xea	0x81d2	;~
0xeb	0x81d0	;
0xec	0x825f	;
0xed	0x825e	;
0xee	0x85b4	;
0xef	0x85c6	;
0xf0	0x85c0	;
0xf1	0x85c3	;
0xf2	0x85c2	;
0xf3	0x85b3	;
0xf4	0x85b5	;
0xf5	0x85bd	;
0xf6	0x85c7	;
0xf7	0x85c4	;
0xf8	0x85bf	;
0xf9	0x85cb	;
0xfa	0x85ce	;
0xfb	0x85c8	;
0xfc	0x85c5	;

DBCSTABLE 188           ;LeadByte = 0xca

0x40	0x85b1	;
0x41	0x85b6	;
0x42	0x85d2	;
0x43	0x8624	;
0x44	0x85b8	;
0x45	0x85b7	;
0x46	0x85be	;
0x47	0x8669	;
0x48	0x87e7	;
0x49	0x87e6	;
0x4a	0x87e2	;
0x4b	0x87db	;
0x4c	0x87eb	;
0x4d	0x87ea	;
0x4e	0x87e5	;
0x4f	0x87df	;
0x50	0x87f3	;
0x51	0x87e4	;
0x52	0x87d4	;
0x53	0x87dc	;
0x54	0x87d3	;
0x55	0x87ed	;
0x56	0x87d8	;
0x57	0x87e3	;
0x58	0x87a4	;
0x59	0x87d7	;
0x5a	0x87d9	;
0x5b	0x8801	;
0x5c	0x87f4	;
0x5d	0x87e8	;
0x5e	0x87dd	;
0x5f	0x8953	;
0x60	0x894b	;
0x61	0x894f	;
0x62	0x894c	;
0x63	0x8946	;
0x64	0x8950	;
0x65	0x8951	;
0x66	0x8949	;
0x67	0x8b2a	;
0x68	0x8b27	;
0x69	0x8b23	;
0x6a	0x8b33	;
0x6b	0x8b30	;
0x6c	0x8b35	;
0x6d	0x8b47	;
0x6e	0x8b2f	;
0x6f	0x8b3c	;
0x70	0x8b3e	;
0x71	0x8b31	;
0x72	0x8b25	;
0x73	0x8b37	;
0x74	0x8b26	;
0x75	0x8b36	;
0x76	0x8b2e	;
0x77	0x8b24	;
0x78	0x8b3b	;
0x79	0x8b3d	;
0x7a	0x8b3a	;
0x7b	0x8c42	;
0x7c	0x8c75	;
0x7d	0x8c99	;
0x7e	0x8c98	;
0x80	0x8c97	;
0x81	0x8cfe	;
0x82	0x8d04	;
0x83	0x8d02	;
0x84	0x8d00	;
0x85	0x8e5c	;
0x86	0x8e62	;
0x87	0x8e60	;
0x88	0x8e57	;
0x89	0x8e56	;
0x8a	0x8e5e	;
0x8b	0x8e65	;
0x8c	0x8e67	;
0x8d	0x8e5b	;@
0x8e	0x8e5a	;A
0x8f	0x8e61	;B
0x90	0x8e5d	;C
0x91	0x8e69	;D
0x92	0x8e54	;E
0x93	0x8f46	;F
0x94	0x8f47	;G
0x95	0x8f48	;H
0x96	0x8f4b	;I
0x97	0x9128	;J
0x98	0x913a	;K
0x99	0x913b	;L
0x9a	0x913e	;M
0x9b	0x91a8	;N
0x9c	0x91a5	;O
0x9d	0x91a7	;P
0x9e	0x91af	;Q
0x9f	0x91aa	;R
0xa0	0x93b5	;S
0xa1	0x938c	;T
0xa2	0x9392	;U
0xa3	0x93b7	;V
0xa4	0x939b	;W
0xa5	0x939d	;X
0xa6	0x9389	;Y
0xa7	0x93a7	;Z
0xa8	0x938e	;[
0xa9	0x93aa	;\
0xaa	0x939e	;]
0xab	0x93a6	;^
0xac	0x9395	;_
0xad	0x9388	;`
0xae	0x9399	;a
0xaf	0x939f	;b
0xb0	0x938d	;c
0xb1	0x93b1	;d
0xb2	0x9391	;e
0xb3	0x93b2	;f
0xb4	0x93a4	;g
0xb5	0x93a8	;h
0xb6	0x93b4	;i
0xb7	0x93a3	;j
0xb8	0x93a5	;k
0xb9	0x95d2	;l
0xba	0x95d3	;m
0xbb	0x95d1	;n
0xbc	0x96b3	;o
0xbd	0x96d7	;p
0xbe	0x96da	;q
0xbf	0x5dc2	;r
0xc0	0x96df	;s
0xc1	0x96d8	;t
0xc2	0x96dd	;u
0xc3	0x9723	;v
0xc4	0x9722	;w
0xc5	0x9725	;x
0xc6	0x97ac	;y
0xc7	0x97ae	;z
0xc8	0x97a8	;{
0xc9	0x97ab	;|
0xca	0x97a4	;}
0xcb	0x97aa	;~
0xcc	0x97a2	;
0xcd	0x97a5	;
0xce	0x97d7	;
0xcf	0x97d9	;
0xd0	0x97d6	;
0xd1	0x97d8	;
0xd2	0x97fa	;
0xd3	0x9850	;
0xd4	0x9851	;
0xd5	0x9852	;
0xd6	0x98b8	;
0xd7	0x9941	;
0xd8	0x993c	;
0xd9	0x993a	;
0xda	0x9a0f	;
0xdb	0x9a0b	;
0xdc	0x9a09	;
0xdd	0x9a0d	;
0xde	0x9a04	;
0xdf	0x9a11	;
0xe0	0x9a0a	;
0xe1	0x9a05	;
0xe2	0x9a07	;
0xe3	0x9a06	;
0xe4	0x9ac0	;
0xe5	0x9adc	;
0xe6	0x9b08	;
0xe7	0x9b04	;
0xe8	0x9b05	;
0xe9	0x9b29	;
0xea	0x9b35	;
0xeb	0x9b4a	;
0xec	0x9b4c	;
0xed	0x9b4b	;
0xee	0x9bc7	;
0xef	0x9bc6	;
0xf0	0x9bc3	;
0xf1	0x9bbf	;
0xf2	0x9bc1	;
0xf3	0x9bb5	;
0xf4	0x9bb8	;
0xf5	0x9bd3	;
0xf6	0x9bb6	;
0xf7	0x9bc4	;
0xf8	0x9bb9	;
0xf9	0x9bbd	;
0xfa	0x9d5c	;
0xfb	0x9d53	;
0xfc	0x9d4f	;

DBCSTABLE 188           ;LeadByte = 0xcb

0x40	0x9d4a	;
0x41	0x9d5b	;
0x42	0x9d4b	;
0x43	0x9d59	;
0x44	0x9d56	;
0x45	0x9d4c	;
0x46	0x9d57	;
0x47	0x9d52	;
0x48	0x9d54	;
0x49	0x9d5f	;
0x4a	0x9d58	;
0x4b	0x9d5a	;
0x4c	0x9e8e	;
0x4d	0x9e8c	;
0x4e	0x9edf	;
0x4f	0x9f01	;
0x50	0x9f00	;
0x51	0x9f16	;
0x52	0x9f25	;
0x53	0x9f2b	;
0x54	0x9f2a	;
0x55	0x9f29	;
0x56	0x9f28	;
0x57	0x9f4c	;
0x58	0x9f55	;
0x59	0x5134	;
0x5a	0x5135	;
0x5b	0x5296	;
0x5c	0x52f7	;
0x5d	0x53b4	;
0x5e	0x56ab	;
0x5f	0x56ad	;
0x60	0x56a6	;
0x61	0x56a7	;
0x62	0x56aa	;
0x63	0x56ac	;
0x64	0x58da	;
0x65	0x58dd	;
0x66	0x58db	;
0x67	0x5912	;
0x68	0x5b3d	;
0x69	0x5b3e	;
0x6a	0x5b3f	;
0x6b	0x5dc3	;
0x6c	0x5e70	;
0x6d	0x5fbf	;@
0x6e	0x61fb	;A
0x6f	0x6507	;B
0x70	0x6510	;C
0x71	0x650d	;D
0x72	0x6509	;E
0x73	0x650c	;F
0x74	0x650e	;G
0x75	0x6584	;H
0x76	0x65de	;I
0x77	0x65dd	;J
0x78	0x66de	;K
0x79	0x6ae7	;L
0x7a	0x6ae0	;M
0x7b	0x6acc	;N
0x7c	0x6ad1	;O
0x7d	0x6ad9	;P
0x7e	0x6acb	;Q
0x80	0x6adf	;R
0x81	0x6adc	;S
0x82	0x6ad0	;T
0x83	0x6aeb	;U
0x84	0x6acf	;V
0x85	0x6acd	;W
0x86	0x6ade	;X
0x87	0x6b60	;Y
0x88	0x6bb0	;Z
0x89	0x6c0c	;[
0x8a	0x7019	;\
0x8b	0x7027	;]
0x8c	0x7020	;^
0x8d	0x7016	;_
0x8e	0x702b	;`
0x8f	0x7021	;a
0x90	0x7022	;b
0x91	0x7023	;c
0x92	0x7029	;d
0x93	0x7017	;e
0x94	0x7024	;f
0x95	0x701c	;g
0x96	0x702a	;h
0x97	0x720c	;i
0x98	0x720a	;j
0x99	0x7207	;k
0x9a	0x7202	;l
0x9b	0x7205	;m
0x9c	0x72a5	;n
0x9d	0x72a6	;o
0x9e	0x72a4	;p
0x9f	0x72a3	;q
0xa0	0x72a1	;r
0xa1	0x74cb	;s
0xa2	0x74c5	;t
0xa3	0x74b7	;u
0xa4	0x74c3	;v
0xa5	0x7516	;w
0xa6	0x7660	;x
0xa7	0x77c9	;y
0xa8	0x77ca	;z
0xa9	0x77c4	;{
0xaa	0x77f1	;|
0xab	0x791d	;}
0xac	0x791b	;~
0xad	0x7921	;
0xae	0x791c	;
0xaf	0x7917	;
0xb0	0x791e	;
0xb1	0x79b0	;
0xb2	0x7a67	;
0xb3	0x7a68	;
0xb4	0x7c33	;
0xb5	0x7c3c	;
0xb6	0x7c39	;
0xb7	0x7c2c	;
0xb8	0x7c3b	;
0xb9	0x7cec	;
0xba	0x7cea	;
0xbb	0x7e76	;
0xbc	0x7e75	;
0xbd	0x7e78	;
0xbe	0x7e70	;
0xbf	0x7e77	;
0xc0	0x7e6f	;
0xc1	0x7e7a	;
0xc2	0x7e72	;
0xc3	0x7e74	;
0xc4	0x7e68	;
0xc5	0x7f4b	;
0xc6	0x7f4a	;
0xc7	0x7f83	;
0xc8	0x7f86	;
0xc9	0x7fb7	;
0xca	0x7ffd	;
0xcb	0x7ffe	;
0xcc	0x8078	;
0xcd	0x81d7	;
0xce	0x81d5	;
0xcf	0x8264	;
0xd0	0x8261	;
0xd1	0x8263	;
0xd2	0x85eb	;
0xd3	0x85f1	;
0xd4	0x85ed	;
0xd5	0x85d9	;
0xd6	0x85e1	;
0xd7	0x85e8	;
0xd8	0x85da	;
0xd9	0x85d7	;
0xda	0x85ec	;
0xdb	0x85f2	;
0xdc	0x85f8	;
0xdd	0x85d8	;
0xde	0x85df	;
0xdf	0x85e3	;
0xe0	0x85dc	;
0xe1	0x85d1	;
0xe2	0x85f0	;
0xe3	0x85e6	;
0xe4	0x85ef	;
0xe5	0x85de	;
0xe6	0x85e2	;
0xe7	0x8800	;
0xe8	0x87fa	;
0xe9	0x8803	;
0xea	0x87f6	;
0xeb	0x87f7	;
0xec	0x8809	;
0xed	0x880c	;
0xee	0x880b	;
0xef	0x8806	;
0xf0	0x87fc	;
0xf1	0x8808	;
0xf2	0x87ff	;
0xf3	0x880a	;
0xf4	0x8802	;
0xf5	0x8962	;
0xf6	0x895a	;
0xf7	0x895b	;
0xf8	0x8957	;
0xf9	0x8961	;
0xfa	0x895c	;
0xfb	0x8958	;
0xfc	0x895d	;

DBCSTABLE 188           ;LeadByte = 0xcc

0x40	0x8959	;
0x41	0x8988	;
0x42	0x89b7	;
0x43	0x89b6	;
0x44	0x89f6	;
0x45	0x8b50	;
0x46	0x8b48	;
0x47	0x8b4a	;
0x48	0x8b40	;
0x49	0x8b53	;
0x4a	0x8b56	;
0x4b	0x8b54	;
0x4c	0x8b4b	;
0x4d	0x8b55	;
0x4e	0x8b51	;@
0x4f	0x8b42	;A
0x50	0x8b52	;B
0x51	0x8b57	;C
0x52	0x8c43	;D
0x53	0x8c77	;E
0x54	0x8c76	;F
0x55	0x8c9a	;G
0x56	0x8d06	;H
0x57	0x8d07	;I
0x58	0x8d09	;J
0x59	0x8dac	;K
0x5a	0x8daa	;L
0x5b	0x8dad	;M
0x5c	0x8dab	;N
0x5d	0x8e6d	;O
0x5e	0x8e78	;P
0x5f	0x8e73	;Q
0x60	0x8e6a	;R
0x61	0x8e6f	;S
0x62	0x8e7b	;T
0x63	0x8ec2	;U
0x64	0x8f52	;V
0x65	0x8f51	;W
0x66	0x8f4f	;X
0x67	0x8f50	;Y
0x68	0x8f53	;Z
0x69	0x8fb4	;[
0x6a	0x9140	;\
0x6b	0x913f	;]
0x6c	0x91b0	;^
0x6d	0x91ad	;_
0x6e	0x93de	;`
0x6f	0x93c7	;a
0x70	0x93cf	;b
0x71	0x93c2	;c
0x72	0x93da	;d
0x73	0x93d0	;e
0x74	0x93f9	;f
0x75	0x93ec	;g
0x76	0x93cc	;h
0x77	0x93d9	;i
0x78	0x93a9	;j
0x79	0x93e6	;k
0x7a	0x93ca	;l
0x7b	0x93d4	;m
0x7c	0x93ee	;n
0x7d	0x93e3	;o
0x7e	0x93d5	;p
0x80	0x93c4	;q
0x81	0x93ce	;r
0x82	0x93c0	;s
0x83	0x93d2	;t
0x84	0x93e7	;u
0x85	0x957d	;v
0x86	0x95da	;w
0x87	0x95db	;x
0x88	0x96e1	;y
0x89	0x9729	;z
0x8a	0x972b	;{
0x8b	0x972c	;|
0x8c	0x9728	;}
0x8d	0x9726	;~
0x8e	0x97b3	;
0x8f	0x97b7	;
0x90	0x97b6	;
0x91	0x97dd	;
0x92	0x97de	;
0x93	0x97df	;
0x94	0x985c	;
0x95	0x9859	;
0x96	0x985d	;
0x97	0x9857	;
0x98	0x98bf	;
0x99	0x98bd	;
0x9a	0x98bb	;
0x9b	0x98be	;
0x9c	0x9948	;
0x9d	0x9947	;
0x9e	0x9943	;
0x9f	0x99a6	;
0xa0	0x99a7	;
0xa1	0x9a1a	;
0xa2	0x9a15	;
0xa3	0x9a25	;
0xa4	0x9a1d	;
0xa5	0x9a24	;
0xa6	0x9a1b	;
0xa7	0x9a22	;
0xa8	0x9a20	;
0xa9	0x9a27	;
0xaa	0x9a23	;
0xab	0x9a1e	;
0xac	0x9a1c	;
0xad	0x9a14	;
0xae	0x9ac2	;
0xaf	0x9b0b	;
0xb0	0x9b0a	;
0xb1	0x9b0e	;
0xb2	0x9b0c	;
0xb3	0x9b37	;
0xb4	0x9bea	;
0xb5	0x9beb	;
0xb6	0x9be0	;
0xb7	0x9bde	;
0xb8	0x9be4	;
0xb9	0x9be6	;
0xba	0x9be2	;
0xbb	0x9bf0	;
0xbc	0x9bd4	;
0xbd	0x9bd7	;
0xbe	0x9bec	;
0xbf	0x9bdc	;
0xc0	0x9bd9	;
0xc1	0x9be5	;
0xc2	0x9bd5	;
0xc3	0x9be1	;
0xc4	0x9bda	;
0xc5	0x9d77	;
0xc6	0x9d81	;
0xc7	0x9d8a	;
0xc8	0x9d84	;
0xc9	0x9d88	;
0xca	0x9d71	;
0xcb	0x9d80	;
0xcc	0x9d78	;
0xcd	0x9d86	;
0xce	0x9d8b	;
0xcf	0x9d8c	;
0xd0	0x9d7d	;
0xd1	0x9d6b	;
0xd2	0x9d74	;
0xd3	0x9d75	;
0xd4	0x9d70	;
0xd5	0x9d69	;
0xd6	0x9d85	;
0xd7	0x9d73	;
0xd8	0x9d7b	;
0xd9	0x9d82	;
0xda	0x9d6f	;
0xdb	0x9d79	;
0xdc	0x9d7f	;
0xdd	0x9d87	;
0xde	0x9d68	;
0xdf	0x9e94	;
0xe0	0x9e91	;
0xe1	0x9ec0	;
0xe2	0x9efc	;
0xe3	0x9f2d	;
0xe4	0x9f40	;
0xe5	0x9f41	;
0xe6	0x9f4d	;
0xe7	0x9f56	;
0xe8	0x9f57	;
0xe9	0x9f58	;
0xea	0x5337	;
0xeb	0x56b2	;
0xec	0x56b5	;@
0xed	0x56b3	;A
0xee	0x58e3	;B
0xef	0x5b45	;C
0xf0	0x5dc6	;D
0xf1	0x5dc7	;E
0xf2	0x5eee	;F
0xf3	0x5eef	;G
0xf4	0x5fc0	;H
0xf5	0x5fc1	;I
0xf6	0x61f9	;J
0xf7	0x6517	;K
0xf8	0x6516	;L
0xf9	0x6515	;M
0xfa	0x6513	;N
0xfb	0x65df	;O
0xfc	0x66e8	;P

DBCSTABLE 188           ;LeadByte = 0xcd

0x40	0x66e3	;Q
0x41	0x66e4	;R
0x42	0x6af3	;S
0x43	0x6af0	;T
0x44	0x6aea	;U
0x45	0x6ae8	;V
0x46	0x6af9	;W
0x47	0x6af1	;X
0x48	0x6aee	;Y
0x49	0x6aef	;Z
0x4a	0x703c	;[
0x4b	0x7035	;\
0x4c	0x702f	;]
0x4d	0x7037	;^
0x4e	0x7034	;_
0x4f	0x7031	;`
0x50	0x7042	;a
0x51	0x7038	;b
0x52	0x703f	;c
0x53	0x703a	;d
0x54	0x7039	;e
0x55	0x7040	;f
0x56	0x703b	;g
0x57	0x7033	;h
0x58	0x7041	;i
0x59	0x7213	;j
0x5a	0x7214	;k
0x5b	0x72a8	;l
0x5c	0x737d	;m
0x5d	0x737c	;n
0x5e	0x74ba	;o
0x5f	0x76ab	;p
0x60	0x76aa	;q
0x61	0x76be	;r
0x62	0x76ed	;s
0x63	0x77cc	;t
0x64	0x77ce	;u
0x65	0x77cf	;v
0x66	0x77cd	;w
0x67	0x77f2	;x
0x68	0x7925	;y
0x69	0x7923	;z
0x6a	0x7927	;{
0x6b	0x7928	;|
0x6c	0x7924	;}
0x6d	0x7929	;~
0x6e	0x79b2	;
0x6f	0x7a6e	;
0x70	0x7a6c	;
0x71	0x7a6d	;
0x72	0x7af7	;
0x73	0x7c49	;
0x74	0x7c48	;
0x75	0x7c4a	;
0x76	0x7c47	;
0x77	0x7c45	;
0x78	0x7cee	;
0x79	0x7e7b	;
0x7a	0x7e7e	;
0x7b	0x7e81	;
0x7c	0x7e80	;
0x7d	0x7fba	;
0x7e	0x7fff	;
0x80	0x8079	;
0x81	0x81db	;
0x82	0x81d9	;
0x83	0x820b	;
0x84	0x8268	;
0x85	0x8269	;
0x86	0x8622	;
0x87	0x85ff	;
0x88	0x8601	;
0x89	0x85fe	;
0x8a	0x861b	;
0x8b	0x8600	;
0x8c	0x85f6	;
0x8d	0x8604	;
0x8e	0x8609	;
0x8f	0x8605	;
0x90	0x860c	;
0x91	0x85fd	;
0x92	0x8819	;
0x93	0x8810	;
0x94	0x8811	;
0x95	0x8817	;
0x96	0x8813	;
0x97	0x8816	;
0x98	0x8963	;
0x99	0x8966	;
0x9a	0x89b9	;
0x9b	0x89f7	;
0x9c	0x8b60	;
0x9d	0x8b6a	;
0x9e	0x8b5d	;
0x9f	0x8b68	;
0xa0	0x8b63	;
0xa1	0x8b65	;
0xa2	0x8b67	;
0xa3	0x8b6d	;
0xa4	0x8dae	;
0xa5	0x8e86	;
0xa6	0x8e88	;
0xa7	0x8e84	;
0xa8	0x8f59	;
0xa9	0x8f56	;
0xaa	0x8f57	;
0xab	0x8f55	;
0xac	0x8f58	;
0xad	0x8f5a	;
0xae	0x908d	;
0xaf	0x9143	;
0xb0	0x9141	;
0xb1	0x91b7	;
0xb2	0x91b5	;
0xb3	0x91b2	;
0xb4	0x91b3	;
0xb5	0x940b	;
0xb6	0x9413	;
0xb7	0x93fb	;
0xb8	0x9420	;
0xb9	0x940f	;
0xba	0x9414	;
0xbb	0x93fe	;
0xbc	0x9415	;
0xbd	0x9410	;
0xbe	0x9428	;
0xbf	0x9419	;
0xc0	0x940d	;
0xc1	0x93f5	;
0xc2	0x9400	;
0xc3	0x93f7	;
0xc4	0x9407	;
0xc5	0x940e	;
0xc6	0x9416	;
0xc7	0x9412	;
0xc8	0x93fa	;
0xc9	0x9409	;
0xca	0x93f8	;
0xcb	0x940a	;
0xcc	0x93ff	;
0xcd	0x93fc	;@
0xce	0x940c	;A
0xcf	0x93f6	;B
0xd0	0x9411	;C
0xd1	0x9406	;D
0xd2	0x95de	;E
0xd3	0x95e0	;F
0xd4	0x95df	;G
0xd5	0x972e	;H
0xd6	0x972f	;I
0xd7	0x97b9	;J
0xd8	0x97bb	;K
0xd9	0x97fd	;L
0xda	0x97fe	;M
0xdb	0x9860	;N
0xdc	0x9862	;O
0xdd	0x9863	;P
0xde	0x985f	;Q
0xdf	0x98c1	;R
0xe0	0x98c2	;S
0xe1	0x9950	;T
0xe2	0x994e	;U
0xe3	0x9959	;V
0xe4	0x994c	;W
0xe5	0x994b	;X
0xe6	0x9953	;Y
0xe7	0x9a32	;Z
0xe8	0x9a34	;[
0xe9	0x9a31	;\
0xea	0x9a2c	;]
0xeb	0x9a2a	;^
0xec	0x9a36	;_
0xed	0x9a29	;`
0xee	0x9a2e	;a
0xef	0x9a38	;b
0xf0	0x9a2d	;c
0xf1	0x9ac7	;d
0xf2	0x9aca	;e
0xf3	0x9ac6	;f
0xf4	0x9b10	;g
0xf5	0x9b12	;h
0xf6	0x9b11	;i
0xf7	0x9c0b	;j
0xf8	0x9c08	;k
0xf9	0x9bf7	;l
0xfa	0x9c05	;m
0xfb	0x9c12	;n
0xfc	0x9bf8	;o

DBCSTABLE 188           ;LeadByte = 0xce

0x40	0x9c40	;p
0x41	0x9c07	;q
0x42	0x9c0e	;r
0x43	0x9c06	;s
0x44	0x9c17	;t
0x45	0x9c14	;u
0x46	0x9c09	;v
0x47	0x9d9f	;w
0x48	0x9d99	;x
0x49	0x9da4	;y
0x4a	0x9d9d	;z
0x4b	0x9d92	;{
0x4c	0x9d98	;|
0x4d	0x9d90	;}
0x4e	0x9d9b	;~
0x4f	0x9da0	;
0x50	0x9d94	;
0x51	0x9d9c	;
0x52	0x9daa	;
0x53	0x9d97	;
0x54	0x9da1	;
0x55	0x9d9a	;
0x56	0x9da2	;
0x57	0x9da8	;
0x58	0x9d9e	;
0x59	0x9da3	;
0x5a	0x9dbf	;
0x5b	0x9da9	;
0x5c	0x9d96	;
0x5d	0x9da6	;
0x5e	0x9da7	;
0x5f	0x9e99	;
0x60	0x9e9b	;
0x61	0x9e9a	;
0x62	0x9ee5	;
0x63	0x9ee4	;
0x64	0x9ee7	;
0x65	0x9ee6	;
0x66	0x9f30	;
0x67	0x9f2e	;
0x68	0x9f5b	;
0x69	0x9f60	;
0x6a	0x9f5e	;
0x6b	0x9f5d	;
0x6c	0x9f59	;
0x6d	0x9f91	;
0x6e	0x513a	;
0x6f	0x5139	;
0x70	0x5298	;
0x71	0x5297	;
0x72	0x56c3	;
0x73	0x56bd	;
0x74	0x56be	;
0x75	0x5b48	;
0x76	0x5b47	;
0x77	0x5dcb	;
0x78	0x5dcf	;
0x79	0x5ef1	;
0x7a	0x61fd	;
0x7b	0x651b	;
0x7c	0x6b02	;
0x7d	0x6afc	;
0x7e	0x6b03	;
0x80	0x6af8	;
0x81	0x6b00	;
0x82	0x7043	;
0x83	0x7044	;
0x84	0x704a	;
0x85	0x7048	;
0x86	0x7049	;
0x87	0x7045	;
0x88	0x7046	;
0x89	0x721d	;
0x8a	0x721a	;
0x8b	0x7219	;
0x8c	0x737e	;
0x8d	0x7517	;
0x8e	0x766a	;
0x8f	0x77d0	;
0x90	0x792d	;
0x91	0x7931	;
0x92	0x792f	;
0x93	0x7c54	;
0x94	0x7c53	;
0x95	0x7cf2	;
0x96	0x7e8a	;
0x97	0x7e87	;
0x98	0x7e88	;
0x99	0x7e8b	;
0x9a	0x7e86	;
0x9b	0x7e8d	;
0x9c	0x7f4d	;
0x9d	0x7fbb	;
0x9e	0x8030	;
0x9f	0x81dd	;
0xa0	0x8618	;
0xa1	0x862a	;
0xa2	0x8626	;
0xa3	0x861f	;
0xa4	0x8623	;
0xa5	0x861c	;
0xa6	0x8619	;
0xa7	0x8627	;
0xa8	0x862e	;
0xa9	0x8621	;
0xaa	0x8620	;
0xab	0x8629	;
0xac	0x861e	;
0xad	0x8625	;
0xae	0x8829	;@
0xaf	0x881d	;A
0xb0	0x881b	;B
0xb1	0x8820	;C
0xb2	0x8824	;D
0xb3	0x881c	;E
0xb4	0x882b	;F
0xb5	0x884a	;G
0xb6	0x896d	;H
0xb7	0x8969	;I
0xb8	0x896e	;J
0xb9	0x896b	;K
0xba	0x89fa	;L
0xbb	0x8b79	;M
0xbc	0x8b78	;N
0xbd	0x8b45	;O
0xbe	0x8b7a	;P
0xbf	0x8b7b	;Q
0xc0	0x8d10	;R
0xc1	0x8d14	;S
0xc2	0x8daf	;T
0xc3	0x8e8e	;U
0xc4	0x8e8c	;V
0xc5	0x8f5e	;W
0xc6	0x8f5b	;X
0xc7	0x8f5d	;Y
0xc8	0x9146	;Z
0xc9	0x9144	;[
0xca	0x9145	;\
0xcb	0x91b9	;]
0xcc	0x943f	;^
0xcd	0x943b	;_
0xce	0x9436	;`
0xcf	0x9429	;a
0xd0	0x943d	;b
0xd1	0x943c	;c
0xd2	0x9430	;d
0xd3	0x9439	;e
0xd4	0x942a	;f
0xd5	0x9437	;g
0xd6	0x942c	;h
0xd7	0x9440	;i
0xd8	0x9431	;j
0xd9	0x95e5	;k
0xda	0x95e4	;l
0xdb	0x95e3	;m
0xdc	0x9735	;n
0xdd	0x973a	;o
0xde	0x97bf	;p
0xdf	0x97e1	;q
0xe0	0x9864	;r
0xe1	0x98c9	;s
0xe2	0x98c6	;t
0xe3	0x98c0	;u
0xe4	0x9958	;v
0xe5	0x9956	;w
0xe6	0x9a39	;x
0xe7	0x9a3d	;y
0xe8	0x9a46	;z
0xe9	0x9a44	;{
0xea	0x9a42	;|
0xeb	0x9a41	;}
0xec	0x9a3a	;~
0xed	0x9a3f	;
0xee	0x9acd	;
0xef	0x9b15	;
0xf0	0x9b17	;
0xf1	0x9b18	;
0xf2	0x9b16	;
0xf3	0x9b3a	;
