0x587b	;
0x920c	0xdc69	;i
0x920d	0xb677	;w
0x920f	0xdc68	;h
0x9210	0xb678	;x
0x9211	0xb67a	;z
0x9212	0xdc6b	;k
0x9214	0xb672	;r
0x9215	0xb673	;s
0x9216	0xdc77	;w
0x9217	0xdc75	;u
0x9219	0xdc74	;t
0x921a	0xdc66	;f
0x921c	0xdc72	;r
0x921e	0xb676	;v
0x9223	0xb674	;t
0x9224	0xdc73	;s
0x9225	0xdc64	;d
0x9226	0xdc67	;g
0x9227	0xdc70	;p
0x922d	0xe4ba	;
0x922e	0xe0b7	;
0x9230	0xe0b0	;
0x9231	0xe0c3	;
0x9232	0xe0cc	;
0x9233	0xe0b3	;
0x9234	0xb961	;a
0x9236	0xe0c0	;
0x9237	0xb957	;W
0x9238	0xb959	;Y
0x9239	0xb965	;e
0x923a	0xe0b1	;
0x923d	0xb95a	;Z
0x923e	0xb95c	;\
0x923f	0xb966	;f
0x9240	0xb95b	;[
0x9245	0xb964	;d
0x9246	0xe0b9	;
0x9248	0xe0ae	;
0x9249	0xb962	;b
0x924a	0xe0b8	;
0x924b	0xb95e	;^
0x924c	0xe0ca	;
0x924d	0xb963	;c
0x924e	0xe0c8	;
0x924f	0xe0bc	;
0x9250	0xe0c6	;
0x9251	0xb960	;`
0x9252	0xe0af	;
0x9253	0xe0c9	;
0x9254	0xe0c4	;
0x9256	0xe0cb	;
0x9257	0xb958	;X
0x925a	0xb967	;g
0x925b	0xb95d	;]
0x925e	0xe0b5	;
0x9260	0xe0bd	;
0x9261	0xe0c1	;
0x9263	0xe0c5	;
0x9264	0xb95f	;_
0x9265	0xe0b4	;
0x9266	0xe0b2	;
0x9267	0xe0be	;
0x926c	0xe0bb	;
0x926d	0xe0ba	;
0x926f	0xe0bf	;
0x9270	0xe0c2	;
0x9272	0xe0c7	;
0x9276	0xe478	;x
0x9278	0xbbc7	;
0x9279	0xe4a4	;
0x927a	0xe47a	;z
0x927b	0xbbcc	;
0x927c	0xbbd0	;
0x927d	0xe4ad	;
0x927e	0xe4b5	;
0x927f	0xe4a6	;
0x9280	0xbbc8	;
0x9282	0xe4aa	;
0x9283	0xe0b6	;
0x9285	0xbbc9	;
0x9286	0xe4b1	;
0x9287	0xe4b6	;
0x9288	0xe4ae	;
0x928a	0xe4b0	;
0x928b	0xe4b9	;
0x928c	0xe4b2	;
0x928d	0xe47e	;~
0x928e	0xe4a9	;
0x9291	0xbbd1	;
0x9293	0xbbcd	;
0x9294	0xe47c	;|
0x9295	0xe4ab	;
0x9296	0xbbcb	;
0x9297	0xe4a5	;
0x9298	0xbbca	;
0x9299	0xe4b3	;
0x929a	0xe4a2	;
0x929b	0xe479	;y
0x929c	0xbbce	;
0x929d	0xe4b8	;
0x92a0	0xe47b	;{
0x92a1	0xe4af	;
0x92a2	0xe4ac	;
0x92a3	0xe4a7	;
0x92a4	0xe477	;w
0x92a5	0xe476	;v
0x92a6	0xe4a1	;
0x92a7	0xe4b4	;
0x92a8	0xbbcf	;
0x92a9	0xe4b7	;
0x92aa	0xe47d	;}
0x92ab	0xe4a3	;
0x92ac	0xbe52	;R
0x92b2	0xbe5a	;Z
0x92b3	0xbe55	;U
0x92b4	0xe8a4	;
0x92b5	0xe8a1	;
0x92b6	0xe867	;g
0x92b7	0xbe50	;P
0x92b9	0xf9d7	;
0x92bb	0xbe4f	;O
0x92bc	0xbe56	;V
0x92c0	0xe865	;e
0x92c1	0xbe54	;T
0x92c2	0xe871	;q
0x92c3	0xe863	;c
0x92c4	0xe864	;d
0x92c5	0xbe4e	;N
0x92c6	0xe8a3	;
0x92c7	0xbe58	;X
0x92c8	0xe874	;t
0x92c9	0xe879	;y
0x92ca	0xe873	;s
0x92cb	0xebee	;
0x92cc	0xe86f	;o
0x92cd	0xe877	;w
0x92ce	0xe875	;u
0x92cf	0xe868	;h
0x92d0	0xe862	;b
0x92d1	0xe87d	;}
0x92d2	0xbe57	;W
0x92d3	0xe87e	;~
0x92d5	0xe878	;x
0x92d7	0xe86d	;m
0x92d8	0xe86b	;k
0x92d9	0xe866	;f
0x92dd	0xe86e	;n
0x92de	0xe87b	;{
0x92df	0xe86a	;j
0x92e0	0xe87a	;z
0x92e1	0xe8a2	;
0x92e4	0xbe53	;S
0x92e6	0xe876	;v
0x92e7	0xe87c	;|
0x92e8	0xe872	;r
0x92e9	0xe86c	;l
0x92ea	0xbe51	;Q
0x92ee	0xe4a8	;
0x92ef	0xe870	;p
0x92f0	0xbe59	;Y
0x92f1	0xe869	;i
0x92f7	0xebf4	;
0x92f8	0xbff7	;
0x92f9	0xebf3	;
0x92fa	0xebf0	;
0x92fb	0xec44	;D
0x92fc	0xbffb	;
0x92fe	0xec41	;A
0x92ff	0xebf8	;
0x9300	0xec43	;C
0x9301	0xebe9	;
0x9302	0xebf6	;
0x9304	0xbffd	;
0x9306	0xebe1	;
0x9308	0xebdf	;
0x9309	0xec42	;B
0x930b	0xec40	;@
0x930c	0xebfe	;
0x930d	0xebed	;
0x930e	0xebec	;
0x930f	0xebe2	;
0x9310	0xc040	;@
0x9312	0xebe8	;
0x9313	0xebf2	;
0x9314	0xebfd	;
0x9315	0xc043	;C
0x9316	0xec45	;E
0x9318	0xc1e8	;
0x9319	0xc045	;E
0x931a	0xbffe	;
0x931b	0xebe6	;
0x931d	0xebef	;
0x931e	0xebde	;
0x931f	0xebe0	;
0x9320	0xbff5	;
0x9321	0xc042	;B
0x9322	0xbffa	;
0x9323	0xebe7	;
0x9324	0xebf7	;
0x9325	0xebf1	;
0x9326	0xc041	;A
0x9327	0xebdd	;
0x9328	0xc1e3	;
0x9329	0xebf9	;
0x932a	0xebfc	;
0x932b	0xbffc	;
0x932d	0xebeb	;
0x932e	0xc044	;D
0x932f	0xbff9	;
0x9333	0xbff8	;
0x9334	0xebf5	;
0x9335	0xebfb	;
0x9336	0xbff6	;
0x9338	0xebe4	;
0x9339	0xebfa	;
0x933c	0xebe5	;
0x9346	0xebea	;
0x9347	0xeed2	;
0x9349	0xeed7	;
0x934a	0xc1e5	;
0x934b	0xc1e7	;
0x934c	0xeedd	;
0x934d	0xc1e1	;
0x934e	0xeeec	;
0x934f	0xeee3	;
0x9350	0xeed8	;
0x9351	0xeed9	;
0x9352	0xeee2	;
0x9354	0xc1ee	;
0x9355	0xeee1	;
0x9356	0xeed1	;
0x9357	0xeee0	;
0x9358	0xeed4	;
0x9359	0xeeed	;
0x935a	0xc1ed	;
0x935b	0xc1eb	;
0x935c	0xeed5	;
0x935e	0xeee8	;
0x9360	0xeeda	;
0x9361	0xeee7	;
0x9363	0xeee9	;
0x9364	0xeed0	;
0x9365	0xc1e6	;
0x9367	0xeeea	;
0x936a	0xeede	;
0x936c	0xc1ea	;
0x936d	0xeedb	;
0x9370	0xc1ec	;
0x9371	0xeee4	;
0x9375	0xc1e4	;
0x9376	0xeed6	;
0x9377	0xeee5	;
0x9379	0xeedf	;
0x937a	0xebe3	;
0x937b	0xeee6	;
0x937c	0xeed3	;
0x937e	0xc1e9	;
0x9380	0xeeeb	;
0x9382	0xc1e2	;
0x9383	0xeece	;
0x9388	0xf160	;`
0x9389	0xf159	;Y
0x938a	0xc2e9	;
0x938c	0xf154	;T
0x938d	0xf163	;c
0x938e	0xf15b	;[
0x938f	0xeedc	;
0x9391	0xf165	;e
0x9392	0xf155	;U
0x9394	0xc2e8	;
0x9395	0xf15f	;_
0x9396	0xc2ea	;
0x9397	0xc2f2	;
0x9398	0xc2f0	;
0x9399	0xf161	;a
0x939a	0xc2f1	;
0x939b	0xf157	;W
0x939d	0xf158	;X
0x939e	0xf15d	;]
0x939f	0xf162	;b
0x93a1	0xeecd	;
0x93a2	0xc2eb	;
0x93a3	0xf16a	;j
0x93a4	0xf167	;g
0x93a5	0xf16b	;k
0x93a6	0xf15e	;^
0x93a7	0xf15a	;Z
0x93a8	0xf168	;h
0x93a9	0xf36a	;j
0x93aa	0xf15c	;\
0x93ac	0xc2ee	;
0x93ae	0xc2ed	;
0x93af	0xeecf	;
0x93b0	0xc2ef	;
0x93b1	0xf164	;d
0x93b2	0xf166	;f
0x93b3	0xc2ec	;
0x93b4	0xf169	;i
0x93b5	0xf153	;S
0x93b7	0xf156	;V
0x93c0	0xf373	;s
0x93c2	0xf363	;c
0x93c3	0xc3eb	;
0x93c4	0xf371	;q
0x93c7	0xf361	;a
0x93c8	0xc3ec	;
0x93ca	0xf36c	;l
0x93cc	0xf368	;h
0x93cd	0xc3f1	;
0x93ce	0xf372	;r
0x93cf	0xf362	;b
0x93d0	0xf365	;e
0x93d1	0xc3e9	;
0x93d2	0xf374	;t
0x93d4	0xf36d	;m
0x93d5	0xf370	;p
0x93d6	0xc3ef	;
0x93d7	0xc3f4	;
0x93d8	0xc3f2	;
0x93d9	0xf369	;i
0x93da	0xf364	;d
0x93dc	0xc3ed	;
0x93dd	0xc3ee	;
0x93de	0xf360	;`
0x93df	0xc3ea	;
0x93e1	0xc3e8	;
0x93e2	0xc3f0	;
0x93e3	0xf36f	;o
0x93e4	0xc3f3	;
0x93e6	0xf36b	;k
0x93e7	0xf375	;u
0x93e8	0xc3f5	;
0x93ec	0xf367	;g
0x93ee	0xf36e	;n
0x93f5	0xf4f3	;
0x93f6	0xf542	;B
0x93f7	0xf4f5	;
0x93f8	0xf4fc	;
0x93f9	0xf366	;f
0x93fa	0xf4fa	;
0x93fb	0xf4e9	;
0x93fc	0xf540	;@
0x93fd	0xc4c3	;
0x93fe	0xf4ed	;
0x93ff	0xf4fe	;
0x9400	0xf4f4	;
0x9403	0xc4c2	;
0x9406	0xf544	;D
0x9407	0xf4f6	;
0x9409	0xf4fb	;
0x940a	0xf4fd	;
0x940b	0xf4e7	;
0x940c	0xf541	;A
0x940d	0xf4f2	;
0x940e	0xf4f7	;
0x940f	0xf4eb	;
0x9410	0xf4ef	;
0x9411	0xf543	;C
0x9412	0xf4f9	;
0x9413	0xf4e8	;
0x9414	0xf4ec	;
0x9415	0xf4ee	;
0x9416	0xf4f8	;
0x9418	0xc4c1	;
0x9419	0xf4f1	;
0x9420	0xf4ea	;
0x9428	0xf4f0	;
0x9429	0xf661	;a
0x942a	0xf666	;f
0x942b	0xc54f	;O
0x942c	0xf668	;h
0x942e	0xc549	;I
0x9430	0xf664	;d
0x9431	0xf66a	;j
0x9432	0xc54e	;N
0x9433	0xc54a	;J
0x9435	0xc54b	;K
0x9436	0xf660	;`
0x9437	0xf667	;g
0x9438	0xc54d	;M
0x9439	0xf665	;e
0x943a	0xc54c	;L
0x943b	0xf65f	;_
0x943c	0xf663	;c
0x943d	0xf662	;b
0x943f	0xf65e	;^
0x9440	0xf669	;i
0x9444	0xc5b1	;ű
0x9445	0xf76d	;m
0x9446	0xf770	;p
0x9447	0xf76c	;l
0x9448	0xf76e	;n
0x9449	0xf76f	;o
0x944a	0xf769	;i
0x944b	0xf76a	;j
0x944c	0xf767	;g
0x944f	0xf76b	;k
0x9450	0xf768	;h
0x9451	0xc5b2	;Ų
0x9452	0xc5b3	;ų
0x9455	0xf84b	;K
0x9457	0xf84d	;M
0x945d	0xf84c	;L
0x945e	0xf84e	;N
0x9460	0xc5e0	;
0x9462	0xf84a	;J
0x9463	0xc5df	;
0x9464	0xc5e1	;
0x9468	0xf8cb	;
0x9469	0xf8cc	;
0x946a	0xc644	;D
0x946b	0xf8ca	;
0x946d	0xf953	;S
0x946e	0xf952	;R
0x946f	0xf954	;T
0x9470	0xc65f	;_
0x9471	0xf955	;U
0x9472	0xc65e	;^
0x9473	0xf956	;V
0x9474	0xf972	;r
0x9475	0xf975	;u
0x9476	0xf974	;t
0x9477	0xc668	;h
0x9478	0xf973	;s
0x947c	0xc672	;r
0x947d	0xc670	;p
0x947e	0xc671	;q
0x947f	0xc677	;w
0x9480	0xf9c0	;
0x9481	0xf9c1	;
0x9482	0xf9bf	;
0x9483	0xf9c9	;
0x9577	0xaaf8	;
0x957a	0xd844	;D
0x957b	0xdc78	;x
0x957c	0xe8a5	;
0x957d	0xf376	;v
0x9580	0xaaf9	;
0x9582	0xadac	;
0x9583	0xb07b	;{
0x9586	0xd845	;E
0x9588	0xd846	;F
0x9589	0xb3ac	;
0x958b	0xb67d	;}
0x958c	0xdc7a	;z
0x958d	0xdc79	;y
0x958e	0xb6a3	;
0x958f	0xb67c	;|
0x9590	0xdc7b	;{
0x9591	0xb67e	;~
0x9592	0xb6a2	;
0x9593	0xb6a1	;
0x9594	0xb67b	;{
0x9598	0xb968	;h
0x959b	0xe0d0	;
0x959c	0xe0ce	;
0x959e	0xe0cf	;
0x959f	0xe0cd	;
0x95a1	0xbbd2	;
0x95a3	0xbbd5	;
0x95a4	0xbbd7	;
0x95a5	0xbbd6	;
0x95a8	0xbbd3	;
0x95a9	0xbbd4	;
0x95ab	0xe8a7	;
0x95ac	0xe8a6	;
0x95ad	0xbe5b	;[
0x95ae	0xe8a8	;
0x95b0	0xe8a9	;
0x95b1	0xbe5c	;\
0x95b5	0xec4d	;M
0x95b6	0xec4b	;K
0x95b7	0xeef3	;
0x95b9	0xec49	;I
0x95ba	0xec4a	;J
0x95bb	0xc046	;F
0x95bc	0xec46	;F
0x95bd	0xec4e	;N
0x95be	0xec48	;H
0x95bf	0xec4c	;L
0x95c0	0xeeef	;
0x95c3	0xeef1	;
0x95c5	0xeef2	;
0x95c6	0xc1f3	;
0x95c7	0xeeee	;
0x95c8	0xc1f2	;
0x95c9	0xeef0	;
0x95ca	0xc1ef	;
0x95cb	0xc1f0	;
0x95cc	0xc1f1	;
0x95cd	0xec47	;G
0x95d0	0xc2f5	;
0x95d1	0xf16e	;n
0x95d2	0xf16c	;l
0x95d3	0xf16d	;m
0x95d4	0xc2f3	;
0x95d5	0xc2f6	;
0x95d6	0xc2f4	;
0x95da	0xf377	;w
0x95db	0xf378	;x
0x95dc	0xc3f6	;
0x95de	0xf545	;E
0x95df	0xf547	;G
0x95e0	0xf546	;F
0x95e1	0xc4c4	;
0x95e2	0xc550	;P
0x95e3	0xf66d	;m
0x95e4	0xf66c	;l
0x95e5	0xf66b	;k
0x961c	0xaafa	;
0x961e	0xc9aa	;ɪ
0x9620	0xca58	;X
0x9621	0xa6e9	;
0x9622	0xca56	;V
0x9623	0xca59	;Y
0x9624	0xca57	;W
0x9628	0xcbae	;ˮ
0x962a	0xa8c1	;
0x962c	0xa8c2	;
0x962d	0xcbb0	;˰
0x962e	0xa8bf	;
0x962f	0xcbaf	;˯
0x9630	0xcbad	;˭
0x9631	0xa8c0	;
0x9632	0xa8be	;
0x9639	0xcdd8	;
0x963a	0xcddb	;
0x963b	0xaafd	;
0x963c	0xcdda	;
0x963d	0xcdd9	;
0x963f	0xaafc	;
0x9640	0xaafb	;
0x9642	0xab40	;@
0x9643	0xcddc	;
0x9644	0xaafe	;
0x964a	0xd0c6	;
0x964b	0xadae	;
0x964c	0xadaf	;
0x964d	0xadb0	;
0x964e	0xd0c7	;
0x964f	0xd0c3	;
0x9650	0xadad	;
0x9651	0xd0c4	;
0x9653	0xd0c5	;
0x9654	0xd0c2	;
0x9658	0xb0a4	;
0x965b	0xb0a1	;
0x965c	0xd445	;E
0x965d	0xb0a2	;
0x965e	0xb0a5	;
0x965f	0xd446	;F
0x9661	0xb07e	;~
0x9662	0xb07c	;|
0x9663	0xb07d	;}
0x9664	0xb0a3	;
0x966a	0xb3ad	;
0x966b	0xd849	;I
0x966c	0xb3b5	;
0x966d	0xd848	;H
0x966f	0xd84b	;K
0x9670	0xb3b1	;
0x9671	0xd84a	;J
0x9672	0xb6ab	;
0x9673	0xb3af	;
0x9674	0xb3b2	;
0x9675	0xb3ae	;
0x9676	0xb3b3	;
0x9677	0xb3b4	;
0x9678	0xb3b0	;
0x967c	0xd847	;G
0x967d	0xb6a7	;
0x967e	0xdc7d	;}
0x9680	0xdca3	;ܣ
0x9683	0xdca2	;ܢ
0x9684	0xb6ac	;
0x9685	0xb6a8	;
0x9686	0xb6a9	;
0x9687	0xdc7c	;|
0x9688	0xdc7e	;~
0x9689	0xdca1	;ܡ
0x968a	0xb6a4	;
0x968b	0xb6a6	;
0x968d	0xb6aa	;
0x968e	0xb6a5	;
0x9691	0xe0d3	;
0x9692	0xe0d1	;
0x9693	0xe0d2	;
0x9694	0xb96a	;j
0x9695	0xb96b	;k
0x9697	0xe0d4	;
0x9698	0xb969	;i
0x9699	0xbbd8	;
0x969b	0xbbda	;
0x969c	0xbbd9	;
0x969e	0xe4bb	;
0x96a1	0xe4bc	;
0x96a2	0xe8ab	;
0x96a4	0xe8aa	;
0x96a7	0xc047	;G
0x96a8	0xc048	;H
0x96a9	0xec4f	;O
0x96aa	0xc049	;I
0x96ac	0xeef6	;
0x96ae	0xeef4	;
0x96b0	0xeef5	;
0x96b1	0xc1f4	;
0x96b3	0xf16f	;o
0x96b4	0xc3f7	;
0x96b8	0xc1f5	;
0x96b9	0xab41	;A
0x96bb	0xb0a6	;
0x96bc	0xd447	;G
0x96bf	0xd84c	;L
0x96c0	0xb3b6	;
0x96c1	0xb6ad	;
0x96c2	0xdca4	;ܤ
0x96c3	0xdca6	;ܦ
0x96c4	0xb6af	;
0x96c5	0xb6ae	;
0x96c6	0xb6b0	;
0x96c7	0xb6b1	;
0x96c8	0xdca5	;ܥ
0x96c9	0xb96e	;n
0x96ca	0xb96f	;o
0x96cb	0xb96d	;m
0x96cc	0xbbdb	;
0x96cd	0xb96c	;l
0x96ce	0xe0d5	;
0x96d2	0xbbdc	;
0x96d3	0xe8ac	;
0x96d4	0xec50	;P
0x96d5	0xc04a	;J
0x96d6	0xc1f6	;
0x96d7	0xf170	;p
0x96d8	0xf174	;t
0x96d9	0xc2f9	;
0x96da	0xf171	;q
0x96db	0xc2fa	;
0x96dc	0xc2f8	;
0x96dd	0xf175	;u
0x96de	0xc2fb	;
0x96df	0xf173	;s
0x96e1	0xf379	;y
0x96e2	0xc2f7	;
0x96e3	0xc3f8	;
0x96e5	0xf8cd	;
0x96e8	0xab42	;B
0x96e9	0xb3b8	;
0x96ea	0xb3b7	;
0x96ef	0xb6b2	;
0x96f0	0xdca8	;ܨ
0x96f1	0xdca7	;ܧ
0x96f2	0xb6b3	;
0x96f5	0xe0d9	;
0x96f6	0xb973	;s
0x96f7	0xb970	;p
0x96f8	0xe0d8	;
0x96f9	0xb972	;r
0x96fa	0xe0d6	;
0x96fb	0xb971	;q
0x96fd	0xe0d7	;
0x96ff	0xe4bd	;
0x9700	0xbbdd	;
0x9702	0xe8af	;
0x9704	0xbe5d	;]
0x9705	0xe8ad	;
0x9706	0xbe5e	;^
0x9707	0xbe5f	;_
0x9708	0xe8ae	;
0x9709	0xbe60	;`
0x970b	0xec51	;Q
0x970d	0xc04e	;N
0x970e	0xc04b	;K
0x970f	0xc050	;P
0x9710	0xec53	;S
0x9711	0xc04c	;L
0x9712	0xec52	;R
0x9713	0xc04f	;O
0x9716	0xc04d	;M
0x9718	0xeef9	;
0x9719	0xeefb	;
0x971c	0xc1f7	;
0x971d	0xeefa	;
0x971e	0xc1f8	;
0x971f	0xeef8	;
0x9720	0xeef7	;
0x9722	0xf177	;w
0x9723	0xf176	;v
0x9724	0xc2fc	;
0x9725	0xf178	;x
0x9726	0xf37e	;~
0x9727	0xc3fa	;
0x9728	0xf37d	;}
0x9729	0xf37a	;z
0x972a	0xc3f9	;
0x972b	0xf37b	;{
0x972c	0xf37c	;|
0x972e	0xf548	;H
0x972f	0xf549	;I
0x9730	0xc4c5	;
0x9732	0xc553	;S
0x9735	0xf66e	;n
0x9738	0xc551	;Q
0x9739	0xc552	;R
0x973a	0xf66f	;o
0x973d	0xc5b4	;Ŵ
0x973e	0xc5b5	;ŵ
0x973f	0xf771	;q
0x9742	0xc645	;E
0x9743	0xf8cf	;
0x9744	0xc647	;G
0x9746	0xf8ce	;
0x9747	0xf8d0	;
0x9748	0xc646	;F
0x9749	0xf957	;W
0x974b	0xf9ad	;
0x9752	0xab43	;C
0x9756	0xb974	;t
0x9758	0xe4be	;
0x975a	0xe8b0	;
0x975b	0xc051	;Q
0x975c	0xc052	;R
0x975e	0xab44	;D
0x9760	0xbe61	;a
0x9761	0xc3fb	;
0x9762	0xadb1	;
0x9766	0xc053	;S
0x9768	0xc5e2	;
0x9769	0xadb2	;
0x976a	0xd84d	;M
0x976c	0xdca9	;ܩ
0x976e	0xdcab	;ܫ
0x9770	0xdcaa	;ܪ
0x9772	0xe0dd	;
0x9773	0xe0da	;
0x9774	0xb975	;u
0x9776	0xb976	;v
0x9777	0xe0db	;
0x9778	0xe0dc	;
0x977a	0xe4c0	;
0x977b	0xe4c5	;
0x977c	0xbbde	;
0x977d	0xe4bf	;
0x977e	0xe4c1	;
0x977f	0xe4c8	;
0x9780	0xe4c3	;
0x9781	0xe4c7	;
0x9782	0xe4c4	;
0x9783	0xe4c2	;
0x9784	0xe4c6	;
0x9785	0xbbdf	;
0x9788	0xe8b3	;
0x978a	0xe8b1	;
0x978b	0xbe63	;c
0x978d	0xbe62	;b
0x978e	0xe8b2	;
0x978f	0xbe64	;d
0x9794	0xec56	;V
0x9797	0xec55	;U
0x9798	0xc054	;T
0x9799	0xec54	;T
0x979a	0xeefc	;
0x979c	0xeefe	;
0x979d	0xef41	;A
0x979e	0xef40	;@
0x97a0	0xc1f9	;
0x97a1	0xeefd	;
0x97a2	0xf1a1	;
0x97a3	0xc2fd	;
0x97a4	0xf17d	;}
0x97a5	0xf1a2	;
0x97a6	0xc2fe	;
0x97a8	0xf17b	;{
0x97aa	0xf17e	;~
0x97ab	0xf17c	;|
0x97ac	0xf179	;y
0x97ad	0xc340	;@
0x97ae	0xf17a	;z
0x97b3	0xf3a1	;
0x97b6	0xf3a3	;
0x97b7	0xf3a2	;
0x97b9	0xf54a	;J
0x97bb	0xf54b	;K
0x97bf	0xf670	;p
0x97c1	0xc5b7	;ŷ
0x97c3	0xc5b6	;Ŷ
0x97c4	0xf84f	;O
0x97c5	0xf850	;P
0x97c6	0xc648	;H
0x97c7	0xf8d1	;
0x97c9	0xc669	;i
0x97cb	0xadb3	;
0x97cc	0xb6b4	;
0x97cd	0xe4ca	;
0x97ce	0xe4c9	;
0x97cf	0xe8b5	;
0x97d0	0xe8b4	;
0x97d3	0xc1fa	;
0x97d4	0xef43	;C
0x97d5	0xef42	;B
0x97d6	0xf1a5	;
0x97d7	0xf1a3	;
0x97d8	0xf1a6	;
0x97d9	0xf1a4	;
0x97dc	0xc3fc	;
0x97dd	0xf3a4	;
0x97de	0xf3a5	;
0x97df	0xf3a6	;
0x97e1	0xf671	;q
0x97e3	0xf772	;r
0x97e5	0xf8d2	;
0x97ed	0xadb4	;
0x97f0	0xec57	;W
0x97f1	0xef44	;D
0x97f3	0xadb5	;
0x97f6	0xbbe0	;
0x97f8	0xec58	;X
0x97f9	0xc341	;A
0x97fa	0xf1a7	;
0x97fb	0xc3fd	;
0x97fd	0xf54c	;L
0x97fe	0xf54d	;M
0x97ff	0xc554	;T
0x9800	0xf851	;Q
0x9801	0xadb6	;
0x9802	0xb3bb	;
0x9803	0xb3bc	;
0x9804	0xd84e	;N
0x9805	0xb6b5	;
0x9806	0xb6b6	;
0x9807	0xdcac	;ܬ
0x9808	0xb6b7	;
0x980a	0xb97a	;z
0x980c	0xb97c	;|
0x980d	0xe0df	;
0x980e	0xe0e0	;
0x980f	0xe0de	;
0x9810	0xb977	;w
0x9811	0xb978	;x
0x9812	0xb97b	;{
0x9813	0xb979	;y
0x9816	0xe4cb	;
0x9817	0xbbe1	;
0x9818	0xbbe2	;
0x981b	0xe8bc	;
0x981c	0xbe67	;g
0x981d	0xe8b7	;
0x981e	0xe8b6	;
0x9820	0xe8bb	;
0x9821	0xbe65	;e
0x9824	0xc05b	;[
0x9826	0xe8b8	;
0x9827	0xe8bd	;
0x9828	0xe8ba	;
0x9829	0xe8b9	;
0x982b	0xbe66	;f
0x982d	0xc059	;Y
0x982f	0xec5a	;Z
0x9830	0xc055	;U
0x9832	0xec5b	;[
0x9835	0xec59	;Y
0x9837	0xc058	;X
0x9838	0xc056	;V
0x9839	0xc05a	;Z
0x983b	0xc057	;W
0x9841	0xef45	;E
0x9843	0xef4a	;J
0x9844	0xef46	;F
0x9845	0xef49	;I
0x9846	0xc1fb	;
0x9848	0xedd4	;
0x9849	0xef48	;H
0x984a	0xef47	;G
0x984c	0xc344	;D
0x984d	0xc342	;B
0x984e	0xc345	;E
0x984f	0xc343	;C
0x9850	0xf1a8	;
0x9851	0xf1a9	;
0x9852	0xf1aa	;
0x9853	0xc346	;F
0x9857	0xf3aa	;
0x9858	0xc440	;@
0x9859	0xf3a8	;
0x985b	0xc441	;A
0x985c	0xf3a7	;
0x985d	0xf3a9	;
0x985e	0xc3fe	;
0x985f	0xf551	;Q
0x9860	0xf54e	;N
0x9862	0xf54f	;O
0x9863	0xf550	;P
0x9864	0xf672	;r
0x9865	0xc556	;V
0x9867	0xc555	;U
0x9869	0xf774	;t
0x986a	0xf773	;s
0x986b	0xc5b8	;Ÿ
0x986f	0xc5e3	;
0x9870	0xc649	;I
0x9871	0xc660	;`
0x9872	0xf958	;X
0x9873	0xf9ae	;
0x9874	0xf9af	;
0x98a8	0xadb7	;
0x98a9	0xdcad	;ܭ
0x98ac	0xe0e1	;
0x98ad	0xe4cc	;
0x98ae	0xe4cd	;
0x98af	0xbbe3	;
0x98b1	0xbbe4	;
0x98b2	0xe8be	;
0x98b3	0xbe68	;h
0x98b6	0xc1fc	;
0x98b8	0xf1ab	;
0x98ba	0xc347	;G
0x98bb	0xf3ad	;
0x98bc	0xc442	;B
0x98bd	0xf3ac	;
0x98be	0xf3ae	;
0x98bf	0xf3ab	;
0x98c0	0xf675	;u
0x98c1	0xf552	;R
0x98c2	0xf553	;S
0x98c4	0xc4c6	;
0x98c6	0xf674	;t
0x98c9	0xf673	;s
0x98cb	0xf775	;u
0x98cc	0xf9b0	;
0x98db	0xadb8	;
0x98df	0xadb9	;
0x98e2	0xb0a7	;
0x98e3	0xd448	;H
0x98e5	0xd84f	;O
0x98e7	0xb6b8	;
0x98e9	0xb6bb	;
0x98ea	0xb6b9	;
0x98eb	0xdcae	;ܮ
0x98ed	0xb6bd	;
0x98ef	0xb6ba	;
0x98f2	0xb6bc	;
0x98f4	0xb97e	;~
0x98f6	0xe0e2	;
0x98f9	0xe0e3	;
0x98fa	0xe8c0	;
0x98fc	0xb97d	;}
0x98fd	0xb9a1	;
0x98fe	0xb9a2	;
0x9900	0xe4cf	;
0x9902	0xe4ce	;
0x9903	0xbbe5	;
0x9905	0xbbe6	;
0x9907	0xe4d0	;
0x9908	0xe8bf	;
0x9909	0xbbe8	;
0x990a	0xbe69	;i
0x990c	0xbbe7	;
0x9910	0xc05c	;\
0x9911	0xe8c1	;
0x9912	0xbe6b	;k
0x9913	0xbe6a	;j
0x9914	0xe8c2	;
0x9915	0xe8c5	;
0x9916	0xe8c3	;
0x9917	0xe8c4	;
0x9918	0xbe6c	;l
0x991a	0xc061	;a
0x991b	0xc05f	;_
0x991e	0xc05e	;^
0x991f	0xec5d	;]
0x9921	0xc060	;`
0x9924	0xec5c	;\
0x9925	0xef4b	;K
0x9927	0xec5e	;^
0x9928	0xc05d	;]
0x9929	0xec5f	;_
0x992a	0xef4e	;N
0x992b	0xef4c	;L
0x992c	0xef4d	;M
0x992d	0xef52	;R
0x992e	0xc34b	;K
0x992f	0xef51	;Q
0x9930	0xef54	;T
0x9931	0xef53	;S
0x9932	0xef50	;P
0x9933	0xef4f	;O
0x9935	0xc1fd	;
0x993a	0xf1ae	;
0x993c	0xf1ad	;
0x993d	0xc34a	;J
0x993e	0xc348	;H
0x993f	0xc349	;I
0x9941	0xf1ac	;
0x9943	0xf3b1	;
0x9945	0xc443	;C
0x9947	0xf3b0	;
