0x587b	;
0x89aa	0x646f	;
0x89b2	0x52fa	;
0x89ba	0x5064	;
0x89bd	0x54ef	;
0x89c0	0x51ef	;
0x89d2	0x5065	;
0x89e3	0x65f9	;
0x89f4	0x5a41	;
0x89f8	0x63b3	;
0x8a00	0x5cf6	;
0x8a02	0x60fe	;
0x8a03	0x58d2	;
0x8a08	0x5186	;
0x8a0a	0x5c46	;
0x8a0c	0x66d2	;
0x8a0e	0x64c8	;
0x8a13	0x6785	;
0x8a16	0x6bfe	;
0x8a17	0x6498	;
0x8a18	0x5389	;
0x8a1b	0x5de0	;
0x8a1d	0x5c68	;
0x8a1f	0x5b46	;
0x8a23	0x5142	;
0x8a25	0x53cd	;
0x8a2a	0x57da	;
0x8a2d	0x5aac	;
0x8a31	0x6653	;
0x8a34	0x5aef	;
0x8a36	0x5055	;
0x8a3a	0x6283	;
0x8a3b	0x61d8	;
0x8a50	0x59b9	;
0x8a54	0x6190	;
0x8a55	0x6557	;
0x8a5b	0x6086	;
0x8a5e	0x59ba	;
0x8a60	0x5d99	;
0x8a62	0x5ba8	;
0x8a63	0x5da9	;
0x8a66	0x5be2	;
0x8a69	0x5be1	;
0x8a6d	0x52cc	;
0x8a6e	0x60be	;
0x8a70	0x67c1	;
0x8a71	0x66dd	;
0x8a72	0x65fa	;
0x8a73	0x5a44	;
0x8a75	0x5a9c	;
0x8a79	0x6b9a	;
0x8a85	0x61d9	;
0x8a87	0x51d9	;
0x8a8c	0x6268	;
0x8a8d	0x5fa5	;
0x8a93	0x5a6c	;
0x8a95	0x64a3	;
0x8a98	0x5ef6	;
0x8a9e	0x5ce9	;
0x8aa0	0x5ac7	;
0x8aa1	0x5187	;
0x8aa3	0x575d	;
0x8aa4	0x5dc2	;
0x8aa5	0x51a8	;
0x8aa6	0x5b47	;
0x8aa8	0x6762	;
0x8aaa	0x5aad	;
0x8ab0	0x5b81	;
0x8ab2	0x51da	;
0x8ab9	0x5967	;
0x8abc	0x5f7a	;
0x8abe	0x5f5a	;
0x8abf	0x6191	;
0x8ac2	0x6372	;
0x8ac4	0x69da	;
0x8ac7	0x53fa	;
0x8acb	0x6382	;
0x8acd	0x606f	;
0x8acf	0x6ba3	;
0x8ad2	0x554e	;
0x8ad6	0x55b7	;
0x8adb	0x5ef7	;
0x8adc	0x6379	;
0x8ae1	0x5be3	;
0x8ae6	0x638c	;
0x8ae7	0x65fb	;
0x8aea	0x6141	;
0x8aeb	0x5079	;
0x8aed	0x5ef8	;
0x8aee	0x5fd5	;
0x8af1	0x6791	;
0x8af6	0x69e2	;
0x8af7	0x6595	;
0x8af8	0x615d	;
0x8afa	0x5cf7	;
0x8afe	0x53a2	;
0x8b00	0x56f0	;
0x8b01	0x5c86	;
0x8b02	0x5ecf	;
0x8b04	0x54c5	;
0x8b0e	0x577e	;
0x8b10	0x578e	;
0x8b14	0x65ba	;
0x8b16	0x69c6	;
0x8b17	0x57db	;
0x8b19	0x5147	;
0x8b1a	0x6afa	;
0x8b1b	0x50ab	;
0x8b1d	0x59bb	;
0x8b20	0x5e56	;
0x8b28	0x56f1	;
0x8b2b	0x609a	;
0x8b2c	0x55ea	;
0x8b33	0x529f	;
0x8b39	0x52fb	;
0x8b41	0x6be4	;
0x8b49	0x624a	;
0x8b4e	0x679a	;
0x8b4f	0x538a	;
0x8b58	0x5bee	;
0x8b5a	0x53fb	;
0x8b5c	0x588d	;
0x8b66	0x516c	;
0x8b6c	0x5968	;
0x8b6f	0x5d51	;
0x8b70	0x5f7b	;
0x8b74	0x50f9	;
0x8b77	0x66b7	;
0x8b7d	0x5daa	;
0x8b80	0x548e	;
0x8b8a	0x5866	;
0x8b90	0x69d0	;
0x8b92	0x62d2	;
0x8b93	0x5cdf	;
0x8b96	0x6b90	;
0x8b9a	0x62bf	;
0x8c37	0x51b5	;
0x8c3f	0x5189	;
0x8c41	0x66fc	;
0x8c46	0x54b6	;
0x8c48	0x5365	;
0x8c4a	0x6596	;
0x8c4c	0x5ded	;
0x8c55	0x69dd	;
0x8c5a	0x5495	;
0x8c61	0x5a42	;
0x8c6a	0x6699	;
0x8c6b	0x5dab	;
0x8c79	0x658e	;
0x8c7a	0x5be4	;
0x8c82	0x63a6	;
0x8c8a	0x56b7	;
0x8c8c	0x56f2	;
0x8c9d	0x6541	;
0x8c9e	0x6142	;
0x8ca0	0x58d3	;
0x8ca1	0x6069	;
0x8ca2	0x51c8	;
0x8ca7	0x597b	;
0x8ca8	0x66df	;
0x8ca9	0x64f0	;
0x8caa	0x64a8	;
0x8cab	0x51f0	;
0x8cac	0x62f8	;
0x8caf	0x6088	;
0x8cb0	0x5ad1	;
0x8cb3	0x5f83	;
0x8cb4	0x52d1	;
0x8cb6	0x6553	;
0x8cb7	0x56b1	;
0x8cb8	0x545a	;
0x8cbb	0x5969	;
0x8cbc	0x637a	;
0x8cbd	0x6af4	;
0x8cbf	0x575e	;
0x8cc0	0x65b2	;
0x8cc1	0x69a2	;
0x8cc2	0x55c6	;
0x8cc3	0x5fb6	;
0x8cc4	0x6763	;
0x8cc7	0x5fd6	;
0x8cc8	0x5056	;
0x8cca	0x609b	;
0x8cd1	0x6284	;
0x8cd3	0x5971	;
0x8cda	0x695b	;
0x8cdc	0x59bc	;
0x8cde	0x5a43	;
0x8ce0	0x57f0	;
0x8ce2	0x666b	;
0x8ce3	0x56b2	;
0x8ce4	0x635a	;
0x8ce6	0x58d4	;
0x8cea	0x6295	;
0x8ced	0x547b	;
0x8cf4	0x55c5	;
0x8cfb	0x58d5	;
0x8cfc	0x5298	;
0x8cfd	0x5a48	;
0x8d04	0x626a	;
0x8d05	0x6ba9	;
0x8d07	0x6adc	;
0x8d08	0x624b	;
0x8d0a	0x62c0	;
0x8d0d	0x5ab2	;
0x8d13	0x6059	;
0x8d16	0x69c7	;
0x8d64	0x609c	;
0x8d66	0x599e	;
0x8d6b	0x665c	;
0x8d70	0x61da	;
0x8d73	0x52de	;
0x8d74	0x58d6	;
0x8d77	0x538b	;
0x8d85	0x63a7	;
0x8d8a	0x5eb9	;
0x8d99	0x6192	;
0x8da3	0x644a	;
0x8da8	0x63d5	;
0x8db3	0x619c	;
0x8dba	0x58d7	;
0x8dbe	0x626b	;
0x8dc6	0x64bb	;
0x8dcb	0x57c1	;
0x8dcc	0x6296	;
0x8dcf	0x5057	;
0x8ddb	0x64ea	;
0x8ddd	0x50ce	;
0x8de1	0x609d	;
0x8de3	0x5a9d	;
0x8de8	0x687a	;
0x8def	0x55a8	;
0x8df3	0x547c	;
0x8e0a	0x5e6f	;
0x8e0f	0x53fe	;
0x8e10	0x635b	;
0x8e1e	0x685a	;
0x8e2a	0x6b74	;
0x8e30	0x5efa	;
0x8e35	0x61b0	;
0x8e42	0x5ef9	;
0x8e44	0x615f	;
0x8e47	0x50da	;
0x8e48	0x547d	;
0x8e49	0x62ac	;
0x8e4a	0x6bdd	;
0x8e59	0x6ba6	;
0x8e5f	0x609e	;
0x8e60	0x6b96	;
0x8e74	0x63eb	;
0x8e76	0x52c7	;
0x8e81	0x6193	;
0x8e87	0x6089	;
0x8e8a	0x61db	;
0x8e8d	0x5ccb	;
0x8eaa	0x5663	;
0x8eab	0x5c47	;
0x8eac	0x52bd	;
0x8ec0	0x52a0	;
0x8eca	0x62ae	;
0x8ecb	0x5c87	;
0x8ecc	0x52ce	;
0x8ecd	0x52b2	;
0x8ed2	0x6655	;
0x8edf	0x5d70	;
0x8eeb	0x6285	;
0x8ef8	0x63ec	;
0x8efb	0x5058	;
0x8efe	0x5bef	;
0x8f03	0x5268	;
0x8f05	0x55a9	;
0x8f09	0x606a	;
0x8f12	0x637b	;
0x8f13	0x568f	;
0x8f14	0x588e	;
0x8f15	0x516d	;
0x8f1b	0x554f	;
0x8f1c	0x6468	;
0x8f1d	0x6792	;
0x8f1e	0x6972	;
0x8f1f	0x6b98	;
0x8f26	0x5577	;
0x8f27	0x587e	;
0x8f29	0x57f1	;
0x8f2a	0x55f3	;
0x8f2f	0x629d	;
0x8f33	0x61dc	;
0x8f38	0x5b82	;
0x8f39	0x6998	;
0x8f3b	0x589f	;
0x8f3e	0x60bf	;
0x8f3f	0x6a4b	;
0x8f44	0x65cc	;
0x8f45	0x5eb3	;
0x8f49	0x60c0	;
0x8f4d	0x6368	;
0x8f4e	0x5269	;
0x8f5d	0x6a4c	;
0x8f5f	0x5254	;
0x8f62	0x556d	;
0x8f9b	0x5c48	;
0x8f9c	0x51aa	;
0x8fa3	0x54e5	;
0x8fa6	0x64f1	;
0x8fa8	0x5867	;
0x8fad	0x59be	;
0x8faf	0x5868	;
0x8fb0	0x6272	;
0x8fb1	0x5e5a	;
0x8fb2	0x53c7	;
0x8fc2	0x5e87	;
0x8fc5	0x5c4a	;
0x8fce	0x5d9a	;
0x8fd1	0x52fc	;
0x8fd4	0x57b9	;
0x8fe6	0x5059	;
0x8fea	0x609f	;
0x8feb	0x57a2	;
0x8fed	0x6297	;
0x8ff0	0x5bb1	;
0x8ff2	0x6861	;
0x8ff7	0x577f	;
0x8ff9	0x60a0	;
0x8ffd	0x63d6	;
0x9000	0x64d3	;
0x9001	0x5b48	;
0x9002	0x51f7	;
0x9003	0x547e	;
0x9005	0x677b	;
0x9006	0x5d52	;
0x9008	0x6bdb	;
0x900b	0x6bbe	;
0x900d	0x5af0	;
0x900f	0x64d9	;
0x9010	0x63ed	;
0x9011	0x52a1	;
0x9014	0x547f	;
0x9015	0x516e	;
0x9017	0x6946	;
0x9019	0x608a	;
0x901a	0x64cf	;
0x901d	0x5a6e	;
0x901e	0x5593	;
0x901f	0x5afc	;
0x9020	0x6194	;
0x9021	0x61f0	;
0x9022	0x58b2	;
0x9023	0x5578	;
0x902e	0x638d	;
0x9031	0x61de	;
0x9032	0x6286	;
0x9035	0x52df	;
0x9038	0x5fad	;
0x903c	0x65a8	;
0x903e	0x5efc	;
0x9041	0x54ba	;
0x9042	0x5b83	;
0x9047	0x5e88	;
0x904a	0x5efb	;
0x904b	0x5e98	;
0x904d	0x6551	;
0x904e	0x51db	;
0x9050	0x65b3	;
0x9051	0x674f	;
0x9053	0x5480	;
0x9054	0x53ed	;
0x9055	0x5ed0	;
0x9059	0x5e57	;
0x905c	0x5b41	;
0x905d	0x5441	;
0x905e	0x638e	;
0x9060	0x5eb4	;
0x9061	0x5af1	;
0x9063	0x50fa	;
0x9069	0x60a1	;
0x906d	0x6195	;
0x906e	0x62ad	;
0x906f	0x54bb	;
0x9072	0x626c	;
0x9075	0x61f1	;
0x9077	0x635c	;
0x9078	0x5a9e	;
0x907a	0x5efd	;
0x907c	0x55d3	;
0x907d	0x50cf	;
0x907f	0x659e	;
0x9080	0x5e58	;
0x9081	0x56b3	;
0x9082	0x65fc	;
0x9083	0x5b84	;
0x9084	0x66f5	;
0x9087	0x6af5	;
0x9088	0x696d	;
0x908a	0x586a	;
0x908f	0x54d0	;
0x9091	0x5f67	;
0x9095	0x5dd9	;
0x9099	0x56a3	;
0x90a2	0x668d	;
0x90a3	0x53a1	;
0x90a6	0x57dc	;
0x90a8	0x6b9f	;
0x90aa	0x59a9	;
0x90af	0x684c	;
0x90b0	0x64bc	;
0x90b1	0x52a2	;
0x90b5	0x5af2	;
0x90b8	0x608b	;
0x90c1	0x5e91	;
0x90ca	0x526a	;
0x90de	0x54fb	;
0x90e1	0x52b4	;
0x90e8	0x58d8	;
0x90ed	0x51e0	;
0x90f5	0x5e89	;
0x90fd	0x5481	;
0x9102	0x69e6	;
0x9112	0x63d7	;
0x9115	0x664a	;
0x9119	0x596b	;
0x9127	0x54c6	;
0x912d	0x6143	;
0x9132	0x53e6	;
0x9149	0x5efe	;
0x914a	0x6144	;
0x914b	0x63d8	;
0x914c	0x5fe4	;
0x914d	0x57f2	;
0x914e	0x61dd	;
0x9152	0x61cc	;
0x9162	0x63a8	;
0x9169	0x56da	;
0x916a	0x54d8	;
0x916c	0x5b85	;
0x9175	0x6770	;
0x9177	0x66bf	;
0x9178	0x59d2	;
0x9187	0x5baa	;
0x9189	0x644b	;
0x918b	0x63a9	;
0x918d	0x6160	;
0x9192	0x5ac8	;
0x919c	0x63d9	;
0x91ab	0x5f7c	;
0x91ac	0x605a	;
0x91ae	0x63aa	;
0x91af	0x6695	;
0x91b1	0x57c2	;
0x91b4	0x559b	;
0x91b5	0x50c4	;
0x91c0	0x5ce0	;
0x91c7	0x62f2	;
0x91c9	0x5f41	;
0x91cb	0x5a80	;
0x91cc	0x565a	;
0x91cd	0x61f8	;
0x91ce	0x5cc3	;
0x91cf	0x5550	;
0x91d0	0x565b	;
0x91d1	0x5399	;
0x91d7	0x5b51	;
0x91d8	0x6145	;
0x91dc	0x58d9	;
0x91dd	0x647a	;
0x91e3	0x6196	;
0x91e7	0x635d	;
0x91ea	0x6ab7	;
0x91f5	0x62f3	;
0x920d	0x54bc	;
0x9210	0x6860	;
0x9211	0x6bb9	;
0x9212	0x69b1	;
0x9217	0x6ade	;
0x921e	0x52e4	;
0x9234	0x5596	;
0x923a	0x5dc9	;
0x923f	0x60c1	;
0x9240	0x509a	;
0x9245	0x685b	;
0x9249	0x666c	;
0x9257	0x6864	;
0x925b	0x5d71	;
0x925e	0x5eba	;
0x9262	0x57c3	;
0x9264	0x52a3	;
0x9265	0x69db	;
0x9266	0x6146	;
0x9280	0x5f59	;
0x9283	0x63c1	;
0x9285	0x54ab	;
0x9291	0x5a9f	;
0x9293	0x60c2	;
0x9296	0x5b86	;
0x9298	0x56db	;
0x929c	0x6bc9	;
0x92b3	0x5dac	;
0x92b6	0x6881	;
0x92b7	0x5af3	;
0x92b9	0x5b87	;
0x92cc	0x6b70	;
0x92cf	0x6680	;
0x92d2	0x58b3	;
0x92e4	0x5a6d	;
0x92ea	0x657c	;
0x92f8	0x50d2	;
0x92fc	0x50ac	;
0x9304	0x55b4	;
0x9310	0x63db	;
0x9318	0x63da	;
0x931a	0x6070	;
0x931e	0x5bab	;
0x931f	0x68f9	;
0x9320	0x6147	;
0x9321	0x538c	;
0x9322	0x60c3	;
0x9324	0x6899	;
0x9326	0x534b	;
0x9328	0x574d	;
0x932b	0x5a81	;
0x932e	0x51ab	;
0x932f	0x62b3	;
0x9348	0x6a80	;
0x934a	0x5579	;
0x934b	0x687b	;
0x934d	0x5482	;
0x9354	0x69e7	;
0x935b	0x53e7	;
0x936e	0x5f42	;
0x9375	0x50db	;
0x937c	0x647b	;
0x937e	0x61b2	;
0x938c	0x5148	;
0x9394	0x5e70	;
0x9396	0x5b4f	;
0x939a	0x6ba4	;
0x93a3	0x668e	;
0x93a7	0x6856	;
0x93ac	0x66ba	;
0x93ad	0x6287	;
0x93b0	0x5fae	;
0x93c3	0x619d	;
0x93d1	0x6b5d	;
0x93de	0x5e71	;
0x93e1	0x516f	;
0x93e4	0x6960	;
0x93f6	0x6b8c	;
0x9404	0x6bf2	;
0x9418	0x61b3	;
0x9425	0x69ba	;
0x942b	0x6b64	;
0x9435	0x6369	;
0x9438	0x6499	;
0x9444	0x61df	;
0x9451	0x5094	;
0x9452	0x684d	;
0x945b	0x5244	;
0x947d	0x62c1	;
0x947f	0x62b4	;
0x9577	0x605b	;
0x9580	0x576a	;
0x9583	0x5ab4	;
0x9589	0x6560	;
0x958b	0x50be	;
0x958f	0x5f4e	;
0x9591	0x65c7	;
0x9592	0x65c6	;
0x9593	0x507a	;
0x9594	0x578a	;
0x9598	0x509b	;
0x95a3	0x5066	;
0x95a4	0x65db	;
0x95a5	0x584b	;
0x95a8	0x52e0	;
0x95ad	0x5562	;
0x95b1	0x5d78	;
0x95bb	0x5d81	;
0x95bc	0x5c89	;
0x95c7	0x5c91	;
0x95ca	0x66fd	;
0x95d4	0x6bcb	;
0x95d5	0x52c8	;
0x95d6	0x6bb7	;
0x95dc	0x51f1	;
0x95e1	0x635e	;
0x95e2	0x585f	;
0x961c	0x58da	;
0x9621	0x635f	;
0x962a	0x64f3	;
0x962e	0x5dee	;
0x9632	0x57dd	;
0x963b	0x6197	;
0x963f	0x5c69	;
0x9640	0x6489	;
0x9642	0x6bc3	;
0x9644	0x58db	;
0x964b	0x55de	;
0x964c	0x56b8	;
0x964d	0x50ad	;
0x9650	0x65c8	;
0x965b	0x6561	;
0x965c	0x65dc	;
0x965d	0x69c0	;
0x965e	0x5bc7	;
0x965f	0x634c	;
0x9662	0x5eb5	;
0x9663	0x6288	;
0x9664	0x6161	;
0x966a	0x57f3	;
0x9670	0x5f61	;
0x9673	0x6289	;
0x9675	0x5645	;
0x9676	0x5483	;
0x9677	0x65d6	;
0x9678	0x55ee	;
0x967d	0x5ce1	;
0x9685	0x5e8a	;
0x9686	0x55f9	;
0x968a	0x545b	;
0x968b	0x5b88	;
0x968d	0x6750	;
0x968e	0x5188	;
0x9694	0x50ef	;
0x9695	0x5e99	;
0x9698	0x5cab	;
0x9699	0x52ed	;
0x969b	0x6162	;
0x969c	0x605c	;
0x96a3	0x5664	;
0x96a7	0x69d1	;
0x96a8	0x5b89	;
0x96aa	0x6658	;
0x96b1	0x5f5b	;
0x96b7	0x559c	;
0x96bb	0x634d	;
0x96c0	0x5fe5	;
0x96c1	0x5c7f	;
0x96c4	0x5ea0	;
0x96c5	0x5c6a	;
0x96c6	0x629b	;
0x96c7	0x51ac	;
0x96c9	0x6461	;
0x96cb	0x6b7a	;
0x96cc	0x5fd8	;
0x96cd	0x5dda	;
0x96ce	0x6b58	;
0x96d5	0x6b72	;
0x96d6	0x5b8a	;
0x96d9	0x5c5c	;
0x96db	0x63dc	;
0x96dc	0x5ff3	;
0x96e2	0x565c	;
0x96e3	0x53a5	;
0x96e8	0x5e8b	;
0x96e9	0x5e8c	;
0x96ea	0x5aae	;
0x96ef	0x6980	;
0x96f0	0x58f2	;
0x96f2	0x5e9a	;
0x96f6	0x5594	;
0x96f7	0x55c7	;
0x96f9	0x57a3	;
0x96fb	0x60c4	;
0x9700	0x5b8b	;
0x9706	0x6148	;
0x9707	0x628a	;
0x9711	0x60d7	;
0x9713	0x5dad	;
0x9716	0x566c	;
0x9719	0x6a82	;
0x971c	0x5a45	;
0x971e	0x65b4	;
0x9727	0x575f	;
0x9730	0x69af	;
0x9732	0x55ab	;
0x9739	0x5860	;
0x973d	0x6163	;
0x9742	0x556e	;
0x9744	0x5cac	;
0x9748	0x5595	;
0x9751	0x6383	;
0x9756	0x60fb	;
0x975c	0x6149	;
0x975e	0x596c	;
0x9761	0x5773	;
0x9762	0x56cc	;
0x9769	0x665d	;
0x976d	0x5fa6	;
0x9774	0x66de	;
0x9777	0x5fa7	;
0x977a	0x5698	;
0x978b	0x6696	;
0x978d	0x5c81	;
0x978f	0x6878	;
0x97a0	0x52ae	;
0x97a8	0x5084	;
0x97ab	0x6882	;
0x97ad	0x6552	;
0x97c6	0x6360	;
0x97cb	0x5ed1	;
0x97d3	0x65c9	;
0x97dc	0x5484	;
0x97f3	0x5f63	;
0x97f6	0x5af5	;
0x97fb	0x5e9b	;
0x97ff	0x664c	;
0x9800	0x66bb	;
0x9801	0x6671	;
0x9802	0x614a	;
0x9803	0x5170	;
0x9805	0x65ec	;
0x9806	0x5bac	;
0x9808	0x5b8c	;
0x980a	0x5e92	;
0x980c	0x5b49	;
0x9810	0x5dae	;
0x9811	0x5def	;
0x9812	0x57ba	;
0x9813	0x5496	;
0x9817	0x64eb	;
0x9818	0x5597	;
0x982d	0x54b7	;
0x9830	0x6681	;
0x9838	0x5171	;
0x9839	0x64d4	;
0x983b	0x597d	;
0x9846	0x51dc	;
0x984c	0x6164	;
0x984d	0x5cb3	;
0x984e	0x5c77	;
0x9854	0x5c82	;
0x9858	0x5eb6	;
0x985a	0x60c5	;
0x985e	0x55eb	;
0x9865	0x66bc	;
0x9867	0x51ad	;
0x986b	0x60c6	;
0x986f	0x666d	;
0x98a8	0x6597	;
0x98af	0x59e2	;
0x98b1	0x64bd	;
0x98c4	0x658f	;
0x98c7	0x6bc1	;
0x98db	0x596d	;
0x98dc	0x5847	;
0x98df	0x5bf0	;
0x98e1	0x69ca	;
0x98e2	0x538d	;
0x98ed	0x646e	;
0x98ee	0x5f62	;
0x98ef	0x57bb	;
0x98f4	0x5f91	;
0x98fc	0x59c0	;
0x98fd	0x657e	;
0x98fe	0x5bf1	;
0x9903	0x526c	;
0x9909	0x664d	;
0x990a	0x5ce2	;
0x990c	0x5f92	;
0x9910	0x62c3	;
0x9913	0x5c6b	;
0x9918	0x5d49	;
0x991e	0x60c7	;
0x9920	0x5880	;
0x9928	0x51f2	;
0x9945	0x5691	;
0x9949	0x52fd	;
0x994b	0x52cf	;
0x994c	0x62c4	;
0x994d	0x69bb	;
0x9951	0x538e	;
0x9952	0x5e59	;
0x9954	0x6a96	;
0x9957	0x664e	;
0x9996	0x5b8d	;
0x9999	0x664f	;
0x999d	0x6bc6	;
0x99a5	0x58a0	;
0x99a8	0x668f	;
0x99ac	0x5678	;
0x99ad	0x5cea	;
0x99ae	0x6593	;
0x99b1	0x6bb0	;
0x99b3	0x6469	;
0x99b4	0x5bad	;
0x99b9	0x5faf	;
0x99c1	0x57a4	;
0x99d0	0x61e0	;
0x99d1	0x68cf	;
0x99d2	0x52a5	;
0x99d5	0x505a	;
0x99d9	0x58dd	;
0x99dd	0x648a	;
0x99df	0x59c1	;
0x99ed	0x65fd	;
0x99f1	0x54d9	;
0x99ff	0x61f3	;
0x9a01	0x5983	;
0x9a08	0x6995	;
0x9a0e	0x538f	;
0x9a0f	0x5390	;
0x9a19	0x6bba	;
0x9a2b	0x50dc	;
0x9a30	0x54c8	;
0x9a36	0x6ba5	;
0x9a37	0x5af6	;
0x9a40	0x56b9	;
0x9a43	0x6bc2	;
0x9a45	0x52a6	;
0x9a4d	0x6bf6	;
0x9a55	0x526d	;
0x9a57	0x6659	;
0x9a5a	0x5172	;
0x9a5b	0x5d53	;
0x9a5f	0x644c	;
0x9a62	0x5563	;
0x9a65	0x5391	;
0x9a69	0x66f6	;
0x9a6a	0x5564	;
0x9aa8	0x51c1	;
0x9ab8	0x65fe	;
0x9ad3	0x5b8e	;
0x9ad4	0x6390	;
0x9ad8	0x51ae	;
0x9ae5	0x5d83	;
0x9aee	0x57c4	;
0x9b1a	0x5b8f	;
0x9b27	0x695c	;
0x9b2a	0x64da	;
0x9b31	0x5e9e	;
0x9b3c	0x52d2	;
0x9b41	0x5250	;
0x9b42	0x66c5	;
0x9b43	0x57c5	;
0x9b44	0x57fb	;
0x9b45	0x56b4	;
0x9b4f	0x5ed2	;
0x9b54	0x5679	;
0x9b5a	0x5ceb	;
0x9b6f	0x55ac	;
0x9b8e	0x6b66	;
0x9b91	0x657f	;
0x9b9f	0x69e9	;
0x9bab	0x526e	;
0x9bae	0x5aa1	;
0x9bc9	0x565e	;
0x9bd6	0x6384	;
0x9be4	0x6875	;
0x9be8	0x5173	;
0x9c0d	0x63de	;
0x9c10	0x69e8	;
0x9c12	0x58a1	;
0x9c15	0x65b5	;
0x9c25	0x66f7	;
0x9c32	0x6a93	;
0x9c3b	0x5693	;
0x9c47	0x6853	;
0x9c49	0x586f	;
0x9c57	0x5665	;
0x9ce5	0x6199	;
0x9ce7	0x58df	;
0x9ce9	0x52a7	;
0x9cf3	0x58b4	;
0x9cf4	0x56d3	;
0x9cf6	0x5d72	;
0x9d09	0x5c6c	;
0x9d1b	0x5eb7	;
0x9d26	0x5c9e	;
0x9d28	0x5c96	;
0x9d3b	0x66cf	;
0x9d51	0x50fb	;
0x9d5d	0x5c6d	;
0x9d60	0x51b6	;
0x9d61	0x5760	;
0x9d6c	0x5941	;
0x9d72	0x5fe6	;
0x9da9	0x697a	;
0x9daf	0x5cb6	;
0x9db4	0x65bb	;
0x9dc4	0x518b	;
0x9dd7	0x52a8	;
0x9df2	0x644d	;
0x9df8	0x679b	;
0x9df9	0x5f6b	;
0x9dfa	0x55ad	;
0x9e1a	0x5cb7	;
0x9e1e	0x54e2	;
0x9e75	0x55ae	;
0x9e79	0x6bca	;
0x9e7d	0x5d7e	;
0x9e7f	0x55b6	;
0x9e92	0x5393	;
0x9e93	0x55b5	;
0x9e97	0x5565	;
0x9e9d	0x69ae	;
0x9e9f	0x5666	;
0x9ea5	0x56ba	;
0x9eb4	0x52af	;
0x9eb5	0x56cd	;
0x9ebb	0x567a	;
0x9ebe	0x6793	;
0x9ec3	0x6751	;
0x9ecd	0x5a6f	;
0x9ece	0x5566	;
0x9ed1	0x67a1	;
0x9ed4	0x50e4	;
0x9ed8	0x5762	;
0x9edb	0x545c	;
0x9edc	0x63f1	;
0x9ede	0x60d5	;
0x9ee8	0x544c	;
0x9ef4	0x6985	;
0x9f07	0x6a94	;
0x9f08	0x5870	;
0x9f0e	0x614b	;
0x9f13	0x51af	;
0x9f20	0x5a71	;
0x9f3b	0x596f	;
0x9f4a	0x6165	;
0x9f4b	0x606b	;
0x9f4e	0x606c	;
0x9f52	0x646b	;
0x9f5f	0x6b59	;
0x9f61	0x5598	;
0x9f67	0x69be	;
0x9f6a	0x62b5	;
0x9f6c	0x5cec	;
0x9f77	0x5c78	;
0x9f8d	0x55d4	;
0x9f90	0x57e0	;
0x9f95	0x5095	;
0x9f9c	0x52a9	;
0xac00	0x8861	;Hangul Syllable Kiyeok-A
0xac01	0x8862	;Hangul Syllable Kiyeok-A-Kiyeok
0xac04	0x8865	;Hangul Syllable Kiyeok-A-Nieun
0xac07	0x8868	;Hangul Syllable Kiyeok-A-Tikeut
0xac08	0x8869	;Hangul Syllable Kiyeok-A-Rieul
0xac09	0x886a	;Hangul Syllable Kiyeok-A-Rieulkiyeok
0xac0a	0x886b	;Hangul Syllable Kiyeok-A-Rieulmieum
0xac10	0x8871	;Hangul Syllable Kiyeok-A-Mieum
0xac11	0x8873	;Hangul Syllable Kiyeok-A-Pieup
0xac12	0x8874	;Hangul Syllable Kiyeok-A-Pieupsios
0xac13	0x8875	;Hangul Syllable Kiyeok-A-Sios
0xac14	0x8876	;Hangul Syllable Kiyeok-A-Ssangsios
0xac15	0x8877	;Hangul Syllable Kiyeok-A-Ieung
0xac16	0x8878	;Hangul Syllable Kiyeok-A-Cieuc
0xac17	0x8879	;Hangul Syllable Kiyeok-A-Chieuch
0xac19	0x887b	;Hangul Syllable Kiyeok-A-Thieuth
0xac1a	0x887c	;Hangul Syllable Kiyeok-A-Phieuph
0xac1b	0x887d	;Hangul Syllable Kiyeok-A-Hieuh
0xac1c	0x8881	;Hangul Syllable Kiyeok-Ae
0xac1d	0x8882	;Hangul Syllable Kiyeok-Ae-Kiyeok
0xac20	0x8885	;Hangul Syllable Kiyeok-Ae-Nieun
0xac24	0x8889	;Hangul Syllable Kiyeok-Ae-Rieul
0xac2c	0x8891	;Hangul Syllable Kiyeok-Ae-Mieum
0xac2d	0x8893	;Hangul Syllable Kiyeok-Ae-Pieup
0xac2f	0x8895	;Hangul Syllable Kiyeok-Ae-Sios
0xac30	0x8896	;Hangul Syllable Kiyeok-Ae-Ssangsios
0xac31	0x8897	;Hangul Syllable Kiyeok-Ae-Ieung
0xac38	0x88a1	;Hangul Syllable Kiyeok-Ya
0xac39	0x88a2	;Hangul Syllable Kiyeok-Ya-Kiyeok
0xac3c	0x88a5	;Hangul Syllable Kiyeok-Ya-Nieun
0xac40	0x88a9	;Hangul Syllable Kiyeok-Ya-Rieul
0xac4b	0x88b5	;Hangul Syllable Kiyeok-Ya-Sios
0xac4d	0x88b7	;Hangul Syllable Kiyeok-Ya-Ieung
0xac54	0x88c1	;Hangul Syllable Kiyeok-Yae
0xac58	0x88c5	;Hangul Syllable Kiyeok-Yae-Nieun
0xac5c	0x88c9	;Hangul Syllable Kiyeok-Yae-Rieul
0xac70	0x88e1	;Hangul Syllable Kiyeok-Eo
0xac71	0x88e2	;Hangul Syllable Kiyeok-Eo-Kiyeok
